classification,split,cmo,old_value,new_value,n,population
clase_egp13_damian,train,5383,8,10,16,4725
clase_egp13_damian,train,5302,9,9,6,859
clase_egp13_damian,validation,4110,13,11,31,8370
clase_egp13_damian,validation,4110,12,12,29,10647
clase_egp13_damian,validation,8101,11,11,71,18949
clase_egp13_damian,validation,5290,6,6,9,2315
clase_egp13_damian,validation,1363,2,2,29,3447
clase_egp13_damian,validation,1105,1,3,10,2086
clase_egp13_damian,validation,5310,9,11,1,56
clase_egp13_damian,validation,5343,8,7,6,1206
clase_egp13_damian,validation,5501,9,11,2,141
clase_egp13_damian,validation,5322,8,7,6,1627
clase_egp13_damian,validation,8301,2,7,2,167
clase_egp13_damian,validation,8130,4,4,30,7097
clase_egp13_damian,validation,5181,7,8,3,907
clase_egp13_damian,validation,5345,9,9,1,74
clase_egp13_damian,train,8303,11,3,1,94
clase_egp13_damian,train,5322,8,10,8,1291
clase_egp13_damian,train,5420,10,8,19,3566
clase_egp13_damian,train,4106,13,11,52,22568
clase_egp13_damian,train,8120,10,10,10,5497
clase_egp13_damian,train,4110,13,13,69,19650
clase_egp13_damian,train,5251,5,5,9,1816
clase_egp13_damian,train,5450,11,9,7,2259
clase_egp13_damian,train,4103,13,13,72,15479
clase_egp13_damian,train,4103,12,12,23,7201
clase_egp13_damian,validation,4100,13,11,515,242619
clase_egp13_damian,validation,5271,2,2,25,7135
clase_egp13_damian,validation,4110,13,9,4,532
clase_egp13_damian,validation,1241,2,2,1,75
clase_egp13_damian,validation,5202,5,5,18,6974
clase_egp13_damian,validation,5280,6,6,8,1073
clase_egp13_damian,validation,5460,11,11,339,105683
clase_egp13_damian,validation,8204,7,13,1,74
clase_egp13_damian,validation,5344,8,7,16,3492
clase_egp13_damian,validation,5131,7,7,5,1890
clase_egp13_damian,validation,4112,13,2,1,73
clase_egp13_damian,validation,5230,9,9,15,4146
clase_egp13_damian,validation,5267,6,6,41,9143
clase_egp13_damian,validation,5260,9,11,44,18186
clase_egp13_damian,validation,5161,7,7,20,5377
clase_egp13_damian,train,5421,10,7,2,288
clase_egp13_damian,train,4111,12,12,4,663
clase_egp13_damian,train,5401,10,8,17,6916
clase_egp13_damian,train,5248,9,9,11,5248
clase_egp13_damian,train,5290,6,6,9,1819
clase_egp13_damian,train,2128,2,12,4,351
clase_egp13_damian,train,8126,11,2,1,69
clase_egp13_damian,train,5200,9,4,1,69
clase_egp13_damian,train,4103,13,11,38,15843
clase_egp13_damian,train,5344,9,9,3,849
clase_egp13_damian,train,5324,8,7,2,500
clase_egp13_damian,train,2133,1,1,2,152
clase_egp13_damian,train,5208,5,5,14,2732
clase_egp13_damian,train,8101,11,11,80,19439
clase_egp13_damian,train,5324,8,8,6,955
clase_egp13_damian,train,5490,11,11,1,85
clase_egp13_damian,train,5246,8,10,12,2171
clase_egp13_damian,validation,5371,7,8,8,4570
clase_egp13_damian,validation,4106,12,12,36,12082
clase_egp13_damian,validation,4108,13,13,9,3501
clase_egp13_damian,validation,5322,9,9,13,2643
clase_egp13_damian,validation,5500,6,12,1,62
clase_egp13_damian,validation,5460,11,12,1,62
clase_egp13_damian,validation,5460,11,13,1,62
clase_egp13_damian,validation,5460,10,10,18,4801
clase_egp13_damian,validation,5203,8,8,1,69
clase_egp13_damian,validation,5401,10,13,3,573
clase_egp13_damian,validation,5440,10,8,23,7639
clase_egp13_damian,validation,5333,8,8,3,1200
clase_egp13_damian,validation,5370,8,2,3,338
clase_egp13_damian,validation,1104,1,1,29,9089
clase_egp13_damian,validation,2121,1,3,17,5005
clase_egp13_damian,validation,5121,7,10,3,314
clase_egp13_damian,validation,5222,9,9,20,5279
clase_egp13_damian,validation,5383,8,8,51,14891
clase_egp13_damian,train,4108,12,12,21,3674
clase_egp13_damian,train,4108,13,11,28,9267
clase_egp13_damian,train,5500,9,11,6,644
clase_egp13_damian,train,5380,8,7,4,705
clase_egp13_damian,train,5246,8,8,46,14844
clase_egp13_damian,train,5322,9,9,11,2002
clase_egp13_damian,train,4110,13,11,59,16994
clase_egp13_damian,train,5251,9,11,6,1179
clase_egp13_damian,train,5321,8,8,16,7932
clase_egp13_damian,train,5223,9,9,2,178
clase_egp13_damian,train,8124,10,8,17,4883
clase_egp13_damian,train,5304,8,8,11,2985
clase_egp13_damian,train,4120,12,12,93,23620
clase_egp13_damian,train,5200,6,6,24,12561
clase_egp13_damian,train,1130,1,4,1,64
clase_egp13_damian,train,5350,8,8,7,691
clase_egp13_damian,train,5202,8,10,8,870
clase_egp13_damian,train,5350,8,7,2,564
clase_egp13_damian,train,4112,13,13,10,3950
clase_egp13_damian,train,5401,10,10,25,8323
clase_egp13_damian,validation,5302,8,8,12,3061
clase_egp13_damian,validation,5260,6,6,103,27296
clase_egp13_damian,validation,5332,8,8,5,2493
clase_egp13_damian,validation,6221,4,7,4,935
clase_egp13_damian,validation,5331,8,8,6,2868
clase_egp13_damian,validation,5520,6,6,171,55957
clase_egp13_damian,train,5440,11,9,30,16593
clase_egp13_damian,train,5345,8,3,1,239
clase_egp13_damian,train,6221,4,8,23,9646
clase_egp13_damian,train,8130,4,4,34,10455
clase_egp13_damian,train,5230,8,4,1,246
clase_egp13_damian,train,5242,9,9,13,4311
clase_egp13_damian,train,5502,8,4,3,918
clase_egp13_damian,train,5383,8,8,53,18577
clase_egp13_damian,train,5260,6,6,104,33929
clase_egp13_damian,validation,6251,10,3,13,3842
clase_egp13_damian,validation,7111,4,8,22,4771
clase_egp13_damian,validation,1431,1,1,10,1548
clase_egp13_damian,train,5261,6,6,31,7193
clase_egp13_damian,train,5131,7,7,6,1978
clase_egp13_damian,validation,6140,3,1,21,6850
clase_egp13_damian,validation,5181,7,10,2,368
clase_egp13_damian,validation,2125,1,2,12,3173
clase_egp13_damian,train,5345,8,10,10,4834
clase_egp13_damian,train,2127,1,1,6,2508
clase_egp13_damian,validation,5161,7,8,2,546
clase_egp13_damian,validation,5383,8,10,6,1236
clase_egp13_damian,validation,5481,10,10,11,2661
clase_egp13_damian,validation,5260,8,10,4,620
clase_egp13_damian,train,5260,8,8,28,4955
clase_egp13_damian,train,1432,7,7,5,1046
clase_egp13_damian,train,8151,4,4,31,5830
clase_egp13_damian,train,5140,1,10,1,235
clase_egp13_damian,train,5181,7,8,8,2684
clase_egp13_damian,train,8201,4,4,48,11187
clase_egp13_damian,validation,5520,8,8,78,15891
clase_egp13_damian,validation,5441,10,10,5,874
clase_egp13_damian,validation,1320,2,10,3,642
clase_egp13_damian,train,1251,2,3,67,20343
clase_egp13_damian,train,8204,7,7,8,1712
clase_egp13_damian,train,8126,10,8,9,3757
clase_egp13_damian,train,5521,8,8,131,42157
clase_egp13_damian,train,1104,1,5,1,242
clase_egp13_damian,validation,5400,10,4,13,3255
clase_egp13_damian,validation,5121,7,8,3,574
clase_egp13_damian,validation,2122,8,1,15,6806
clase_egp13_damian,train,7111,4,3,53,15332
clase_egp13_damian,train,7111,5,5,6,1433
clase_egp13_damian,train,5180,1,10,1,288
clase_egp13_damian,validation,1310,2,2,84,23378
clase_egp13_damian,validation,6230,3,3,106,28142
clase_egp13_damian,validation,6202,3,3,67,17750
clase_egp13_damian,validation,5248,9,9,10,2990
clase_egp13_damian,train,5245,9,9,40,9865
clase_egp13_damian,train,8125,13,8,4,790
clase_egp13_damian,train,7130,3,10,10,4913
clase_egp13_damian,train,7211,11,11,14,6351
clase_egp13_damian,validation,5244,8,8,4,592
clase_egp13_damian,validation,5481,10,8,16,9760
clase_egp13_damian,validation,5431,10,8,2,361
clase_egp13_damian,validation,7111,6,11,6,905
clase_egp13_damian,train,8124,11,4,4,627
clase_egp13_damian,train,5181,7,1,4,1986
clase_egp13_damian,train,1221,2,3,3,397
clase_egp13_damian,train,1121,1,1,13,3645
clase_egp13_damian,train,7130,3,3,61,15135
clase_egp13_damian,validation,1221,2,3,4,547
clase_egp13_damian,train,2127,2,2,15,3083
clase_egp13_damian,train,2124,1,1,13,3307
clase_egp13_damian,train,5202,9,4,14,4313
clase_egp13_damian,train,5101,7,8,2,344
clase_egp13_damian,train,5141,2,1,13,3174
clase_egp13_damian,train,1120,1,1,17,4668
clase_egp13_damian,train,8300,7,7,11,2258
clase_egp13_damian,validation,5141,2,1,16,6115
clase_egp13_damian,validation,7130,3,10,8,1654
clase_egp13_damian,validation,5100,1,1,2,330
clase_egp13_damian,validation,7100,6,11,72,27799
clase_egp13_damian,validation,6111,1,1,71,15521
clase_egp13_damian,validation,5230,8,8,9,2136
clase_egp13_damian,train,5345,8,1,2,396
clase_egp13_damian,train,6111,1,10,6,1145
clase_egp13_damian,train,1205,2,3,15,1947
clase_egp13_damian,validation,6260,3,3,4,489
clase_egp13_damian,validation,5345,8,10,6,1731
clase_egp13_damian,validation,5250,8,8,1,246
clase_egp13_damian,validation,5223,8,8,2,366
clase_egp13_damian,validation,5302,9,9,2,334
clase_egp13_damian,train,6140,3,1,14,2202
clase_egp13_damian,train,7111,4,8,16,4716
clase_egp13_damian,train,1164,1,1,30,13283
clase_egp13_damian,train,5481,10,10,8,3057
clase_egp13_damian,train,1204,2,7,3,514
clase_egp13_damian,train,5332,8,8,8,2254
clase_egp13_damian,train,1200,2,1,2,1086
clase_egp13_damian,train,5333,8,10,2,819
clase_egp13_damian,train,2122,9,3,2,372
clase_egp13_damian,train,6111,1,2,26,5518
clase_egp13_damian,train,5322,6,6,1,309
clase_egp13_damian,validation,6221,4,8,22,9250
clase_egp13_damian,validation,8124,10,8,25,7324
clase_egp13_damian,validation,6210,3,10,14,4459
clase_egp13_damian,validation,5130,1,1,1,282
clase_egp13_damian,train,5170,1,10,3,395
clase_egp13_damian,train,6211,3,2,1,234
clase_egp13_damian,train,2122,8,1,6,2553
clase_egp13_damian,train,5334,8,8,7,1674
clase_egp13_damian,validation,5245,9,9,33,8177
clase_egp13_damian,validation,5227,9,9,10,6079
clase_egp13_damian,validation,8159,7,11,1,237
clase_egp13_damian,train,5421,10,8,8,1775
clase_egp13_damian,train,6133,1,2,3,479
clase_egp13_damian,train,5431,10,8,3,699
clase_egp13_damian,validation,6111,1,10,2,299
clase_egp13_damian,validation,1204,2,8,27,7173
clase_egp13_damian,validation,5334,8,8,5,1936
clase_egp13_damian,validation,5383,8,7,5,2063
clase_egp13_damian,validation,5345,8,2,7,1363
clase_egp13_damian,validation,8123,10,10,32,8217
clase_egp13_damian,train,1252,3,3,13,2003
clase_egp13_damian,validation,6102,1,4,1,245
clase_egp13_damian,train,1151,1,1,18,4905
clase_egp13_damian,validation,5181,7,1,5,2954
clase_egp13_damian,validation,6121,1,3,3,572
clase_egp13_damian,validation,1221,2,2,9,2011
clase_egp13_damian,validation,5260,5,5,67,16674
clase_egp13_damian,validation,5420,10,10,15,3332
clase_egp13_damian,train,5267,8,1,2,332
clase_egp13_damian,train,6260,3,3,12,6122
clase_egp13_damian,train,5383,8,4,2,1280
clase_egp13_damian,train,5230,8,8,8,1624
clase_egp13_damian,train,7111,6,6,26,10809
clase_egp13_damian,train,1390,2,2,15,2444
clase_egp13_damian,validation,8150,4,13,4,644
clase_egp13_damian,validation,7111,6,2,1,289
clase_egp13_damian,validation,5131,7,8,5,943
clase_egp13_damian,validation,8151,4,4,40,6215
clase_egp13_damian,train,1172,1,2,16,3509
clase_egp13_damian,train,1330,2,3,1,231
clase_egp13_damian,train,5208,6,6,24,8275
clase_egp13_damian,train,7121,8,10,13,3886
clase_egp13_damian,train,5225,6,6,5,1588
clase_egp13_damian,train,5302,8,8,20,5931
clase_egp13_damian,validation,2127,1,3,2,260
clase_egp13_damian,validation,6200,3,2,26,9496
clase_egp13_damian,validation,5260,8,8,19,3614
clase_egp13_damian,validation,5181,7,7,5,954
clase_egp13_damian,validation,5520,5,2,2,466
clase_egp13_damian,train,5242,5,5,10,3173
clase_egp13_damian,train,5401,11,11,2,473
clase_egp13_damian,train,6210,3,11,12,1985
clase_egp13_damian,train,5280,9,9,15,5489
clase_egp13_damian,validation,2122,5,5,10,1511
clase_egp13_damian,train,5345,8,4,2,379
clase_egp13_damian,train,2122,5,5,13,3038
clase_egp13_damian,validation,1160,1,3,32,3906
clase_egp13_damian,validation,2124,2,5,9,2132
clase_egp13_damian,train,8151,4,10,5,1139
clase_egp13_damian,train,5481,10,8,10,3351
clase_egp13_damian,validation,5520,8,10,4,1673
clase_egp13_damian,train,1423,7,1,2,299
clase_egp13_damian,train,5267,8,8,20,5224
clase_egp13_damian,train,1220,2,3,17,2326
clase_egp13_damian,validation,5520,8,3,3,479
clase_egp13_damian,validation,5420,10,8,13,2264
clase_egp13_damian,validation,6270,3,4,14,2964
clase_egp13_damian,train,1451,7,7,2,377
clase_egp13_damian,train,5248,6,6,42,12407
clase_egp13_damian,validation,8101,11,3,5,1356
clase_egp13_damian,validation,6110,1,7,3,486
clase_egp13_damian,validation,5321,8,8,9,6743
clase_egp13_damian,validation,5340,8,8,14,4973
clase_egp13_damian,validation,5131,7,1,3,1650
clase_egp13_damian,validation,8101,10,10,65,13306
clase_egp13_damian,validation,5322,8,10,6,1570
clase_egp13_damian,validation,1203,2,2,12,1496
clase_egp13_damian,validation,6160,1,10,5,2404
clase_egp13_damian,validation,2127,1,1,10,1544
clase_egp13_damian,validation,5440,11,9,30,7095
clase_egp13_damian,validation,6210,3,7,2,897
clase_egp13_damian,validation,5232,9,9,2,182
clase_egp13_damian,validation,5232,6,6,3,1567
clase_egp13_damian,validation,5441,10,7,4,471
clase_egp13_damian,train,5332,8,7,2,224
clase_egp13_damian,train,5180,1,1,2,212
clase_egp13_damian,train,1205,2,8,13,3512
clase_egp13_damian,train,1104,1,8,1,125
clase_egp13_damian,train,5171,2,3,1,125
clase_egp13_damian,train,5370,8,3,1,125
clase_egp13_damian,train,5370,8,8,12,1237
clase_egp13_damian,train,5225,9,11,2,518
clase_egp13_damian,train,4106,13,10,20,4102
clase_egp13_damian,train,4170,7,13,5,1194
clase_egp13_damian,train,5222,8,8,8,1811
clase_egp13_damian,train,5121,7,10,2,613
clase_egp13_damian,train,6202,3,8,1,493
clase_egp13_damian,train,4109,13,13,10,1924
clase_egp13_damian,train,7111,6,11,10,4161
clase_egp13_damian,train,4109,13,10,3,399
clase_egp13_damian,train,4103,13,10,32,6261
clase_egp13_damian,validation,1250,3,3,39,5992
clase_egp13_damian,validation,5140,1,8,10,4871
clase_egp13_damian,validation,8301,1,3,5,936
clase_egp13_damian,validation,5380,8,10,5,2501
clase_egp13_damian,validation,6251,10,8,8,2381
clase_egp13_damian,validation,5242,8,8,17,4423
clase_egp13_damian,validation,4107,13,13,5,1572
clase_egp13_damian,validation,4103,13,13,70,12616
clase_egp13_damian,validation,4103,13,10,13,2576
clase_egp13_damian,validation,1204,2,10,4,1347
clase_egp13_damian,validation,6150,1,1,10,2028
clase_egp13_damian,validation,5345,8,3,3,488
clase_egp13_damian,validation,6110,1,2,11,3742
clase_egp13_damian,validation,4106,13,13,40,5846
clase_egp13_damian,validation,4150,12,12,47,7442
clase_egp13_damian,validation,4103,13,8,2,264
clase_egp13_damian,train,5420,10,10,16,3706
clase_egp13_damian,train,6100,1,1,24,5559
clase_egp13_damian,train,8312,1,2,1,736
clase_egp13_damian,train,5400,10,13,1,125
clase_egp13_damian,train,5491,10,8,1,125
clase_egp13_damian,train,1104,1,7,4,554
clase_egp13_damian,train,4170,7,7,6,1199
clase_egp13_damian,train,5500,9,13,3,729
clase_egp13_damian,train,5501,8,8,26,6735
clase_egp13_damian,train,6270,3,7,17,7192
clase_egp13_damian,train,1204,2,1,4,1177
clase_egp13_damian,train,5401,10,13,2,680
clase_egp13_damian,train,5500,8,13,2,681
clase_egp13_damian,train,5520,8,10,4,792
clase_egp13_damian,train,6270,3,9,2,655
clase_egp13_damian,train,1360,2,2,15,6082
clase_egp13_damian,train,8125,12,12,34,12699
clase_egp13_damian,train,1221,2,2,14,3180
clase_egp13_damian,validation,1204,2,2,32,9051
clase_egp13_damian,validation,6111,1,7,10,2150
clase_egp13_damian,validation,5171,2,7,4,875
clase_egp13_damian,validation,7110,2,3,3,1181
clase_egp13_damian,validation,6100,1,1,35,9330
clase_egp13_damian,validation,1171,1,1,6,2736
clase_egp13_damian,validation,5267,8,1,2,671
clase_egp13_damian,validation,6111,1,4,11,2769
clase_egp13_damian,validation,1251,2,3,71,15776
clase_egp13_damian,validation,8126,10,8,10,4902
clase_egp13_damian,validation,1204,2,5,3,1195
clase_egp13_damian,validation,5267,8,10,6,1868
clase_egp13_damian,validation,6180,1,2,4,707
clase_egp13_damian,validation,2111,1,8,4,743
clase_egp13_damian,validation,5242,5,5,12,3376
clase_egp13_damian,train,7111,4,11,65,12783
clase_egp13_damian,train,5345,8,2,6,1143
clase_egp13_damian,train,4101,12,12,18,4604
clase_egp13_damian,train,5141,2,3,3,542
clase_egp13_damian,train,5266,6,6,3,2600
clase_egp13_damian,train,8301,1,3,13,5324
clase_egp13_damian,train,5331,8,8,4,1668
clase_egp13_damian,train,7110,2,3,2,390
clase_egp13_damian,train,5460,11,9,37,11767
clase_egp13_damian,train,5241,8,8,24,5646
clase_egp13_damian,train,2121,1,1,60,14597
clase_egp13_damian,validation,5401,10,8,16,3800
clase_egp13_damian,validation,1251,2,7,4,678
clase_egp13_damian,validation,1204,2,6,8,2593
clase_egp13_damian,validation,6160,1,1,19,10446
clase_egp13_damian,validation,6111,2,5,2,640
clase_egp13_damian,validation,5161,7,1,17,4141
clase_egp13_damian,validation,5266,5,5,3,451
clase_egp13_damian,validation,5380,8,8,11,3796
clase_egp13_damian,validation,5502,8,10,4,1565
clase_egp13_damian,validation,5441,10,3,1,313
clase_egp13_damian,validation,8124,10,13,11,2733
clase_egp13_damian,validation,2127,2,6,1,331
clase_egp13_damian,validation,1204,2,3,2,411
clase_egp13_damian,validation,5281,8,8,1,293
clase_egp13_damian,validation,5401,10,10,23,8458
clase_egp13_damian,validation,1205,2,7,6,2434
clase_egp13_damian,validation,6111,2,3,2,389
clase_egp13_damian,train,8303,11,11,16,6143
clase_egp13_damian,train,1204,2,6,5,1130
clase_egp13_damian,train,1251,2,1,30,8675
clase_egp13_damian,train,8131,5,5,1,167
clase_egp13_damian,train,8131,4,4,5,860
clase_egp13_damian,train,5161,7,7,12,1837
clase_egp13_damian,train,8126,11,7,1,314
clase_egp13_damian,train,1204,2,11,4,1991
clase_egp13_damian,train,5260,9,11,42,14648
clase_egp13_damian,train,8200,4,4,33,8303
clase_egp13_damian,train,6221,4,7,4,771
clase_egp13_damian,train,5245,9,2,3,610
clase_egp13_damian,train,5242,6,6,19,5962
clase_egp13_damian,train,5522,11,11,1,267
clase_egp13_damian,train,6221,4,2,12,2078
clase_egp13_damian,train,5171,2,8,3,643
clase_egp13_damian,train,1250,3,1,22,6744
clase_egp13_damian,train,6102,1,7,12,1813
clase_egp13_damian,validation,5400,10,13,2,318
clase_egp13_damian,validation,5500,8,8,2,2347
clase_egp13_damian,validation,5208,4,10,13,2313
clase_egp13_damian,validation,5245,8,3,1,163
clase_egp13_damian,validation,4109,13,10,7,2295
clase_egp13_damian,validation,5302,8,10,4,926
clase_egp13_damian,validation,5204,6,6,29,6671
clase_egp13_damian,validation,4109,13,9,1,171
clase_egp13_damian,validation,5344,8,4,2,575
clase_egp13_damian,train,4150,12,12,55,16647
clase_egp13_damian,train,5202,9,9,54,13899
clase_egp13_damian,train,6110,1,2,15,4921
clase_egp13_damian,train,4101,13,13,4,1298
clase_egp13_damian,train,4102,13,9,1,127
clase_egp13_damian,train,4100,13,13,56,23486
clase_egp13_damian,validation,1260,3,2,5,886
clase_egp13_damian,validation,7111,5,5,11,3064
clase_egp13_damian,validation,4112,13,13,28,5060
clase_egp13_damian,validation,4112,12,12,3,390
clase_egp13_damian,validation,5500,9,11,5,1827
clase_egp13_damian,validation,4106,13,10,5,2184
clase_egp13_damian,validation,5303,8,8,2,434
clase_egp13_damian,train,6210,3,4,31,6484
clase_egp13_damian,train,1150,1,1,13,2543
clase_egp13_damian,train,4110,12,12,57,16929
clase_egp13_damian,train,5245,8,8,21,5633
clase_egp13_damian,train,6200,3,1,15,3193
clase_egp13_damian,train,8126,11,11,24,6712
clase_egp13_damian,train,6260,3,1,4,1123
clase_egp13_damian,train,7111,4,2,31,8091
clase_egp13_damian,train,5230,5,5,5,771
clase_egp13_damian,validation,8200,4,13,5,1605
clase_egp13_damian,validation,1423,7,7,20,7926
clase_egp13_damian,validation,6140,3,7,10,2889
clase_egp13_damian,train,8311,2,10,8,1362
clase_egp13_damian,train,8101,11,4,14,3284
clase_egp13_damian,train,6121,1,1,12,1702
clase_egp13_damian,train,6102,1,2,2,110
clase_egp13_damian,validation,5267,8,2,3,261
clase_egp13_damian,validation,8190,7,10,3,230
clase_egp13_damian,validation,6210,3,2,12,2346
clase_egp13_damian,validation,4113,13,11,4,701
clase_egp13_damian,validation,5202,9,9,45,11697
clase_egp13_damian,train,1401,2,7,2,435
clase_egp13_damian,train,1401,2,2,11,4345
clase_egp13_damian,train,8303,10,7,25,5290
clase_egp13_damian,validation,1451,7,7,1,43
clase_egp13_damian,validation,8124,10,7,11,1802
clase_egp13_damian,validation,5161,7,3,2,124
clase_egp13_damian,train,1364,2,2,14,3521
clase_egp13_damian,train,6190,1,8,2,106
clase_egp13_damian,train,1310,2,1,10,1052
clase_egp13_damian,train,8124,10,13,6,617
clase_egp13_damian,train,5549,8,2,1,48
clase_egp13_damian,validation,5200,9,4,2,488
clase_egp13_damian,validation,6230,3,4,8,2314
clase_egp13_damian,train,6180,1,1,8,3608
clase_egp13_damian,train,5310,8,8,9,1457
clase_egp13_damian,train,6221,4,11,1,44
clase_egp13_damian,validation,8303,10,1,7,1119
clase_egp13_damian,train,6110,1,1,26,4109
clase_egp13_damian,train,8111,11,11,11,4789
clase_egp13_damian,train,6150,1,7,2,199
clase_egp13_damian,train,5210,8,8,6,1238
clase_egp13_damian,train,6150,1,1,11,1426
clase_egp13_damian,train,8111,11,7,1,67
clase_egp13_damian,train,2126,1,3,2,1081
clase_egp13_damian,validation,5111,7,7,7,673
clase_egp13_damian,validation,5400,11,11,71,19664
clase_egp13_damian,validation,5549,8,10,1,48
clase_egp13_damian,validation,6110,1,1,23,9675
clase_egp13_damian,train,6210,3,8,3,642
clase_egp13_damian,train,5208,4,3,1,43
clase_egp13_damian,validation,8151,4,10,4,1017
clase_egp13_damian,validation,5521,9,11,4,320
clase_egp13_damian,train,6270,3,10,37,6464
clase_egp13_damian,validation,8200,4,9,1,43
clase_egp13_damian,validation,5521,8,10,22,3938
clase_egp13_damian,train,5208,4,10,9,1165
clase_egp13_damian,train,6270,1,1,1,56
clase_egp13_damian,train,1104,1,2,7,2446
clase_egp13_damian,validation,1300,1,2,15,6267
clase_egp13_damian,validation,6170,1,1,9,843
clase_egp13_damian,validation,6190,1,1,7,1275
clase_egp13_damian,validation,5206,6,6,3,468
clase_egp13_damian,validation,5161,6,6,1,38
clase_egp13_damian,validation,5202,6,6,133,46379
clase_egp13_damian,validation,5140,2,2,2,159
clase_egp13_damian,train,6251,10,3,9,712
clase_egp13_damian,train,6170,1,2,6,694
clase_egp13_damian,train,8140,3,3,16,1753
clase_egp13_damian,train,5230,9,11,6,1503
clase_egp13_damian,validation,5501,8,8,28,7625
clase_egp13_damian,validation,2100,1,1,4,984
clase_egp13_damian,validation,1140,1,1,8,1532
clase_egp13_damian,validation,5100,2,5,4,2001
clase_egp13_damian,train,5245,8,10,1,52
clase_egp13_damian,train,6160,1,8,7,1401
clase_egp13_damian,validation,5261,8,8,7,1342
clase_egp13_damian,validation,8204,7,7,5,1508
clase_egp13_damian,validation,5261,9,11,3,513
clase_egp13_damian,train,5491,10,10,2,273
clase_egp13_damian,validation,8100,5,2,6,661
clase_egp13_damian,train,8122,10,10,32,7662
clase_egp13_damian,train,6230,3,10,6,809
clase_egp13_damian,train,6270,3,11,3,1534
clase_egp13_damian,validation,5100,2,7,2,134
clase_egp13_damian,validation,1390,2,1,5,295
clase_egp13_damian,validation,1172,1,2,14,4269
clase_egp13_damian,train,2128,2,2,2,248
clase_egp13_damian,train,5280,6,6,12,3487
clase_egp13_damian,train,6200,3,2,14,5400
clase_egp13_damian,train,5111,7,7,3,370
clase_egp13_damian,train,1230,2,2,23,5689
clase_egp13_damian,validation,5241,8,8,29,6706
clase_egp13_damian,validation,5280,9,11,5,2049
clase_egp13_damian,train,2126,1,1,3,213
clase_egp13_damian,train,5160,1,1,10,1813
clase_egp13_damian,train,6240,3,7,2,212
clase_egp13_damian,train,6111,1,3,56,17032
clase_egp13_damian,train,8132,6,6,4,452
clase_egp13_damian,validation,6200,3,4,7,1111
clase_egp13_damian,validation,8312,1,10,40,7490
clase_egp13_damian,train,8110,11,11,28,3887
clase_egp13_damian,train,8126,10,10,21,4489
clase_egp13_damian,train,8110,10,10,16,3145
clase_egp13_damian,train,8301,1,1,16,3646
clase_egp13_damian,train,6170,1,1,14,1575
clase_egp13_damian,validation,5233,9,2,1,44
clase_egp13_damian,train,1223,2,2,5,440
clase_egp13_damian,train,5270,8,8,36,8522
clase_egp13_damian,train,7212,11,11,11,3409
clase_egp13_damian,validation,2121,2,1,5,889
clase_egp13_damian,validation,5522,10,10,2,139
clase_egp13_damian,train,8150,4,10,2,1502
clase_egp13_damian,train,6220,3,13,1,38
clase_egp13_damian,train,8301,1,10,20,6804
clase_egp13_damian,validation,5222,8,10,1,58
clase_egp13_damian,validation,8311,2,10,10,1917
clase_egp13_damian,validation,5248,8,8,2,485
clase_egp13_damian,validation,5341,8,8,3,694
clase_egp13_damian,validation,6202,3,1,8,1301
clase_egp13_damian,train,6221,4,3,16,4611
clase_egp13_damian,validation,6190,1,2,3,644
clase_egp13_damian,validation,8122,10,10,35,9041
clase_egp13_damian,validation,5171,2,2,2,197
clase_egp13_damian,validation,6232,3,1,2,163
clase_egp13_damian,train,6200,3,4,4,844
clase_egp13_damian,validation,5245,8,8,29,6980
clase_egp13_damian,validation,5267,9,9,9,2012
clase_egp13_damian,validation,1101,1,2,2,100
clase_egp13_damian,validation,6150,1,7,1,39
clase_egp13_damian,validation,6270,3,7,18,2935
clase_egp13_damian,train,7100,6,3,17,3614
clase_egp13_damian,train,5420,11,9,4,1463
clase_egp13_damian,train,8122,10,4,1,45
clase_egp13_damian,train,5249,6,6,1,40
clase_egp13_damian,train,5261,9,9,12,2780
clase_egp13_damian,train,6111,2,3,4,713
clase_egp13_damian,train,5270,5,5,6,835
clase_egp13_damian,train,5200,8,8,24,10268
clase_egp13_damian,validation,1411,2,2,3,299
clase_egp13_damian,validation,1206,7,7,9,2169
clase_egp13_damian,train,8100,5,2,6,1034
clase_egp13_damian,train,6190,1,3,4,209
clase_egp13_damian,train,5100,2,4,4,326
clase_egp13_damian,train,8303,10,8,4,2495
clase_egp13_damian,validation,1451,5,2,1,54
clase_egp13_damian,validation,5202,8,8,16,2362
clase_egp13_damian,train,6230,3,4,8,985
clase_egp13_damian,train,5170,1,1,3,381
clase_egp13_damian,validation,6210,3,9,2,274
clase_egp13_damian,validation,6210,3,4,26,6897
clase_egp13_damian,validation,5244,6,6,6,1686
clase_egp13_damian,validation,7100,6,3,12,1481
clase_egp13_damian,validation,6170,1,2,8,690
clase_egp13_damian,validation,1200,2,2,13,3637
clase_egp13_damian,validation,4150,13,13,17,4540
clase_egp13_damian,validation,5470,10,10,10,4088
clase_egp13_damian,validation,2127,2,2,19,3269
clase_egp13_damian,validation,8124,10,4,7,828
clase_egp13_damian,validation,7210,5,5,17,4815
clase_egp13_damian,validation,7130,3,4,28,5997
clase_egp13_damian,validation,6110,2,2,3,540
clase_egp13_damian,train,2122,9,9,6,1680
clase_egp13_damian,train,5200,9,9,18,6308
clase_egp13_damian,train,2125,1,2,12,6350
clase_egp13_damian,train,7131,3,9,3,1737
