classification,split,cmo,old_value,new_value,n,population
isco88_damian,validation,6111,1232,1237,1,355
isco88_damian,validation,5501,8332,7111,1,279
isco88_damian,train,4103,6111,6130,2,317
isco88_damian,train,4100,6111,8331,3,1442
isco88_damian,train,6270,4190,7212,1,304
isco88_damian,train,1150,2213,1319,1,234
isco88_damian,train,4112,6122,9211,3,1922
isco88_damian,train,5111,7111,4121,1,368
isco88_damian,validation,5323,8263,7436,6,835
isco88_damian,train,5227,7442,8263,14,1751
isco88_damian,validation,2121,1232,2411,1,148
isco88_damian,validation,1164,2445,3413,1,133
isco88_damian,validation,2124,1239,1312,5,2705
isco88_damian,train,1420,2444,2444,8,745
isco88_damian,train,5120,1312,8111,1,150
isco88_damian,train,5101,7416,8279,1,110
isco88_damian,train,5121,8111,8263,1,110
isco88_damian,train,5420,9322,7436,1,148
isco88_damian,train,1190,3232,2142,1,163
isco88_damian,train,5420,9322,8263,11,1454
isco88_damian,train,8203,6113,9131,4,1134
isco88_damian,train,5266,7134,9322,1,129
isco88_damian,train,6221,4131,8232,4,2208
isco88_damian,train,5323,8263,9322,12,1610
isco88_damian,train,8122,9151,4115,1,121
isco88_damian,train,5323,8263,4131,2,286
isco88_damian,train,6260,4133,3122,1,112
isco88_damian,train,5323,8263,8264,1,112
isco88_damian,validation,2127,1225,4190,1,108
isco88_damian,validation,6110,1319,5220,1,140
isco88_damian,validation,5333,8252,7345,4,882
isco88_damian,train,2124,1239,5220,1,156
isco88_damian,train,5270,7137,3114,13,2373
isco88_damian,train,1423,3471,4131,1,121
isco88_damian,validation,5290,7332,7313,3,556
isco88_damian,validation,5232,7331,7345,1,118
isco88_damian,validation,1414,2454,2454,2,281
isco88_damian,validation,5267,7136,8111,1,118
isco88_damian,validation,5334,8253,8142,2,329
isco88_damian,train,5481,9322,4131,1,137
isco88_damian,train,8123,9131,9151,2,199
isco88_damian,validation,5245,7231,1312,1,159
isco88_damian,validation,5481,9322,8324,1,120
isco88_damian,validation,5460,9313,7141,5,1098
isco88_damian,validation,5227,7442,8111,1,118
isco88_damian,train,8124,9162,9120,2,195
isco88_damian,train,2121,1232,1236,2,200
isco88_damian,train,6251,9151,7137,1,123
isco88_damian,train,6251,9151,3114,1,123
isco88_damian,train,5383,8232,7343,1,123
isco88_damian,train,5223,7332,8269,1,130
isco88_damian,train,5160,1313,2142,2,408
isco88_damian,train,8124,9162,4133,1,112
isco88_damian,train,8151,5133,3228,11,1898
isco88_damian,validation,1130,2221,3241,2,182
isco88_damian,validation,2122,8290,2411,1,108
isco88_damian,validation,1172,2411,3415,1,108
isco88_damian,validation,2121,1232,1236,2,1192
isco88_damian,validation,6270,4190,7137,3,391
isco88_damian,validation,5323,8263,8111,1,153
isco88_damian,train,5120,1312,7436,1,120
isco88_damian,train,8303,5169,2331,1,119
isco88_damian,validation,5331,8142,8252,2,979
isco88_damian,validation,6270,4190,9313,1,145
isco88_damian,validation,1100,2141,1319,1,145
isco88_damian,validation,2121,1232,4115,4,368
isco88_damian,train,5502,8333,8269,1,146
isco88_damian,validation,6202,4113,7442,1,127
isco88_damian,validation,5323,8263,7442,2,276
isco88_damian,validation,8202,8322,5169,1,138
isco88_damian,validation,7130,3415,8263,1,131
isco88_damian,validation,8125,6113,4190,1,137
isco88_damian,validation,5240,7313,3117,1,135
isco88_damian,train,6140,3444,2146,1,138
isco88_damian,train,6140,3444,1313,2,197
isco88_damian,validation,5270,7137,9151,1,122
isco88_damian,validation,1204,3116,7231,5,3397
isco88_damian,validation,8110,9133,1318,3,792
isco88_damian,train,2124,1239,8263,1,135
isco88_damian,validation,8124,9162,3228,2,625
isco88_damian,validation,6221,4131,7111,1,120
isco88_damian,train,1251,4121,4131,2,153
isco88_damian,train,1423,3471,4190,3,582
isco88_damian,validation,5383,8232,4131,2,527
isco88_damian,validation,6221,4131,3228,2,1318
isco88_damian,validation,1204,3116,3116,2,583
isco88_damian,validation,5180,1312,8232,2,499
isco88_damian,validation,5323,8263,8232,1,115
isco88_damian,train,5323,8263,7313,1,122
isco88_damian,train,5421,9322,7436,1,122
isco88_damian,train,6270,4190,9113,1,122
isco88_damian,train,1105,2143,1232,1,120
isco88_damian,train,5120,1312,8263,1,119
isco88_damian,validation,5323,8263,7313,1,156
isco88_damian,validation,5272,3114,8111,1,156
isco88_damian,validation,1131,3231,1319,3,346
isco88_damian,validation,5223,7332,9322,3,1079
isco88_damian,train,7210,9111,9113,2,801
isco88_damian,train,5208,5122,5220,2,338
isco88_damian,validation,6101,1319,3111,1,121
isco88_damian,validation,8123,9131,9151,2,231
isco88_damian,validation,6140,3444,2142,2,505
isco88_damian,validation,5227,7442,8263,3,649
isco88_damian,train,5383,8232,7331,1,150
isco88_damian,train,5267,7136,9313,3,1388
isco88_damian,train,5226,7436,7436,1,115
isco88_damian,validation,2111,1110,1231,2,454
isco88_damian,validation,2125,1229,1231,1,256
isco88_damian,train,5421,9322,8263,1,117
isco88_damian,train,5120,1312,7442,1,143
isco88_damian,validation,8150,5113,9113,1,117
isco88_damian,train,6231,4221,4221,3,288
isco88_damian,train,6270,4190,1316,3,423
isco88_damian,train,2122,8290,4212,1,102
isco88_damian,train,7111,5220,4215,2,295
isco88_damian,validation,5343,8211,8263,1,111
isco88_damian,train,5323,8263,7442,1,108
isco88_damian,validation,1250,4190,2421,2,1480
isco88_damian,train,5223,7332,7442,1,115
isco88_damian,train,5430,9322,7345,3,382
isco88_damian,train,5121,8111,7436,1,115
isco88_damian,train,1160,2421,2422,3,625
isco88_damian,validation,5480,9322,8111,1,119
isco88_damian,validation,5460,9313,7134,2,475
isco88_damian,validation,5460,9313,7133,1,153
isco88_damian,validation,5240,7313,8211,3,413
isco88_damian,train,5208,5122,3413,1,117
isco88_damian,train,5324,8264,7436,1,158
isco88_damian,validation,5204,7412,9322,1,133
isco88_damian,validation,5240,7313,7212,1,137
isco88_damian,validation,5270,7137,3114,11,1990
isco88_damian,train,4114,6123,6123,3,1917
isco88_damian,train,5420,9322,8232,1,130
isco88_damian,train,7111,5220,4115,2,173
isco88_damian,train,6230,4222,9131,1,145
isco88_damian,train,6200,4115,9162,2,766
isco88_damian,validation,5322,8269,8263,1,131
isco88_damian,validation,6132,1319,1317,1,141
isco88_damian,validation,6180,1319,1223,1,141
isco88_damian,train,1230,3211,4190,1,115
isco88_damian,train,6270,4190,3432,6,1600
isco88_damian,validation,1205,3114,3412,1,272
isco88_damian,validation,5301,8273,8273,4,1829
isco88_damian,validation,7111,5220,9211,2,1459
isco88_damian,validation,5502,8333,9322,2,1175
isco88_damian,validation,5502,8333,8111,1,839
isco88_damian,validation,1205,3114,2310,1,425
isco88_damian,train,5130,1312,4121,1,223
isco88_damian,train,4103,6111,8273,2,530
isco88_damian,train,5343,8211,8161,1,265
isco88_damian,train,5303,8273,8273,2,413
isco88_damian,train,6111,1232,5162,1,245
isco88_damian,train,5204,7412,9322,2,1142
isco88_damian,train,6260,4133,7141,1,175
isco88_damian,validation,5267,7136,9322,2,1224
isco88_damian,validation,5481,9322,7233,1,727
isco88_damian,validation,8126,9333,5220,3,1201
isco88_damian,validation,5140,1312,3122,1,908
isco88_damian,validation,5400,9322,7411,5,1956
isco88_damian,validation,5400,9322,5220,11,3421
isco88_damian,validation,5521,8324,6111,1,695
isco88_damian,train,8303,5169,7137,1,420
isco88_damian,train,8303,5169,7111,1,420
isco88_damian,train,2121,1232,3114,1,237
isco88_damian,train,8209,9131,9131,2,662
isco88_damian,train,4100,6111,6113,1,289
isco88_damian,train,6210,4212,4222,1,498
isco88_damian,train,6231,4221,4222,1,498
isco88_damian,train,8124,9162,9333,2,1016
isco88_damian,train,5246,7233,3114,4,3272
isco88_damian,train,5300,8273,7411,4,2499
isco88_damian,validation,5323,8263,8262,1,488
isco88_damian,validation,7111,5220,4222,1,868
isco88_damian,validation,7111,5220,3114,2,1488
isco88_damian,train,5246,7233,7122,1,555
isco88_damian,train,7130,3415,9152,2,1743
isco88_damian,train,5170,1311,4113,1,1467
isco88_damian,train,6221,4131,1232,1,1223
isco88_damian,validation,8150,5113,9152,5,2021
isco88_damian,validation,6232,4190,4121,2,1418
isco88_damian,validation,6160,1314,7416,1,1057
isco88_damian,validation,7132,3422,3412,3,1438
isco88_damian,train,1102,2147,2147,2,1560
isco88_damian,validation,5480,9322,3114,1,737
isco88_damian,validation,4170,6111,9211,1,954
isco88_damian,validation,4101,6111,9211,10,4360
isco88_damian,train,5521,8324,9161,2,824
isco88_damian,train,5101,7416,4131,2,1291
isco88_damian,train,5303,8273,9322,1,836
isco88_damian,train,4113,6121,9211,8,2209
isco88_damian,validation,5421,9322,7345,1,528
isco88_damian,validation,5421,9322,7433,1,769
isco88_damian,validation,5208,5122,9112,1,769
isco88_damian,validation,5306,8279,8333,2,953
isco88_damian,train,6102,1319,1110,1,67
isco88_damian,train,1130,2221,2445,2,459
isco88_damian,train,2125,1229,1232,1,67
isco88_damian,train,2121,1232,3413,1,139
isco88_damian,train,5203,7414,8273,3,2658
isco88_damian,train,5203,7414,9322,1,886
isco88_damian,validation,5264,7132,7132,2,497
isco88_damian,train,5206,7414,5122,3,323
isco88_damian,validation,8200,5122,9162,1,188
isco88_damian,validation,5224,7436,7331,1,72
isco88_damian,validation,1461,3474,3474,1,120
isco88_damian,validation,8101,5123,4215,1,83
isco88_damian,validation,8310,5169,5169,1,83
isco88_damian,validation,1230,3211,3221,1,102
isco88_damian,validation,8209,9131,7233,1,110
isco88_damian,train,1300,2310,2421,1,167
isco88_damian,validation,8126,9333,9113,4,857
isco88_damian,validation,7130,3415,4215,1,127
isco88_damian,train,6270,4190,3211,2,109
isco88_damian,train,1205,3114,7241,1,80
isco88_damian,train,6110,1319,5220,2,229
isco88_damian,train,5400,9322,8279,1,77
isco88_damian,train,5245,7231,7331,1,109
isco88_damian,train,8130,5141,5169,2,197
isco88_damian,train,8150,5113,5113,3,795
isco88_damian,train,5267,7136,7132,1,100
isco88_damian,validation,7121,8321,9333,1,101
isco88_damian,validation,6111,1232,1225,1,139
isco88_damian,train,5222,7433,1312,1,97
isco88_damian,train,5400,9322,5169,1,87
isco88_damian,validation,1251,4121,9151,2,609
isco88_damian,validation,2124,1239,3114,1,87
isco88_damian,validation,8124,9162,1313,2,123
isco88_damian,train,1350,2340,2340,1,92
isco88_damian,validation,8126,9333,4131,1,88
isco88_damian,validation,6251,9151,9153,1,75
isco88_damian,validation,6270,4190,2352,3,217
isco88_damian,validation,8124,9162,3111,1,75
isco88_damian,train,1205,3114,7136,1,115
isco88_damian,train,7210,9111,9322,2,314
isco88_damian,validation,6102,1319,3432,1,88
isco88_damian,validation,6270,4190,2213,2,463
isco88_damian,validation,1164,2445,2446,1,101
isco88_damian,train,5267,7136,7137,9,1405
isco88_damian,train,8122,9151,9132,1,88
isco88_damian,train,7111,5220,3131,1,150
isco88_damian,train,6270,4190,5133,1,150
isco88_damian,train,6160,1314,9133,1,84
isco88_damian,validation,8122,9151,8321,1,87
isco88_damian,train,5253,7331,7331,1,89
isco88_damian,validation,6232,4190,9151,1,84
isco88_damian,validation,7111,5220,5122,1,84
isco88_damian,train,1363,2359,2351,3,333
isco88_damian,train,7131,3413,3415,1,78
isco88_damian,validation,8101,5123,5122,13,2350
isco88_damian,validation,6160,1314,5122,2,379
isco88_damian,validation,8312,110,1100,1,108
isco88_damian,train,5270,7137,7241,1,97
isco88_damian,validation,8204,5162,9131,1,74
isco88_damian,validation,5290,7332,7331,1,100
isco88_damian,validation,8200,5122,9132,1,111
isco88_damian,validation,5520,8322,9331,3,911
isco88_damian,validation,5209,7332,5122,1,116
isco88_damian,validation,8126,9333,9332,8,3009
isco88_damian,validation,5360,8333,2359,1,301
isco88_damian,validation,6230,4222,9151,1,288
isco88_damian,validation,7130,3415,5113,2,576
isco88_damian,validation,6190,2139,4190,2,887
isco88_damian,validation,1320,2320,1229,8,1691
isco88_damian,train,6240,4223,4121,1,448
isco88_damian,train,6221,4131,5123,3,423
isco88_damian,train,7121,8321,9333,2,499
isco88_damian,train,8126,9333,7137,1,387
isco88_damian,train,5243,7313,7313,8,1895
isco88_damian,train,5310,8333,7111,1,471
isco88_damian,train,5400,9322,9151,1,575
isco88_damian,validation,1172,2411,4222,1,165
isco88_damian,validation,5203,7414,7414,1,229
isco88_damian,validation,1251,4121,3413,1,301
isco88_damian,validation,5208,5122,9111,6,1833
isco88_damian,validation,5243,7313,7313,4,1257
isco88_damian,train,6203,4141,4212,1,228
isco88_damian,train,5242,7213,9322,7,1270
isco88_damian,train,1109,3232,7313,1,263
isco88_damian,train,4111,6121,5220,1,263
isco88_damian,train,7110,3413,7412,2,293
isco88_damian,train,2125,1229,1319,1,576
isco88_damian,train,5170,1311,3115,2,731
isco88_damian,validation,4100,6111,5220,1,586
isco88_damian,validation,5543,8311,8311,1,787
isco88_damian,train,5221,7423,7331,1,506
isco88_damian,train,5221,7423,7433,3,1469
isco88_damian,train,4107,6112,9211,5,2432
isco88_damian,train,5101,7416,7414,1,576
isco88_damian,train,5280,7331,7231,2,945
isco88_damian,train,5460,9313,9322,3,855
isco88_damian,validation,6110,1319,1319,7,649
isco88_damian,validation,5440,9322,7221,9,832
isco88_damian,validation,1202,3117,3117,2,170
isco88_damian,validation,6270,4190,2446,1,78
isco88_damian,train,6190,2139,1317,1,59
isco88_damian,train,6221,4131,8123,1,59
isco88_damian,train,1205,3114,2143,1,42
isco88_damian,validation,5208,5122,1319,1,50
isco88_damian,validation,1423,3471,8284,1,50
isco88_damian,validation,1105,2143,4190,3,1225
isco88_damian,train,6110,1319,2310,1,85
isco88_damian,validation,1320,2320,1319,1,46
isco88_damian,train,5270,7137,3211,1,42
isco88_damian,train,8124,9162,7141,1,77
isco88_damian,validation,8126,9333,1232,1,51
isco88_damian,validation,6270,4190,7141,1,53
isco88_damian,validation,6202,4113,1232,1,53
isco88_damian,train,5101,7416,2121,1,67
isco88_damian,train,8124,9162,1318,1,67
isco88_damian,train,6160,1314,1239,1,41
isco88_damian,train,5230,7124,3211,1,38
isco88_damian,train,5421,9322,7313,1,173
isco88_damian,validation,7130,3415,8290,2,142
isco88_damian,validation,1251,4121,7111,1,25
isco88_damian,validation,6121,1316,3143,4,270
isco88_damian,train,5341,8123,9322,1,34
isco88_damian,train,6221,4131,3228,1,47
isco88_damian,train,5502,8333,8279,1,50
isco88_damian,train,2125,1229,2352,1,145
isco88_damian,train,2121,1232,2422,2,202
isco88_damian,validation,1300,2310,1319,4,432
isco88_damian,train,6150,1319,3413,1,47
isco88_damian,train,6270,4190,1110,1,47
isco88_damian,validation,1250,4190,2320,1,58
isco88_damian,validation,6102,1319,2443,1,86
isco88_damian,validation,2110,1110,1210,3,190
isco88_damian,validation,6270,4190,3131,1,55
isco88_damian,train,1160,2421,9999,1,49
isco88_damian,train,8111,9133,1318,1,49
isco88_damian,train,2110,1110,2421,1,44
isco88_damian,train,6132,1319,1319,2,301
isco88_damian,train,6270,4190,3472,1,42
isco88_damian,train,5280,7331,9322,7,2918
isco88_damian,train,5270,7137,4190,2,156
isco88_damian,validation,5270,7137,7141,3,623
isco88_damian,validation,2111,1110,1232,2,252
isco88_damian,validation,6111,1232,1210,1,129
isco88_damian,validation,6132,1319,1313,1,129
isco88_damian,train,2100,1110,4190,1,58
isco88_damian,train,6101,1319,2421,1,146
isco88_damian,train,2120,1229,2221,1,43
isco88_damian,train,2110,1110,1226,2,134
isco88_damian,validation,5272,3114,9322,1,42
isco88_damian,validation,8124,9162,7124,1,45
isco88_damian,validation,1164,2445,5162,1,138
isco88_damian,train,2111,1110,1311,1,49
isco88_damian,train,1163,2442,2452,1,49
isco88_damian,validation,5246,7233,8163,1,45
isco88_damian,validation,6270,4190,5162,1,50
isco88_damian,train,7110,3413,5123,1,43
isco88_damian,train,6270,4190,5220,3,533
isco88_damian,validation,2124,1239,1232,4,404
isco88_damian,validation,6270,4190,2111,1,125
isco88_damian,validation,1364,2320,1229,1,125
isco88_damian,train,1400,2451,4190,1,41
isco88_damian,validation,1363,2359,1319,4,1337
isco88_damian,train,8125,6113,8324,1,42
isco88_damian,train,1229,3439,1311,1,37
isco88_damian,validation,5203,7414,9322,2,398
isco88_damian,train,2123,1226,1226,1,57
isco88_damian,validation,7111,5220,3221,2,95
isco88_damian,train,5271,3114,3115,1,44
isco88_damian,train,1230,3211,2146,1,42
isco88_damian,train,5204,7412,5220,1,42
isco88_damian,validation,6110,1319,4215,2,472
isco88_damian,validation,1251,4121,3432,1,48
isco88_damian,train,2124,1239,7111,2,196
isco88_damian,train,1205,3114,4190,3,279
isco88_damian,train,2124,1239,7412,3,1277
isco88_damian,validation,6101,1319,4190,10,2419
isco88_damian,validation,1205,3114,1313,1,44
isco88_damian,validation,1104,2146,4190,2,1184
isco88_damian,validation,6160,1314,9152,2,661
isco88_damian,validation,1252,4121,4212,1,47
isco88_damian,validation,1105,2143,1319,1,33
isco88_damian,train,6102,1319,1317,1,45
isco88_damian,validation,2120,1229,1232,1,68
isco88_damian,validation,1100,2141,4190,2,444
isco88_damian,train,8122,9151,9151,7,1224
isco88_damian,train,5171,3114,2143,1,57
isco88_damian,train,7134,3417,2445,1,36
isco88_damian,validation,6231,4221,3232,1,42
isco88_damian,train,6102,1319,3441,1,51
isco88_damian,train,1220,3231,3223,1,49
isco88_damian,validation,6101,1319,2310,3,1612
isco88_damian,validation,5270,7137,4222,1,248
isco88_damian,validation,5270,7137,8163,1,431
isco88_damian,validation,5251,7321,8212,1,431
isco88_damian,validation,6160,1314,1110,1,431
isco88_damian,validation,8124,9162,8324,6,2785
isco88_damian,validation,5381,8155,8153,3,923
isco88_damian,validation,5241,7212,7313,1,401
isco88_damian,validation,7211,9120,7442,1,401
isco88_damian,validation,4110,6121,6130,2,265
isco88_damian,train,5150,1312,1312,1,470
isco88_damian,train,5151,7321,8278,1,470
isco88_damian,train,4136,6141,6141,4,1159
isco88_damian,train,5320,8269,8269,9,1964
isco88_damian,train,5321,8262,7233,1,436
isco88_damian,train,5271,3114,7233,1,436
isco88_damian,train,5321,8262,8262,5,5239
isco88_damian,validation,5400,9322,5123,3,1538
isco88_damian,validation,5440,9322,7331,1,372
isco88_damian,validation,5290,7332,7322,1,372
isco88_damian,validation,1104,2146,1232,1,422
isco88_damian,validation,5480,9322,7331,2,1630
isco88_damian,validation,5270,7137,8154,1,516
isco88_damian,train,5267,7136,3114,1,407
isco88_damian,train,5222,7433,4215,1,407
isco88_damian,train,1172,2411,2422,1,725
isco88_damian,train,5244,7222,8232,1,725
isco88_damian,train,7111,5220,8321,1,72
isco88_damian,train,8140,3413,9152,1,468
isco88_damian,validation,5320,8269,3115,1,612
isco88_damian,validation,2121,1232,4222,2,319
isco88_damian,validation,5200,7411,9111,1,428
isco88_damian,train,5320,8269,7233,1,664
isco88_damian,train,5502,8333,9322,3,1622
isco88_damian,train,5400,9322,8273,1,664
isco88_damian,validation,6210,4212,4141,1,325
isco88_damian,train,1105,2143,2441,1,326
isco88_damian,train,2122,8290,1232,3,577
isco88_damian,validation,1401,2451,2444,1,432
isco88_damian,validation,6121,1316,2411,1,815
isco88_damian,validation,5521,8324,NA,1,815
isco88_damian,train,5171,3114,1316,2,1641
isco88_damian,train,2121,1232,1225,1,650
isco88_damian,train,1171,2412,1221,1,650
isco88_damian,validation,8124,9162,7143,6,919
isco88_damian,validation,5380,8154,8221,2,409
isco88_damian,validation,5343,8211,7233,3,672
isco88_damian,validation,5161,7111,7141,1,326
isco88_damian,validation,6202,4113,9322,2,507
isco88_damian,train,5101,7416,8111,5,1612
isco88_damian,train,8130,5141,6129,1,337
isco88_damian,train,5181,7343,9322,1,328
isco88_damian,train,6130,1313,3122,2,373
isco88_damian,train,5382,8221,9322,3,1679
isco88_damian,train,1320,2320,9162,1,405
isco88_damian,train,7219,9332,9333,1,460
isco88_damian,train,5208,5122,9162,1,438
isco88_damian,train,1205,3114,2149,1,78
isco88_damian,validation,1200,3112,1313,1,353
isco88_damian,validation,1172,2411,1225,1,284
isco88_damian,validation,1164,2445,4121,1,334
isco88_damian,train,5141,3115,9322,3,575
isco88_damian,train,6110,1319,3413,1,340
isco88_damian,train,5521,8324,7241,1,394
isco88_damian,train,5230,7124,9162,1,394
isco88_damian,train,1250,4190,3232,2,409
isco88_damian,train,1205,3114,8281,1,314
isco88_damian,validation,6200,4115,NA,3,700
isco88_damian,validation,5332,8240,8269,2,1712
isco88_damian,train,5510,8311,8322,1,319
isco88_damian,train,5200,7411,7414,1,432
isco88_damian,train,6200,4115,3122,2,498
isco88_damian,train,7111,5220,8154,1,317
isco88_damian,train,7130,3415,4190,2,972
isco88_damian,validation,5140,1312,1313,5,700
isco88_damian,validation,5140,1312,2144,1,311
isco88_damian,train,5206,7414,5220,1,363
isco88_damian,train,1201,3112,2142,1,374
isco88_damian,train,5306,8279,8111,2,436
isco88_damian,train,5205,7412,7412,1,351
isco88_damian,train,1171,2412,2419,1,409
isco88_damian,train,7111,5220,5169,2,387
isco88_damian,validation,6111,1232,8111,4,1232
isco88_damian,validation,6101,1319,3472,1,464
isco88_damian,validation,1200,3112,5141,2,636
isco88_damian,validation,7130,3415,4121,3,615
isco88_damian,train,5161,7111,4115,1,355
isco88_damian,train,6251,9151,1316,1,355
isco88_damian,validation,6210,4212,9111,1,297
isco88_damian,validation,1363,2359,1316,1,513
isco88_damian,train,6232,4190,NA,2,437
isco88_damian,train,1171,2412,2412,4,2689
isco88_damian,validation,6250,4142,8321,3,1691
isco88_damian,validation,5401,9322,8324,1,388
isco88_damian,validation,6200,4115,4131,1,311
isco88_damian,train,7100,5220,7134,1,542
isco88_damian,train,1354,2340,2445,1,125
isco88_damian,validation,6100,1319,4222,1,359
isco88_damian,validation,5300,8273,7411,4,1083
isco88_damian,validation,6270,4190,6113,1,726
isco88_damian,train,1171,2412,4115,2,777
isco88_damian,validation,1220,3231,3241,3,569
isco88_damian,train,6270,4190,8111,3,2268
isco88_damian,train,5521,8324,3415,2,468
isco88_damian,train,1104,2146,1312,2,614
isco88_damian,train,6120,1316,3114,1,315
isco88_damian,train,8101,5123,5169,1,405
isco88_damian,train,5380,8154,8154,6,1289
isco88_damian,train,5261,7141,9313,2,633
isco88_damian,train,6180,1319,8324,1,445
isco88_damian,validation,5246,7233,1313,1,508
isco88_damian,validation,6240,4223,4222,2,458
isco88_damian,train,5300,8273,8273,2,655
isco88_damian,train,5270,7137,3115,1,448
isco88_damian,train,8123,9131,9142,1,355
isco88_damian,train,5120,1312,3122,1,355
isco88_damian,train,8304,3441,1232,1,339
isco88_damian,validation,6270,4190,9322,3,440
isco88_damian,validation,1151,2223,1110,1,333
isco88_damian,validation,1167,2419,4121,1,333
isco88_damian,validation,2125,1229,2359,1,333
isco88_damian,validation,1167,2419,2419,3,470
isco88_damian,validation,8124,9162,7141,2,446
isco88_damian,validation,5460,9313,8333,1,362
isco88_damian,validation,6110,1319,4212,5,1885
isco88_damian,train,5441,9322,8211,4,3607
isco88_damian,train,6101,1319,4141,1,337
isco88_damian,train,6111,1232,9322,1,381
isco88_damian,train,5481,9322,8221,2,574
isco88_damian,train,6251,9151,2421,1,387
isco88_damian,validation,6121,1316,3115,1,851
isco88_damian,train,6211,4212,5220,1,421
isco88_damian,train,8124,9162,7313,1,335
isco88_damian,validation,1363,2359,3116,1,308
isco88_damian,validation,6251,9151,8321,2,824
isco88_damian,train,1359,2340,1319,1,464
isco88_damian,train,1100,2141,2320,1,274
isco88_damian,validation,5230,7124,8111,1,351
isco88_damian,train,8123,9131,9132,5,717
isco88_damian,train,5334,8253,8111,1,337
isco88_damian,train,6121,1316,1311,1,337
isco88_damian,validation,6221,4131,8279,2,1601
isco88_damian,validation,6250,4142,5220,1,427
isco88_damian,train,1363,2359,4115,1,371
isco88_damian,train,1104,2146,4131,1,371
isco88_damian,train,8124,9162,4222,3,565
isco88_damian,train,8132,5169,9162,1,421
isco88_damian,validation,5141,3115,3114,3,828
isco88_damian,validation,5281,7346,5220,2,688
isco88_damian,validation,5261,7141,7111,1,351
isco88_damian,validation,5310,8333,8311,1,337
isco88_damian,train,2111,1110,2223,1,402
isco88_damian,train,6240,4223,9113,2,805
isco88_damian,train,5246,7233,8282,1,306
isco88_damian,validation,5250,7321,9322,1,433
isco88_damian,validation,2122,8290,3415,1,382
isco88_damian,train,5101,7416,3413,3,739
isco88_damian,train,5250,7321,9322,1,523
isco88_damian,train,1390,2340,2446,1,342
isco88_damian,train,5120,1312,7433,1,342
isco88_damian,train,1160,2421,2419,1,426
isco88_damian,train,5521,8324,7231,1,870
isco88_damian,validation,6230,4222,3412,1,385
isco88_damian,train,1423,3471,3415,1,346
isco88_damian,train,1423,3471,4115,1,346
isco88_damian,train,5441,9322,3114,2,1303
isco88_damian,validation,6140,3444,3114,1,392
isco88_damian,validation,2122,8290,4223,1,374
isco88_damian,train,5151,7321,9162,1,337
isco88_damian,train,5180,1312,7233,1,337
isco88_damian,train,7121,8321,8324,4,713
isco88_damian,validation,1151,2223,6121,1,342
isco88_damian,validation,6100,1319,2419,1,316
isco88_damian,validation,8124,9162,7137,3,865
isco88_damian,validation,5233,7345,3471,2,413
isco88_damian,validation,5241,7212,7221,2,476
isco88_damian,validation,5247,3115,3115,1,435
isco88_damian,validation,2111,1110,1110,4,848
isco88_damian,validation,5521,8324,4115,1,423
isco88_damian,train,5421,9322,8324,1,333
isco88_damian,train,5180,1312,3413,1,362
isco88_damian,train,2121,1232,4190,5,722
isco88_damian,train,2111,1110,3413,1,335
isco88_damian,train,6111,1232,8281,1,316
isco88_damian,train,5353,8131,9152,1,316
isco88_damian,train,5382,8221,8154,2,424
isco88_damian,train,5101,7416,7416,2,423
isco88_damian,validation,2110,1110,2421,1,350
isco88_damian,validation,5272,3114,5220,2,567
isco88_damian,validation,1251,4121,8111,2,354
isco88_damian,validation,5301,8273,4131,1,469
isco88_damian,train,5521,8324,4131,1,359
isco88_damian,train,5383,8232,8333,2,769
isco88_damian,train,5382,8221,8282,1,347
isco88_damian,train,8124,9162,7213,3,2256
isco88_damian,train,8124,9162,1319,3,550
isco88_damian,validation,1172,2411,1110,3,505
isco88_damian,train,6110,1319,3412,5,818
isco88_damian,validation,5240,7313,7221,1,370
isco88_damian,validation,5400,9322,8321,1,997
isco88_damian,train,6100,1319,2359,1,438
isco88_damian,validation,5241,7212,7231,2,2271
isco88_damian,validation,5202,7412,7411,3,2691
isco88_damian,validation,1206,3131,4223,1,1292
isco88_damian,train,1130,2221,1229,2,1394
isco88_damian,train,5400,9322,4131,2,1555
isco88_damian,train,1240,3211,8324,1,1421
isco88_damian,train,5280,7331,8232,3,3419
isco88_damian,train,4114,6123,9211,2,3244
isco88_damian,train,5401,9322,8273,6,4648
isco88_damian,train,5322,8269,7435,1,1622
isco88_damian,train,6190,2139,1210,1,860
isco88_damian,validation,4106,6112,6113,1,1108
isco88_damian,validation,5306,8279,4190,1,1273
isco88_damian,validation,5460,9313,9322,6,2221
isco88_damian,validation,8124,9162,9152,2,3478
isco88_damian,train,7121,8321,5220,8,2852
isco88_damian,train,5248,7221,9322,3,1958
isco88_damian,train,5202,7412,1312,1,1734
isco88_damian,train,4111,6121,6111,1,1027
isco88_damian,validation,8124,9162,8273,1,497
isco88_damian,validation,5202,7412,9132,1,497
isco88_damian,validation,5224,7436,9322,1,620
isco88_damian,validation,1205,3114,2331,1,620
isco88_damian,train,8126,9333,9322,2,1528
isco88_damian,validation,8124,9162,3432,1,466
isco88_damian,validation,6101,1319,1232,6,1137
isco88_damian,validation,1133,3224,3224,1,142
isco88_damian,validation,5500,8331,6130,1,431
isco88_damian,validation,5353,8131,9322,3,891
isco88_damian,validation,5222,7433,9322,1,431
isco88_damian,train,4132,6113,6130,1,343
isco88_damian,train,5266,7134,7134,5,2780
