ocupados,candidatos,con_conflicto_agrupaciones,recuperables_sin_sobrescribir,clasificados_antes,clasificados_simulacion,cobertura_antes,cobertura_simulacion
170325,571,0,571,163645,164216,0.9607808601203581,0.9641332746220461
