source_catalog,source_code,source_label,target_catalog,target_code,target_label,evidence_level
CMO,5271,"Instaladores y reparadores de aparatos electrónicos, electrodomésticos y equipos de telecomunicaciones",SINCO 2011,2644,"Trabajadores en instalación y reparación de equipos electrónicos, telecomunicaciones y electrodoméstico (excepto equipos informáticos)",tabla_comparativa_oficial_inegi
CMO,5272,Reparadores de equipos electromecánicos,SINCO 2011,2646,Trabajadores en reparación de equipos electromecánicos,tabla_comparativa_oficial_inegi
CMO,5279,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,SINCO 2011,2649,"Otros técnicos eléctricos, en electrónica y de equipos en telecomunicaciones y electromecánicos, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,5280,"Trabajadores en la elaboración y reparación de productos de hule, caucho, plástico y vulcanización de neumáticos",SINCO 2011,7411,"Trabajadores en la elaboración y reparación de productos de hule, caucho, plásticos y vulcanización de neumáticos",tabla_comparativa_oficial_inegi
CMO,5281,Trabajadores en la elaboración de sustancias y compuestos químicos,SINCO 2011,7412,Trabajadores en la elaboración de sustancias y compuestos químicos,tabla_comparativa_oficial_inegi
CMO,5290,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,SINCO 2011,7999,"Otros trabajadores artesanales, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,5300,"Operadores de máquinas en la preparación de la carne, pescado y sus derivados",SINCO 2011,8161,"Operadores de máquinas en la elaboración de alimentos, aceites, grasas, sal y especias",tabla_comparativa_oficial_inegi
CMO,5301,Operadores de máquinas en la fabricación de leche y lácteos,SINCO 2011,8161,"Operadores de máquinas en la elaboración de alimentos, aceites, grasas, sal y especias",tabla_comparativa_oficial_inegi
CMO,5302,"Operadores de máquinas en la fabricación de pan, tortilla, repostería y otros productos de cereales y harinas",SINCO 2011,8161,"Operadores de máquinas en la elaboración de alimentos, aceites, grasas, sal y especias",tabla_comparativa_oficial_inegi
CMO,5303,Operadores de máquinas en la preparación de frutas y legumbres,SINCO 2011,8161,"Operadores de máquinas en la elaboración de alimentos, aceites, grasas, sal y especias",tabla_comparativa_oficial_inegi
CMO,5304,"Operadores de máquinas en la fabricación de azúcar, café, chocolate, té y confitería",SINCO 2011,8161,"Operadores de máquinas en la elaboración de alimentos, aceites, grasas, sal y especias",tabla_comparativa_oficial_inegi
CMO,5305,Operadores de máquinas en la fabricación de productos de tabaco,SINCO 2011,8162,Operadores de máquinas en la elaboración de tabaco,tabla_comparativa_oficial_inegi
CMO,5306,Operadores de máquinas en la fabricación de bebidas alcohólicas y no alcohólicas,SINCO 2011,8163,Operadores de máquinas en la elaboración de bebidas alcohólicas y no alcohólicas,tabla_comparativa_oficial_inegi
CMO,5307,"Operadores de máquinas en la fabricación de aceite, grasas, sal y especias",SINCO 2011,8161,"Operadores de máquinas en la elaboración de alimentos, aceites, grasas, sal y especias",tabla_comparativa_oficial_inegi
CMO,5309,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,SINCO 2011,8199,"Otros operadores de instalaciones y maquinaria fija industrial, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,5310,Operadores de máquinas y equipos para la extracción en minas y canteras,SINCO 2011,8111,Operadores de máquinas y equipos para la extracción y beneficio en minas y canteras,tabla_comparativa_oficial_inegi
CMO,5311,Operadores de máquinas y equipos para la extracción de pozos petroleros,SINCO 2011,8112,Operadores de máquinas y equipos para la extracción en pozos petroleros,tabla_comparativa_oficial_inegi
CMO,5312,Operadores de máquinas y equipos para la obtención de agua,SINCO 2011,8113,"Operadores de máquinas y equipos para la captación, bombeo y distribución de agua",tabla_comparativa_oficial_inegi
CMO,5319,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,SINCO 2011,8199,"Otros operadores de instalaciones y maquinaria fija industrial, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,5320,Operadores de máquinas de hilar y rebobinar,SINCO 2011,8151,Operadores de máquinas y equipos de hilar y bobinar fibras textiles naturales y sintéticas,tabla_comparativa_oficial_inegi
CMO,5321,"Operadores de telares y máquinas para fabricar tejidos de punto, telas y alfombras",SINCO 2011,8152,"Operadores de máquinas para fabricar tejidos de punto, telas y alfombras",tabla_comparativa_oficial_inegi
CMO,5322,"Operadores de máquinas de coser, bordar y cortar para la fabricación de productos textiles y prendas de vestir",SINCO 2011,8153,"Operadores de máquinas de costura, bordado y de corte para la confección de productos textiles y prendas de vestir",tabla_comparativa_oficial_inegi
CMO,5323,"Operadores de máquinas en la fabricación de calzado y productos de cuero, piel y similares (excepto prendas de vestir)",SINCO 2011,8154,"Operadores de máquinas en el tratamiento del cuero, piel y la elaboración de calzado",tabla_comparativa_oficial_inegi
CMO,5324,"Operadores de máquinas para blanquear, teñir, limpiar y planchar productos textiles, de cuero, piel y similares",SINCO 2011,8155,"Operadores de máquinas de lavado, blanqueo, teñido, estampado, afelpado, planchado y acabado de productos textiles, cuero, piel y similares",tabla_comparativa_oficial_inegi
CMO,5329,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,SINCO 2011,8199,"Otros operadores de instalaciones y maquinaria fija industrial, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,5330,Operadores de máquinas para el tratamiento de la madera y fabricación de triplay y aglomerados,SINCO 2011,8141,Operadores de máquinas para el tratamiento de la madera y elaboración de aglomerados y triplay,tabla_comparativa_oficial_inegi
CMO,5331,Operadores de máquinas en la elaboración de celulosa y fabricación de papel y similares,SINCO 2011,8143,"Operadores de máquinas en la elaboración de celulosa, papel y similares",tabla_comparativa_oficial_inegi
CMO,5332,"Operadores de máquinas para la fabricación de productos de madera y similares (bejuco, vara, carrizo, mimbre, etcétera)",SINCO 2011,8142,"Operadores de máquinas para la elaboración de productos de madera, bejuco, mimbre y similares",tabla_comparativa_oficial_inegi
CMO,5333,Operadores de máquinas para la impresión y encuadernación,SINCO 2011,8144,Operadores de máquinas para la impresión y encuadernación,tabla_comparativa_oficial_inegi
CMO,5334,Operadores de máquinas para la fabricación de productos a base de papel y cartón,SINCO 2011,8145,Operadores de máquinas para la elaboración de productos a base de papel y cartón,tabla_comparativa_oficial_inegi
CMO,5339,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,SINCO 2011,8199,"Otros operadores de instalaciones y maquinaria fija industrial, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,5340,"Operadores de hornos metalúrgicos, coladores y laminadores",SINCO 2011,8121,"Operadores de hornos metalúrgicos, coladores y laminadores y operadores de máquinas trefiladoras y estiradoras de metales",tabla_comparativa_oficial_inegi
CMO,5341,Operadores de máquinas trefiladoras y estiradoras de metales,SINCO 2011,8122,"Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metal",tabla_comparativa_oficial_inegi
CMO,5342,"Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metal",SINCO 2011,8123,"Operadores de máquinas que cortan, perforan, doblan, troquelan, sueldan, etc., piezas y productos metálicos",tabla_comparativa_oficial_inegi
CMO,5343,"Operadores de máquinas que cortan, perforan, doblan, labran, etc., piezas y productos metálicos",SINCO 2011,8123,"Operadores de máquinas que cortan, perforan, doblan, troquelan, sueldan, etc., piezas y productos metálicos",tabla_comparativa_oficial_inegi
CMO,5344,"Ensambladores y montadores de herramientas, maquinaria, equipos y productos metálicos",SINCO 2011,8211,"Ensambladores y montadores de herramientas, maquinaria, equipos y productos metálicos",tabla_comparativa_oficial_inegi
CMO,5345,Ensambladores y montadores de partes eléctricas y electrónicas,SINCO 2011,8212,Ensambladores y montadores de partes eléctricas y electrónicas,tabla_comparativa_oficial_inegi
CMO,5349,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,SINCO 2011,8199,"Otros operadores de instalaciones y maquinaria fija industrial, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,5350,Operadores de máquinas en la fabricación de productos de cerámica,SINCO 2011,8172,"Operadores de máquinas en la elaboración de productos de cerámica, mosaico, azulejo y similares",tabla_comparativa_oficial_inegi
CMO,5351,"Operadores de máquinas en la fabricación de productos de mosaico, azulejo y similares",SINCO 2011,8172,"Operadores de máquinas en la elaboración de productos de cerámica, mosaico, azulejo y similares",tabla_comparativa_oficial_inegi
CMO,5352,"Operadores de máquinas en la fabricación de cemento, cal, yeso y productos de cemento",SINCO 2011,8171,"Operadores de máquinas en la elaboración de cemento, cal, yeso y productos de cemento",tabla_comparativa_oficial_inegi
CMO,5353,Operadores de máquinas en la fabricación de vidrio y productos de vidrio y similares,SINCO 2011,8173,Operadores de máquinas en la elaboración de vidrio y productos de vidrio y similares,tabla_comparativa_oficial_inegi
CMO,5359,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,SINCO 2011,8199,"Otros operadores de instalaciones y maquinaria fija industrial, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,5360,"Operadores de equipo portátil especializado para la construcción (perforadora, barrenadora, compresora, etcétera)",SINCO 2011,8114,Operadores de equipos portátiles especializados para la construcción,tabla_comparativa_oficial_inegi
CMO,5370,Operadores de instalaciones y plantas en la generación y distribución de energía,SINCO 2011,8181,Operadores de máquinas e instalaciones para la generación de energía,tabla_comparativa_oficial_inegi
CMO,5371,"Operadores de equipo de bombeo, ventilación y refrigeración",SINCO 2011,8134,Operadores de máquinas para el tratamiento de agua,tabla_comparativa_oficial_inegi
CMO,5379,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,SINCO 2011,8199,"Otros operadores de instalaciones y maquinaria fija industrial, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,5380,Operadores de máquinas para el tratamiento de sustancias químicas y agua,SINCO 2011,8131,Operadores de máquinas para la elaboración de productos químicos,tabla_comparativa_oficial_inegi
CMO,5380,Operadores de máquinas para el tratamiento de sustancias químicas y agua,SINCO 2011,8134,Operadores de máquinas para el tratamiento de agua,tabla_comparativa_oficial_inegi
CMO,5381,Operadores de máquinas y equipos para la refinación de petróleo y gas,SINCO 2011,8135,Operadores de máquinas y equipos para la refinación del petróleo y gas,tabla_comparativa_oficial_inegi
CMO,5382,Operadores de máquinas para la fabricación de productos farmacéuticos y cosméticos,SINCO 2011,8132,Operadores de máquinas para la elaboración de productos farmacéuticos y cosméticos,tabla_comparativa_oficial_inegi
CMO,5383,Operadores de máquinas para la fabricación y ensamble de productos de plástico y hule,SINCO 2011,8133,Operadores de máquinas para la elaboración y ensamble de productos de plástico y hule,tabla_comparativa_oficial_inegi
CMO,5389,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,SINCO 2011,8199,"Otros operadores de instalaciones y maquinaria fija industrial, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,5390,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,SINCO 2011,8199,"Otros operadores de instalaciones y maquinaria fija industrial, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,5400,"Ayudantes, peones y similares en la fabricación de alimentos, bebidas y productos de tabaco",SINCO 2011,9236,"Trabajadores de apoyo en la industria de alimentos, bebidas y productos de tabaco",tabla_comparativa_oficial_inegi
CMO,5400,"Ayudantes, peones y similares en la fabricación de alimentos, bebidas y productos de tabaco",SINCO 2011,9411,Ayudantes en la preparación de alimentos,tabla_comparativa_oficial_inegi
CMO,5401,"Cargadores, abastecedores, empacadores manuales y similares en la fabricación de alimentos, bebidas y productos de tabaco",SINCO 2011,9236,"Trabajadores de apoyo en la industria de alimentos, bebidas y productos de tabaco",tabla_comparativa_oficial_inegi
CMO,5410,"Ayudantes, peones y similares en la extracción en minas, canteras y pozos",SINCO 2011,9211,Trabajadores de apoyo en la minería,tabla_comparativa_oficial_inegi
CMO,5410,"Ayudantes, peones y similares en la extracción en minas, canteras y pozos",SINCO 2011,9212,Trabajadores de apoyo en la extracción,tabla_comparativa_oficial_inegi
CMO,5411,"Cargadores y similares en la extracción en minas, canteras y pozos",SINCO 2011,9212,Trabajadores de apoyo en la extracción,tabla_comparativa_oficial_inegi
CMO,5420,"Ayudantes, peones y similares en la fabricación de textiles y productos de cuero, piel y similares",SINCO 2011,9235,Trabajadores de apoyo en la industria textil y del zapato,tabla_comparativa_oficial_inegi
CMO,5421,"Cargadores, abastecedores, empacadores manuales y similares en la fabricación de textiles y productos de cuero, piel y similares.",SINCO 2011,9235,Trabajadores de apoyo en la industria textil y del zapato,tabla_comparativa_oficial_inegi
CMO,5430,"Ayudantes, peones y similares en la fabricación de productos de madera y papel y trabajos de impresión",SINCO 2011,9234,"Trabajadores de apoyo en la industria de la madera, papel y cartón",tabla_comparativa_oficial_inegi
CMO,5431,"Cargadores, abastecedores, empacadores manuales y similares en la fabricación de productos de madera y papel, y trabajos de impresión",SINCO 2011,9234,"Trabajadores de apoyo en la industria de la madera, papel y cartón",tabla_comparativa_oficial_inegi
CMO,5440,"Ayudantes, peones y similares en la fabricación metalúrgica y en la fabricación de maquinaria y productos metálicos, eléctricos y electrónicos",SINCO 2011,9231,"Trabajadores de apoyo en la elaboración, reparación y mantenimiento mecánico de equipos, maquinaria y productos de metal y de precisión",tabla_comparativa_oficial_inegi
CMO,5441,"Cargadores, abastecedores, empacadores manuales y similares en la fabricación metalúrgica y en la fabricación de maquinaria y productos metálicos, eléctricos y electrónicos",SINCO 2011,9231,"Trabajadores de apoyo en la elaboración, reparación y mantenimiento mecánico de equipos, maquinaria y productos de metal y de precisión",tabla_comparativa_oficial_inegi
CMO,5450,"Ayudantes, peones y similares en la fabricación de productos de cerámica, vidrio y otros minerales no metálicos",SINCO 2011,9237,"Trabajadores de apoyo en la industria de la cerámica, vidrio y similares",tabla_comparativa_oficial_inegi
CMO,5451,"Cargadores, abastecedores, empacadores manuales y similares en la fabricación de productos de cerámica, vidrio y otros minerales no metálicos",SINCO 2011,9237,"Trabajadores de apoyo en la industria de la cerámica, vidrio y similares",tabla_comparativa_oficial_inegi
CMO,5460,"Ayudantes, peones y similares en la construcción",SINCO 2011,9221,Trabajadores de apoyo en la construcción,tabla_comparativa_oficial_inegi
CMO,5461,Cargadores y similares en la construcción,SINCO 2011,9222,Trabajadores de apoyo en plomería e instalación de tuberías,tabla_comparativa_oficial_inegi
CMO,5470,"Ayudantes, peones y similares en la generación de energía, la electrónica y las telecomunicaciones",SINCO 2011,9232,"Trabajadores de apoyo en la industria eléctrica, electrónica y comunicaciones",tabla_comparativa_oficial_inegi
CMO,5480,"Ayudantes, peones y similares en la fabricación de químicos, petroquímica, hule, caucho y plástico",SINCO 2011,9233,"Trabajadores de apoyo en la industria química, petroquímica y plásticos",tabla_comparativa_oficial_inegi
CMO,5481,"Cargadores, abastecedores, empacadores manuales y similares en la fabricación de químicos, petroquímica, hule, caucho y plástico",SINCO 2011,9233,"Trabajadores de apoyo en la industria química, petroquímica y plásticos",tabla_comparativa_oficial_inegi
CMO,5490,"Otros ayudantes, peones y similares no clasificados anteriormente",SINCO 2011,9239,"Trabajadores de apoyo en la industria, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,5491,"Otros cargadores, abastecedores, empacadores manuales y similares no clasificados anteriormente",SINCO 2011,9239,"Trabajadores de apoyo en la industria, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,5500,Conductores de maquinaria móvil agrícola y forestal,SINCO 2011,6311,Operadores de maquinaria agropecuaria y forestal,tabla_comparativa_oficial_inegi
CMO,5501,Conductores de maquinaria móvil para la construcción,SINCO 2011,8351,Conductores de maquinaria móvil para la construcción y minería,tabla_comparativa_oficial_inegi
CMO,5502,"Conductores de maquinaria móvil para el movimiento de mercancías en fábricas, puertos, comercios, etcétera",SINCO 2011,8352,"Conductores de maquinaria móvil para el movimiento de mercancías en fábricas, puertos, comercios, etcétera",tabla_comparativa_oficial_inegi
CMO,5510,"Conductores de transporte en vías férreas (tren, metro y tren ligero)",SINCO 2011,8331,"Conductores de transporte en vías férreas (tren, metro y tren ligero)",tabla_comparativa_oficial_inegi
CMO,5511,Ayudantes de conductores de transporte en vías férreas,SINCO 2011,9312,Ayudantes de conductores de transporte en vías férreas,tabla_comparativa_oficial_inegi
CMO,5520,"Conductores de autobuses, camiones, camionetas y automóviles de pasajeros",SINCO 2011,8342,"Conductores de autobuses, camiones, camionetas, taxis y automóviles de pasajeros",tabla_comparativa_oficial_inegi
CMO,5521,"Conductores de camiones, camionetas y automóviles de carga",SINCO 2011,8341,"Conductores de camiones, camionetas y automóviles de carga",tabla_comparativa_oficial_inegi
CMO,5522,Ayudantes de conductor,SINCO 2011,9311,Ayudantes de conductores de transporte terrestre con motor,tabla_comparativa_oficial_inegi
CMO,5529,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,SINCO 2011,8349,"Otros conductores de transporte terrestre con motor, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,5530,Conductores de transporte aéreo,SINCO 2011,8311,Pilotos de aviación,tabla_comparativa_oficial_inegi
CMO,5540,Conductores de transporte marítimo,SINCO 2011,8321,Capitanes y conductores de transporte marítimo,tabla_comparativa_oficial_inegi
CMO,5541,Oficiales maquinistas de transporte marítimo,SINCO 2011,8323,Oficiales maquinistas de transporte marítimo,tabla_comparativa_oficial_inegi
CMO,5542,Oficiales de cubierta,SINCO 2011,8322,Oficiales y marineros de cubierta y prácticos,tabla_comparativa_oficial_inegi
CMO,5543,"Lancheros, boteros y barqueros",SINCO 2011,8324,"Conductores de pequeñas embarcaciones (lanchas, botes, trajineras, etcétera)",tabla_comparativa_oficial_inegi
CMO,5549,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,SINCO 2011,8999,"Otros operadores de maquinaria industrial, ensambladores y conductores de transporte, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,5550,Conductores de vehículos de transporte de tracción humana,SINCO 2011,9321,Conductores de vehículos de transporte en bicicleta,tabla_comparativa_oficial_inegi
CMO,5551,"Conductores de transporte de tracción animal (carretas, arrieros)",SINCO 2011,9322,"Conductores de transporte de tracción animal (carretas, arrieros, etcétera)",tabla_comparativa_oficial_inegi
CMO,5590,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,SINCO 2011,8999,"Otros operadores de maquinaria industrial, ensambladores y conductores de transporte, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,6100,"Jefes de departamento, coordinadores y supervisores en servicios de salud y asistencia social",SINCO 2011,1521,"Coordinadores y jefes de área en servicios de salud, protección civil y medio ambiente",tabla_comparativa_oficial_inegi
CMO,6100,"Jefes de departamento, coordinadores y supervisores en servicios de salud y asistencia social",SINCO 2011,2524,"Inspectores en seguridad social, de precios y otros inspectores públicos",tabla_comparativa_oficial_inegi
CMO,6101,"Jefes de departamento, coordinadores y supervisores en servicios de educación",SINCO 2011,1523,Coordinadores y jefes de área en centros de enseñanza y capacitación,tabla_comparativa_oficial_inegi
CMO,6101,"Jefes de departamento, coordinadores y supervisores en servicios de educación",SINCO 2011,2311,Supervisores e inspectores educativos,tabla_comparativa_oficial_inegi
CMO,6102,"Jefes de departamento, coordinadores y supervisores en administración de justicia y procesos electorales",SINCO 2011,1524,"Coordinadores y jefes de área en servicios legales, jueces calificadores y fiscales",tabla_comparativa_oficial_inegi
CMO,6110,"Jefes de departamento, coordinadores y supervisores en contabilidad y finanzas",SINCO 2011,1512,"Coordinadores y jefes de área en servicios contables, financieros, banca y seguros",tabla_comparativa_oficial_inegi
CMO,6110,"Jefes de departamento, coordinadores y supervisores en contabilidad y finanzas",SINCO 2011,3101,"Supervisores de secretarias, capturistas, cajeros y trabajadores de control de archivo y transporte",tabla_comparativa_oficial_inegi
CMO,6111,"Jefes de departamento, coordinadores y supervisores en administración, recursos humanos, materiales, archivo y similares",SINCO 2011,1511,"Coordinadores y jefes de área en administración, recursos humanos y mercadotecnia",tabla_comparativa_oficial_inegi
CMO,6120,"Jefes de departamento, coordinadores y supervisores en comunicaciones",SINCO 2011,1622,Coordinadores y jefes de área en comunicación y telecomunicaciones,tabla_comparativa_oficial_inegi
CMO,6121,"Jefes de departamento, coordinadores y supervisores en la coordinación del transporte",SINCO 2011,1623,Coordinadores y jefes de área en servicios de transporte,tabla_comparativa_oficial_inegi
CMO,6121,"Jefes de departamento, coordinadores y supervisores en la coordinación del transporte",SINCO 2011,2661,Controladores de tráfico aéreo,tabla_comparativa_oficial_inegi
CMO,6121,"Jefes de departamento, coordinadores y supervisores en la coordinación del transporte",SINCO 2011,2662,"Controladores de tráfico de otros transportes (terrestre, ferroviario y marítimo)",tabla_comparativa_oficial_inegi
CMO,6121,"Jefes de departamento, coordinadores y supervisores en la coordinación del transporte",SINCO 2011,8301,Supervisores de conductores de transporte y de maquinaria móvil,tabla_comparativa_oficial_inegi
CMO,6130,"Jefes de departamento, coordinadores y supervisores en servicios estadísticos e informáticos",SINCO 2011,1621,Coordinadores y jefes de área en informática,tabla_comparativa_oficial_inegi
CMO,6130,"Jefes de departamento, coordinadores y supervisores en servicios estadísticos e informáticos",SINCO 2011,3201,Supervisores de trabajadores que brindan y manejan información,tabla_comparativa_oficial_inegi
CMO,6132,"Jefes de departamento, coordinadores y supervisores en investigaciones sociales (historia, sociología, sicología, trabajo social, etcétera)",SINCO 2011,1522,Coordinadores y jefes de área en desarrollo social y económico,tabla_comparativa_oficial_inegi
CMO,6133,"Jefes de departamento, coordinadores y supervisores en otros servicios Especializados",SINCO 2011,1629,"Otros coordinadores y jefes de área en informática, telecomunicaciones, transporte y en investigación y desarrollo tecnológico, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,6140,"Jefes de departamento, coordinadores y supervisores en servicios de infraestructura (agua, luz, caminos, etcétera)",SINCO 2011,2523,Agentes de recaudación tributaria y de licencias,tabla_comparativa_oficial_inegi
CMO,6150,"Jefes de departamento, coordinadores y supervisores en servicios culturales y de esparcimiento",SINCO 2011,1721,"Coordinadores y jefes de área en actividades artísticas, de cine, teatro y afines",tabla_comparativa_oficial_inegi
CMO,6150,"Jefes de departamento, coordinadores y supervisores en servicios culturales y de esparcimiento",SINCO 2011,1722,"Coordinadores y jefes de área en museos, cines, deportivos y servicios culturales",tabla_comparativa_oficial_inegi
CMO,6160,"Jefes de departamento, coordinadores y supervisores en servicios de restaurante, hospedaje y comercio",SINCO 2011,1711,"Coordinadores y jefes de área de ventas, comercialización y alquiler",tabla_comparativa_oficial_inegi
CMO,6160,"Jefes de departamento, coordinadores y supervisores en servicios de restaurante, hospedaje y comercio",SINCO 2011,1712,Coordinadores y jefes de área de restaurantes y hoteles,tabla_comparativa_oficial_inegi
CMO,6170,"Jefes de departamento, coordinadores y supervisores en servicios agropecuarios, pesqueros y forestales",SINCO 2011,1611,"Coordinadores y jefes de área en producción agropecuaria, silvícola y pesquera",tabla_comparativa_oficial_inegi
CMO,6180,"Otros jefes de departamento, coordinadores y supervisores en actividades no clasificadas anteriormente",SINCO 2011,1723,Coordinadores y jefes de área en servicios funerarios y otros servicios,tabla_comparativa_oficial_inegi
CMO,6180,"Otros jefes de departamento, coordinadores y supervisores en actividades no clasificadas anteriormente",SINCO 2011,5201,Supervisores y encargados de trabajadores en cuidados personales y del hogar,tabla_comparativa_oficial_inegi
CMO,6180,"Otros jefes de departamento, coordinadores y supervisores en actividades no clasificadas anteriormente",SINCO 2011,9601,"Supervisores en limpieza, amas de llaves, mayordomos y en estacionamientos",tabla_comparativa_oficial_inegi
CMO,6190,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,SINCO 2011,1624,Coordinadores y jefes de área en centros de investigación y desarrollo tecnológico,tabla_comparativa_oficial_inegi
CMO,6200,Secretarias,SINCO 2011,3111,Secretarias,tabla_comparativa_oficial_inegi
CMO,6201,"Mecanógrafos, taquígrafos, estenógrafos y escribanos",SINCO 2011,3112,"Taquígrafos, mecanógrafos y similares",tabla_comparativa_oficial_inegi
CMO,6202,Capturistas de datos,SINCO 2011,3113,Capturistas de datos,tabla_comparativa_oficial_inegi
CMO,6203,"Operadores de máquinas de oficina (copiadora, mimeógrafo, telex, etcétera)",SINCO 2011,3114,"Operadores de máquinas de oficina (fotocopiadora, etcétera)",tabla_comparativa_oficial_inegi
CMO,6209,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,SINCO 2011,3999,"Otras secretarias, capturistas, cajeros y trabajadores que brindan información, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,6210,"Cajeros, pagadores y cobradores",SINCO 2011,3121,"Cajeros, taquilleros y receptores de apuestas",tabla_comparativa_oficial_inegi
CMO,6210,"Cajeros, pagadores y cobradores",SINCO 2011,3122,"Cobradores, pagadores y prestamistas",tabla_comparativa_oficial_inegi
CMO,6211,Taquilleros y empleados de ventanilla,SINCO 2011,3121,"Cajeros, taquilleros y receptores de apuestas",tabla_comparativa_oficial_inegi
CMO,6219,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,SINCO 2011,3999,"Otras secretarias, capturistas, cajeros y trabajadores que brindan información, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,6220,Trabajadores en archivo y correspondencia,SINCO 2011,3131,Trabajadores en archivo y correspondencia,tabla_comparativa_oficial_inegi
CMO,6221,Trabajadores en control de almacenes y bodegas,SINCO 2011,3132,Encargados y trabajadores en control de almacén y bodega,tabla_comparativa_oficial_inegi
CMO,6229,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,SINCO 2011,3999,"Otras secretarias, capturistas, cajeros y trabajadores que brindan información, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,6230,Recepcionistas y otros trabajadores que brindan información,SINCO 2011,3211,Recepcionistas y trabajadores que brindan información (de forma personal),tabla_comparativa_oficial_inegi
CMO,6230,Recepcionistas y otros trabajadores que brindan información,SINCO 2011,3212,Trabajadores que brindan información por teléfono (centro de llamadas) y anunciadores,tabla_comparativa_oficial_inegi
CMO,6230,Recepcionistas y otros trabajadores que brindan información,SINCO 2011,4232,Edecanes,tabla_comparativa_oficial_inegi
CMO,6231,Trabajadores en agencias de viajes,SINCO 2011,3221,Trabajadores en agencias de viajes,tabla_comparativa_oficial_inegi
CMO,6232,"Encuestadores, codificadores, verificadores y similares",SINCO 2011,3231,Encuestadores,tabla_comparativa_oficial_inegi
CMO,6232,"Encuestadores, codificadores, verificadores y similares",SINCO 2011,3232,Codificadores de información,tabla_comparativa_oficial_inegi
CMO,6239,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,SINCO 2011,3999,"Otras secretarias, capturistas, cajeros y trabajadores que brindan información, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,6240,Telefonistas,SINCO 2011,3213,Telefonistas y telegrafistas,tabla_comparativa_oficial_inegi
CMO,6241,Telegrafistas,SINCO 2011,3213,Telefonistas y telegrafistas,tabla_comparativa_oficial_inegi
CMO,6249,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,SINCO 2011,3999,"Otras secretarias, capturistas, cajeros y trabajadores que brindan información, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,6250,Carteros,SINCO 2011,9721,Carteros (a pie y en bicicleta),tabla_comparativa_oficial_inegi
CMO,6251,Trabajadores en servicios de mensajería en general,SINCO 2011,9722,Repartidores de mensajería (a pie y en bicicleta) y mandaderos,tabla_comparativa_oficial_inegi
CMO,6259,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,SINCO 2011,3999,"Otras secretarias, capturistas, cajeros y trabajadores que brindan información, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,6260,"Despachadores, checadores y similares en la operación del transporte",SINCO 2011,3141,Despachadores de transporte,tabla_comparativa_oficial_inegi
CMO,6260,"Despachadores, checadores y similares en la operación del transporte",SINCO 2011,3142,Checadores y revisores de transporte,tabla_comparativa_oficial_inegi
