source_catalog,source_code,source_label,target_catalog,target_code,target_label,evidence_level
CMO,2126,"Directores, gerentes y administradores de área o establecimientos en servicios asistenciales y de readaptación social",SINCO 2011,1225,Comandantes de las fuerzas armadas,tabla_comparativa_oficial_inegi
CMO,2126,"Directores, gerentes y administradores de área o establecimientos en servicios asistenciales y de readaptación social",SINCO 2011,1226,Directores en servicios de vigilancia y seguridad,tabla_comparativa_oficial_inegi
CMO,2127,"Directores, gerentes y administradores de área o establecimientos en servicios culturales, de esparcimiento, recreativos, restaurante, hospedaje y otros servicios personales",SINCO 2011,1412,Directores y gerentes de restaurantes y hoteles,tabla_comparativa_oficial_inegi
CMO,2127,"Directores, gerentes y administradores de área o establecimientos en servicios culturales, de esparcimiento, recreativos, restaurante, hospedaje y otros servicios personales",SINCO 2011,1423,Directores y gerentes en servicios funerarios y otros servicios,tabla_comparativa_oficial_inegi
CMO,2128,"Directores, gerentes y administradores de área o establecimientos en el sector agropecuario, silvícola y pesquero",SINCO 2011,1311,"Directores y gerentes en producción agropecuaria, silvícola y pesquera",tabla_comparativa_oficial_inegi
CMO,2129,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,SINCO 2011,1999,"Otros directores, funcionarios, gerentes, coordinadores y jefes de área, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,2130,Directivos de partidos políticos,SINCO 2011,1131,Directores de organizaciones políticas,tabla_comparativa_oficial_inegi
CMO,2131,Directivos de organizaciones empresariales,SINCO 2011,1133,Directores de organizaciones empresariales,tabla_comparativa_oficial_inegi
CMO,2132,Directivos de organizaciones sindicales,SINCO 2011,1132,Directores de organizaciones sindicales,tabla_comparativa_oficial_inegi
CMO,2133,"Directivos de organizaciones humanitarias, religiosas, asociaciones civiles y ejidales",SINCO 2011,1134,Directores de organizaciones agrarias,tabla_comparativa_oficial_inegi
CMO,2133,"Directivos de organizaciones humanitarias, religiosas, asociaciones civiles y ejidales",SINCO 2011,1135,Directores de organizaciones civiles y religiosas,tabla_comparativa_oficial_inegi
CMO,2139,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,SINCO 2011,1999,"Otros directores, funcionarios, gerentes, coordinadores y jefes de área, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,2190,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,SINCO 2011,1999,"Otros directores, funcionarios, gerentes, coordinadores y jefes de área, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,4100,Trabajadores en el cultivo de maíz y/o frijol,SINCO 2011,6111,Trabajadores en el cultivo de maíz y/o frijol,tabla_comparativa_oficial_inegi
CMO,4101,Trabajadores en el cultivo de cereales,SINCO 2011,6116,Trabajadores en otros cultivos agrícolas,tabla_comparativa_oficial_inegi
CMO,4102,Trabajadores en el cultivo de algodón y/o henequén,SINCO 2011,6116,Trabajadores en otros cultivos agrícolas,tabla_comparativa_oficial_inegi
CMO,4103,Trabajadores en el cultivo de hortalizas y verduras,SINCO 2011,6112,Trabajadores en el cultivo de hortalizas y verduras,tabla_comparativa_oficial_inegi
CMO,4104,Trabajadores en el cultivo de café y/o cacao,SINCO 2011,6113,"Trabajadores en el cultivo de café, cacao y tabaco",tabla_comparativa_oficial_inegi
CMO,4105,Trabajadores en el cultivo de tabaco,SINCO 2011,6113,"Trabajadores en el cultivo de café, cacao y tabaco",tabla_comparativa_oficial_inegi
CMO,4106,Trabajadores en el cultivo de frutales,SINCO 2011,6114,Trabajadores en el cultivo de frutales,tabla_comparativa_oficial_inegi
CMO,4107,Trabajadores en el cultivo de flores,SINCO 2011,6115,Trabajadores en el cultivo de flores,tabla_comparativa_oficial_inegi
CMO,4108,"Trabajadores en otros cultivos agrícolas no mencionados anteriormente (caña, nopal, cártamo, etcétera)",SINCO 2011,6116,Trabajadores en otros cultivos agrícolas,tabla_comparativa_oficial_inegi
CMO,4109,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,SINCO 2011,6119,"Otros trabajadores en actividades agrícolas, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,4109,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,SINCO 2011,9111,Trabajadores de apoyo en actividades agrícolas,tabla_comparativa_oficial_inegi
CMO,4110,Trabajadores en la cría de ganado bovino,SINCO 2011,6121,Trabajadores en la cría de ganado bovino,tabla_comparativa_oficial_inegi
CMO,4111,Trabajadores en la cría de porcinos,SINCO 2011,6122,Trabajadores en la cría de porcinos,tabla_comparativa_oficial_inegi
CMO,4112,Trabajadores en la cría avícola,SINCO 2011,6123,Trabajadores en la cría avícola,tabla_comparativa_oficial_inegi
CMO,4113,Trabajadores en la cría de caprinos y ovinos,SINCO 2011,6124,Trabajadores en la cría de caprinos y ovinos,tabla_comparativa_oficial_inegi
CMO,4114,Trabajadores en la apicultura,SINCO 2011,6126,Trabajadores en la apicultura,tabla_comparativa_oficial_inegi
CMO,4115,"Trabajadores en la cría de equinos (caballos, burros y mulas)",SINCO 2011,6125,Trabajadores en la cría de equinos,tabla_comparativa_oficial_inegi
CMO,4116,"Trabajadores en la cría de animales para ornato, espectáculos y laboratorio",SINCO 2011,6127,Trabajadores en la cría y cuidado de otro tipo de animales,tabla_comparativa_oficial_inegi
CMO,4119,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,SINCO 2011,6129,"Otros trabajadores en actividades ganaderas y en la cría de animales, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,4119,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,SINCO 2011,9112,Trabajadores de apoyo en actividades ganaderas,tabla_comparativa_oficial_inegi
CMO,4120,Trabajadores que combinan actividades agrícolas con ganaderas,SINCO 2011,6131,Trabajadores que combinan actividades agrícolas con ganaderas,tabla_comparativa_oficial_inegi
CMO,4120,Trabajadores que combinan actividades agrícolas con ganaderas,SINCO 2011,9113,Trabajadores de apoyo que realizan actividades agrícolas y ganaderas,tabla_comparativa_oficial_inegi
CMO,4130,"Taladores, trozadores, cortadores de árboles y similares",SINCO 2011,6221,"Taladores, trocadores, cortadores de árboles y similares",tabla_comparativa_oficial_inegi
CMO,4131,"Caucheros, chicleros, resineros y similares",SINCO 2011,6222,"Caucheros, chicleros, resineros y similares",tabla_comparativa_oficial_inegi
CMO,4132,Trabajadores en viveros,SINCO 2011,6223,Trabajadores en viveros e invernaderos,tabla_comparativa_oficial_inegi
CMO,4133,"Trabajadores en actividades de plantación, reforestación y conservación de bosques",SINCO 2011,6224,"Trabajadores en actividades de plantación, reforestación y conservación de bosques",tabla_comparativa_oficial_inegi
CMO,4134,Cortadores y recolectores de leña,SINCO 2011,6225,Cortadores de leña,tabla_comparativa_oficial_inegi
CMO,4134,Cortadores y recolectores de leña,SINCO 2011,9124,Recolectores de leña y acarreadores de agua,tabla_comparativa_oficial_inegi
CMO,4135,Productores de carbón vegetal,SINCO 2011,6227,Productores de carbón vegetal,tabla_comparativa_oficial_inegi
CMO,4136,"Trabajadores en la recolección de plantas, hierbas y raíces no cultivadas",SINCO 2011,6226,"Trabajadores en actividades de recolección de plantas, hierbas y raíces no cultivadas",tabla_comparativa_oficial_inegi
CMO,4139,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,SINCO 2011,6999,"Otros trabajadores en actividades agrícolas, ganaderas, forestales, caza y pesca, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,4139,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,SINCO 2011,9121,Trabajadores de apoyo en actividades silvícolas y forestales,tabla_comparativa_oficial_inegi
CMO,4140,"Trabajadores en actividades de caza, trampería y similares",SINCO 2011,6231,"Trabajadores en actividades de caza, trampería y similares",tabla_comparativa_oficial_inegi
CMO,4140,"Trabajadores en actividades de caza, trampería y similares",SINCO 2011,9123,Trabajadores de apoyo en actividades de caza y captura,tabla_comparativa_oficial_inegi
CMO,4150,Pescadores,SINCO 2011,6211,Trabajadores en actividades pesqueras,tabla_comparativa_oficial_inegi
CMO,4150,Pescadores,SINCO 2011,9122,Trabajadores de apoyo en actividades de acuicultura y pesca,tabla_comparativa_oficial_inegi
CMO,4151,Trabajadores en actividades de acuacultura,SINCO 2011,6212,Trabajadores en actividades de acuacultura,tabla_comparativa_oficial_inegi
CMO,4151,Trabajadores en actividades de acuacultura,SINCO 2011,9122,Trabajadores de apoyo en actividades de acuicultura y pesca,tabla_comparativa_oficial_inegi
CMO,4159,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,SINCO 2011,6999,"Otros trabajadores en actividades agrícolas, ganaderas, forestales, caza y pesca, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,4160,Trabajadores en actividades de beneficio de productos agropecuarios,SINCO 2011,6117,Trabajadores en actividades de beneficio de productos agrícolas,tabla_comparativa_oficial_inegi
CMO,4160,Trabajadores en actividades de beneficio de productos agropecuarios,SINCO 2011,6128,Trabajadores en actividades de beneficio de productos pecuarios,tabla_comparativa_oficial_inegi
CMO,4161,Trabajadores en actividades de beneficio de productos pesqueros,SINCO 2011,6213,Trabajadores en actividades de beneficio de productos pesqueros o acuícolas,tabla_comparativa_oficial_inegi
CMO,4169,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,SINCO 2011,6999,"Otros trabajadores en actividades agrícolas, ganaderas, forestales, caza y pesca, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,4170,"Capataces, caporales, mayorales y similares en actividades agropecuarias,silvícolas y pesqueras",SINCO 2011,6101,"Supervisores, encargados y capataces agropecuarios",tabla_comparativa_oficial_inegi
CMO,4170,"Capataces, caporales, mayorales y similares en actividades agropecuarias,silvícolas y pesqueras",SINCO 2011,6201,"Supervisores, encargados y capataces de trabajadores en actividades pesqueras, acuícolas, forestales, caza y similares",tabla_comparativa_oficial_inegi
CMO,4190,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,SINCO 2011,6999,"Otros trabajadores en actividades agrícolas, ganaderas, forestales, caza y pesca, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,5100,"Jefes, coordinadores y similares en la fabricación de alimentos, bebidas y productos de tabaco",SINCO 2011,1614,Coordinadores y jefes de área en producción manufacturera,tabla_comparativa_oficial_inegi
CMO,5100,"Jefes, coordinadores y similares en la fabricación de alimentos, bebidas y productos de tabaco",SINCO 2011,5101,"Supervisores en la preparación y servicio de alimentos y bebidas, así como en servicios de esparcimiento y de hotelería",tabla_comparativa_oficial_inegi
CMO,5101,"Supervisores, inspectores y similares en la fabricación de alimentos, bebidas y productos de tabaco",SINCO 2011,7501,"Supervisores de trabajadores en la elaboración y procesamiento de alimentos, bebidas y productos de tabaco",tabla_comparativa_oficial_inegi
CMO,5109,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,SINCO 2011,7501,"Supervisores de trabajadores en la elaboración y procesamiento de alimentos, bebidas y productos de tabaco",tabla_comparativa_oficial_inegi
CMO,5110,"Jefes, coordinadores y similares en la extracción en minas, canteras y pozos",SINCO 2011,1612,"Coordinadores y jefes de área en producción minera, petrolera y gas",tabla_comparativa_oficial_inegi
CMO,5111,"Supervisores, inspectores y similares en la extracción en minas, canteras y pozos",SINCO 2011,7101,"Supervisores de trabajadores en la extracción, albañiles y en acabados de la construcción",tabla_comparativa_oficial_inegi
CMO,5111,"Supervisores, inspectores y similares en la extracción en minas, canteras y pozos",SINCO 2011,8101,Supervisores de operadores de maquinaria industrial,tabla_comparativa_oficial_inegi
CMO,5119,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,SINCO 2011,8101,Supervisores de operadores de maquinaria industrial,tabla_comparativa_oficial_inegi
CMO,5120,"Jefes, coordinadores y similares en la fabricación de textiles y productos de cuero, piel y similares",SINCO 2011,1614,Coordinadores y jefes de área en producción manufacturera,tabla_comparativa_oficial_inegi
CMO,5121,"Supervisores, inspectores y similares en la fabricación de textiles y productos de cuero, piel y similares",SINCO 2011,8101,Supervisores de operadores de maquinaria industrial,tabla_comparativa_oficial_inegi
CMO,5129,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,SINCO 2011,7301,"Supervisores de artesanos y trabajadores en la elaboración de productos de madera, papel, textiles y de cuero y piel",tabla_comparativa_oficial_inegi
CMO,5130,"Jefes, coordinadores y similares en la fabricación de productos de madera y papel, y en trabajos de impresión",SINCO 2011,1614,Coordinadores y jefes de área en producción manufacturera,tabla_comparativa_oficial_inegi
CMO,5131,"Supervisores, inspectores y similares en la fabricación de productos de madera y papel, y en trabajos de impresión",SINCO 2011,8101,Supervisores de operadores de maquinaria industrial,tabla_comparativa_oficial_inegi
CMO,5139,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,SINCO 2011,7301,"Supervisores de artesanos y trabajadores en la elaboración de productos de madera, papel, textiles y de cuero y piel",tabla_comparativa_oficial_inegi
CMO,5140,"Jefes, coordinadores y similares en la fabricación metalúrgica y en la fabricación de productos eléctricos y electrónicos, la reparación y mantenimiento de maquinaria y productos metálicos y de precisión",SINCO 2011,1614,Coordinadores y jefes de área en producción manufacturera,tabla_comparativa_oficial_inegi
CMO,5141,"Supervisores, inspectores y similares en la fabricación metalúrgica y en la fabricación de productos eléctricos y electrónicos, la reparación y mantenimiento de maquinaria y productos metálicos y de precisión",SINCO 2011,2630,"Supervisores de mecánicos y técnicos en mantenimiento y reparación de equipos mecánicos, vehículos de motor, instrumentos industriales y equipo de refrigeración",tabla_comparativa_oficial_inegi
CMO,5141,"Supervisores, inspectores y similares en la fabricación metalúrgica y en la fabricación de productos eléctricos y electrónicos, la reparación y mantenimiento de maquinaria y productos metálicos y de precisión",SINCO 2011,7201,Supervisores de artesanos y trabajadores en el tratamiento y elaboración de productos de metal,tabla_comparativa_oficial_inegi
CMO,5141,"Supervisores, inspectores y similares en la fabricación metalúrgica y en la fabricación de productos eléctricos y electrónicos, la reparación y mantenimiento de maquinaria y productos metálicos y de precisión",SINCO 2011,8201,"Supervisores en procesos de ensamblado y montaje de maquinaria, herramientas y productos metálicos y electrónicos",tabla_comparativa_oficial_inegi
CMO,5149,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,SINCO 2011,2630,"Supervisores de mecánicos y técnicos en mantenimiento y reparación de equipos mecánicos, vehículos de motor, instrumentos industriales y equipo de refrigeración",tabla_comparativa_oficial_inegi
CMO,5150,"Jefes, coordinadores y similares en la fabricación de productos de cerámica, vidrio y otros minerales no metálicos",SINCO 2011,1614,Coordinadores y jefes de área en producción manufacturera,tabla_comparativa_oficial_inegi
CMO,5151,"Supervisores, inspectores y similares en la fabricación de productos de cerámica, vidrio y otros minerales no metálicos",SINCO 2011,7601,"Supervisores de artesanos y trabajadores en la elaboración de productos de cerámica, vidrio, azulejo y similares",tabla_comparativa_oficial_inegi
CMO,5159,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,SINCO 2011,7601,"Supervisores de artesanos y trabajadores en la elaboración de productos de cerámica, vidrio, azulejo y similares",tabla_comparativa_oficial_inegi
CMO,5160,"Jefes, coordinadores, contratistas y similares en la construcción, instalación, mantenimiento y acabados",SINCO 2011,1615,"Coordinadores y jefes de área en construcción, reparación y mantenimiento",tabla_comparativa_oficial_inegi
CMO,5161,"Supervisores, inspectores y similares en la construcción, instalación, mantenimiento y acabados",SINCO 2011,7101,"Supervisores de trabajadores en la extracción, albañiles y en acabados de la construcción",tabla_comparativa_oficial_inegi
CMO,5169,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,SINCO 2011,1615,"Coordinadores y jefes de área en construcción, reparación y mantenimiento",tabla_comparativa_oficial_inegi
CMO,5169,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,SINCO 2011,1619,"Otros coordinadores y jefes de área en producción agropecuaria, industrial, construcción y mantenimiento, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,5170,"Jefes, coordinadores y similares en la generación de energía, la instalación, reparación y mantenimiento de equipo eléctrico y de telecomunicaciones",SINCO 2011,1613,Coordinadores y jefes de área en generación y provisión de energía eléctrica y agua,tabla_comparativa_oficial_inegi
CMO,5170,"Jefes, coordinadores y similares en la generación de energía, la instalación, reparación y mantenimiento de equipo eléctrico y de telecomunicaciones",SINCO 2011,8101,Supervisores de operadores de maquinaria industrial,tabla_comparativa_oficial_inegi
CMO,5171,"Supervisores, inspectores y similares en la generación de energía, la instalación, reparación y mantenimiento de equipo eléctrico y de telecomunicaciones",SINCO 2011,2640,"Supervisores de técnicos eléctricos, en electrónica y de equipos en telecomunicaciones y electromecánicos",tabla_comparativa_oficial_inegi
CMO,5179,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,SINCO 2011,1613,Coordinadores y jefes de área en generación y provisión de energía eléctrica y agua,tabla_comparativa_oficial_inegi
CMO,5180,"Jefes, coordinadores y similares en la fabricación de químicos, petroquímica, hule, caucho y plástico",SINCO 2011,1614,Coordinadores y jefes de área en producción manufacturera,tabla_comparativa_oficial_inegi
CMO,5181,"Supervisores, inspectores y similares en la fabricación de químicos, petroquímica, hule, caucho y plástico",SINCO 2011,7401,"Supervisores de artesanos y trabajadores en la elaboración de productos de hule, caucho, plásticos y de sustancias químicas",tabla_comparativa_oficial_inegi
CMO,5189,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,SINCO 2011,1614,Coordinadores y jefes de área en producción manufacturera,tabla_comparativa_oficial_inegi
CMO,5200,"Trabajadores en la elaboración de productos de carne, pescado y derivados",SINCO 2011,7511,"Trabajadores en la elaboración de productos de carne, pescado y sus derivados",tabla_comparativa_oficial_inegi
CMO,5201,Trabajadores en la elaboración de productos lácteos,SINCO 2011,7512,Trabajadores en la elaboración de productos lácteos,tabla_comparativa_oficial_inegi
CMO,5202,"Trabajadores en la elaboración de pan, tortilla, repostería y otros productos de cereales y harinas",SINCO 2011,7513,"Trabajadores en la elaboración de pan, tortilla, repostería, y otros productos de cereales y harinas",tabla_comparativa_oficial_inegi
CMO,5203,Trabajadores en la elaboración de productos a base de frutas y verduras,SINCO 2011,7514,Trabajadores en la elaboración de productos a base de frutas y verduras,tabla_comparativa_oficial_inegi
CMO,5204,"Trabajadores en la elaboración de productos a base de azúcar, chocolate y confitería",SINCO 2011,7515,"Trabajadores en la elaboración de productos a base de azúcar, chocolate, confitería y tabaco",tabla_comparativa_oficial_inegi
CMO,5205,Trabajadores en la elaboración de productos de tabaco,SINCO 2011,7515,"Trabajadores en la elaboración de productos a base de azúcar, chocolate, confitería y tabaco",tabla_comparativa_oficial_inegi
CMO,5206,Trabajadores en la elaboración de bebidas alcohólicas y no alcohólicas,SINCO 2011,7517,Trabajadores en la elaboración de bebidas alcohólicas y no alcohólicas,tabla_comparativa_oficial_inegi
CMO,5207,"Trabajadores en la elaboración de aceites, grasas, sal y especias",SINCO 2011,7516,"Trabajadores en la elaboración de aceites, grasas, sal y especias",tabla_comparativa_oficial_inegi
CMO,5208,Trabajadores en la elaboración de comidas,SINCO 2011,5111,Cocineros,tabla_comparativa_oficial_inegi
CMO,5209,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,SINCO 2011,7999,"Otros trabajadores artesanales, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,5210,Mineros,SINCO 2011,7111,Mineros y trabajadores en la extracción en minas de minerales metálicos,tabla_comparativa_oficial_inegi
CMO,5211,"Trabajadores en la extracción de cantera, arcilla, arena, piedra y grava",SINCO 2011,7112,"Trabajadores en la extracción de cantera, arcilla, arena, piedra y grava",tabla_comparativa_oficial_inegi
CMO,5220,Preparadores de fibras e hilanderos,SINCO 2011,7331,Trabajadores en la preparación de fibras e hilados,tabla_comparativa_oficial_inegi
CMO,5221,Tejedores de fibras,SINCO 2011,7332,Tejedores de fibras,tabla_comparativa_oficial_inegi
CMO,5222,"Sastres, modistos y costureras que confeccionan o reparan prendas de vestir de tela, cuero, piel y similares",SINCO 2011,7341,"Sastres y modistos, costureras y confeccionadores de prendas de vestir",tabla_comparativa_oficial_inegi
CMO,5223,"Artesanos y confeccionadores de productos de tela, cuero, piel y similares (excepto prendas de vestir)",SINCO 2011,7342,Artesanos y confeccionadores de productos textiles,tabla_comparativa_oficial_inegi
CMO,5224,Bordadores y deshiladores,SINCO 2011,7343,Bordadores y deshiladores,tabla_comparativa_oficial_inegi
CMO,5225,Tapiceros,SINCO 2011,7351,Tapiceros,tabla_comparativa_oficial_inegi
CMO,5226,"Peleteros, cortadores, curtidores y pintores de cuero, piel y similares",SINCO 2011,7352,"Peleteros, cortadores, curtidores y teñidores de cuero, piel y similares",tabla_comparativa_oficial_inegi
CMO,5227,Zapateros y trabajadores similares,SINCO 2011,7353,Zapateros artesanales,tabla_comparativa_oficial_inegi
CMO,5228,"Patronistas de productos de tela, cuero, piel y similares",SINCO 2011,7344,Patronistas de productos textiles,tabla_comparativa_oficial_inegi
CMO,5229,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,SINCO 2011,7999,"Otros trabajadores artesanales, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,5230,"Carpinteros, ebanistas, barnizadores, cepilladores y similares, en la elaboración de productos de madera",SINCO 2011,7123,Carpinteros de obra negra,tabla_comparativa_oficial_inegi
CMO,5230,"Carpinteros, ebanistas, barnizadores, cepilladores y similares, en la elaboración de productos de madera",SINCO 2011,7311,"Carpinteros, ebanistas y cepilladores en la elaboración de productos de madera",tabla_comparativa_oficial_inegi
CMO,5230,"Carpinteros, ebanistas, barnizadores, cepilladores y similares, en la elaboración de productos de madera",SINCO 2011,7312,Pintores y barnizadores de madera,tabla_comparativa_oficial_inegi
CMO,5231,"Artesanos y trabajadores fabriles en la elaboración de productos de bejuco, vara, palma, carrizo y mimbre, excepto madera",SINCO 2011,7313,"Artesanos de productos de bejuco, vara, palma, carrizo y mimbre, excepto madera",tabla_comparativa_oficial_inegi
CMO,5232,Artesanos y trabajadores fabriles en la elaboración de productos de papel y cartón,SINCO 2011,7321,Artesanos y trabajadores en la elaboración de productos de papel y cartón,tabla_comparativa_oficial_inegi
CMO,5233,"Impresores, linotipistas, fotograbadores y similares",SINCO 2011,7322,"Impresores, linotipistas, fotograbadores y encuadernadores",tabla_comparativa_oficial_inegi
CMO,5234,Reveladores e impresores de fotografías y similares,SINCO 2011,7323,Reveladores e impresores de fotografías,tabla_comparativa_oficial_inegi
CMO,5239,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,SINCO 2011,7999,"Otros trabajadores artesanales, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,5240,"Moldeadores, caldereros y torneros",SINCO 2011,7211,"Moldeadores, torneros y troqueladores",tabla_comparativa_oficial_inegi
CMO,5241,Soldadores y oxicortadores,SINCO 2011,7212,Soldadores y oxicortadores,tabla_comparativa_oficial_inegi
CMO,5242,"Hojalateros, chaperos y pintores de metales",SINCO 2011,7213,"Hojalateros, chaperos, latoneros, cobreros y pintores de metales",tabla_comparativa_oficial_inegi
CMO,5243,"Joyeros, orfebres, plateros, latoneros y cobreros",SINCO 2011,7223,"Joyeros, orfebres, plateros y pulidores de metal",tabla_comparativa_oficial_inegi
CMO,5244,"Cerrajeros, pulidores de metal y afiladores de herramientas",SINCO 2011,7222,"Cerrajeros, afiladores y pulidores de herramientas",tabla_comparativa_oficial_inegi
CMO,5245,"Mecánicos, ajustadores y trabajadores de mantenimiento y reparación de vehiculos de motor (aviones, automóviles, etcétera)",SINCO 2011,2632,Mecánicos en mantenimiento y reparación de vehículos de motor,tabla_comparativa_oficial_inegi
CMO,5246,"Mecánicos, ajustadores, instaladores y trabajadores de mantenimiento y reparación de maquinaria, instrumentos industriales y equipos de refrigeración",SINCO 2011,2634,Mecánicos en mantenimiento y reparación de maquinaria e instrumentos industriales,tabla_comparativa_oficial_inegi
CMO,5246,"Mecánicos, ajustadores, instaladores y trabajadores de mantenimiento y reparación de maquinaria, instrumentos industriales y equipos de refrigeración",SINCO 2011,2638,"Mecánicos en instalación, mantenimiento y reparación de equipos de refrigeración, climas y aire acondicionado.",tabla_comparativa_oficial_inegi
CMO,5247,"Mecánicos, ajustadores, instaladores y trabajadores de mantenimiento y reparación de instrumentos musicales (pianos, etc.) y de precisión (relojes, básculas, etcétera)",SINCO 2011,2636,Mecánicos en mantenimiento y reparación de instrumentos de precisión y musicales,tabla_comparativa_oficial_inegi
CMO,5248,"Herreros, balconeros, aluminadores y forjadores",SINCO 2011,7221,"Herreros, balconeros, aluminadores y forjadores",tabla_comparativa_oficial_inegi
CMO,5249,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,SINCO 2011,2639,"Otras ocupaciones de mecánicos y técnicos en el mantenimiento y reparación de equipos mecánicos, vehículos de motor e instrumentos industriales, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,5249,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,SINCO 2011,7214,Montadores de estructuras metálicas,tabla_comparativa_oficial_inegi
CMO,5250,Alfareros y trabajadores ceramistas,SINCO 2011,7611,Alfareros y trabajadores ceramistas,tabla_comparativa_oficial_inegi
CMO,5251,"Trabajadores en la fabricación de productos de cemento, cal, yeso, azulejo, piedra y ladrilleros",SINCO 2011,7612,"Trabajadores en la elaboración de productos de cemento, cal, yeso, azulejo, piedra y ladrilleros",tabla_comparativa_oficial_inegi
CMO,5252,Trabajadores del vidrio y similares,SINCO 2011,7613,Trabajadores del vidrio y similares,tabla_comparativa_oficial_inegi
CMO,5253,"Trabajadores en la elaboración de productos de hueso, concha, coral y similares",SINCO 2011,7614,"Trabajadores en la elaboración de productos de hueso, concha, coral y similares",tabla_comparativa_oficial_inegi
CMO,5259,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,SINCO 2011,7999,"Otros trabajadores artesanales, no clasificados anteriormente",tabla_comparativa_oficial_inegi
CMO,5260,Albañiles,SINCO 2011,7121,"Albañiles, mamposteros y afines",tabla_comparativa_oficial_inegi
CMO,5261,Pintores de brocha gorda,SINCO 2011,7135,Pintores de brocha gorda,tabla_comparativa_oficial_inegi
CMO,5262,"Yeseros, escayolistas y otros recubridores de techos y paredes",SINCO 2011,7131,"Yeseros, escayolistas y otros recubridores de techos y paredes",tabla_comparativa_oficial_inegi
CMO,5263,"Techadores (colocadores de palapas, etcétera)",SINCO 2011,7122,"Techadores (colocadores de palapas, etcétera)",tabla_comparativa_oficial_inegi
CMO,5264,"Instaladores de mosaicos, azulejos, pisos y baldosas",SINCO 2011,7132,"Instaladores de pisos, azulejos, mosaicos y baldosas",tabla_comparativa_oficial_inegi
CMO,5265,Instaladores de aislantes y climas artificiales,SINCO 2011,2638,"Mecánicos en instalación, mantenimiento y reparación de equipos de refrigeración, climas y aire acondicionado.",tabla_comparativa_oficial_inegi
CMO,5266,"Instaladores de materiales de impermeabilización, vidrio, papel tapiz, alfombra y otros materiales en la construcción",SINCO 2011,7133,"Instaladores de material aislante, de impermeabilización, vidrio y otros materiales",tabla_comparativa_oficial_inegi
CMO,5267,"Plomeros, fontaneros e instaladores de tubería",SINCO 2011,7134,"Plomeros, fontaneros e instaladores de tubería",tabla_comparativa_oficial_inegi
CMO,5269,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,SINCO 2011,7113,Dinamiteros y buzos en perforación de pozos y en la construcción,tabla_comparativa_oficial_inegi
CMO,5270,Electricistas y linieros,SINCO 2011,2642,Electricistas y linieros,tabla_comparativa_oficial_inegi
