cmo,classification,old_value,new_value,n,w_pre,w_post,historical_target_official,forward,unique_forward,reverse,unique_reverse,train_n,validation_n,train_forward,validation_forward,train_reverse,validation_reverse,train_unique_forward,validation_unique_forward,train_unique_reverse,validation_unique_reverse,accepted,reason
7121,isco88_damian,8321,9331,2,834,817,TRUE,0.0366980550910851,FALSE,1,TRUE,1,1,0.020951509606587374,0.051288572397422856,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
6230,isco88_damian,4222,1225,1,1449,1445,TRUE,0.020153270560091238,FALSE,1,TRUE,NA,1,NA,0.03747187669709587,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
1160,isco88_damian,2421,2359,1,962,767,TRUE,0.010166124191571205,FALSE,1,TRUE,1,NA,0.019071786840070576,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
6160,isco88_damian,1314,5122,5,2193,2685,TRUE,0.04320671447710615,FALSE,1,TRUE,3,2,0.07934563905170151,0.013587151358715136,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
6221,isco88_damian,4131,9151,2,1005,998,TRUE,0.010051105621618378,FALSE,1,TRUE,1,1,0.022245418696358155,8.087343307723412e-4,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
1206,isco88_damian,3131,4113,3,1022,989,TRUE,0.05294513806144123,FALSE,1,TRUE,1,2,0.018229166666666668,0.0872925899206431,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
1172,isco88_damian,2411,8290,1,859,878,TRUE,0.009027471257120038,FALSE,1,TRUE,NA,1,NA,0.021920534871258324,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
1251,isco88_damian,4121,2111,1,859,878,TRUE,0.008888842898238788,FALSE,1,TRUE,NA,1,NA,0.017946307322678365,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
8151,isco88_damian,5133,5123,2,1586,1622,TRUE,0.05743879472693032,FALSE,1,TRUE,1,1,0.073352840278478465,0.048528331732670474,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
1171,isco88_damian,2412,2411,2,870,842,TRUE,0.05206463195691203,FALSE,1,TRUE,1,1,0.011212333566923615,0.14015867019267095,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
1251,isco88_damian,4121,4223,2,844,1025,TRUE,0.008733624454148471,FALSE,1,TRUE,2,NA,0.017304656264736637,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
1363,isco88_damian,2359,1319,6,2193,2018,TRUE,0.11512415349887133,FALSE,1,TRUE,2,4,0.08103758401969137,0.15755361772330898,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
5100,isco88_damian,1312,9132,2,979,982,TRUE,0.07776630391611725,FALSE,1,TRUE,1,1,0.11798221234018899,0.024105321713332097,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
1171,isco88_damian,2412,1319,1,849,851,TRUE,0.05080789946140036,FALSE,1,TRUE,1,NA,0.07436930623686054,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
6180,isco88_damian,1319,1232,2,1624,1623,TRUE,0.11303682049140391,FALSE,1,TRUE,1,1,0.09790845710821461,0.1465324384787472,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
5309,isco88_damian,8172,9322,2,885,884,TRUE,0.590393595730487,TRUE,1,TRUE,NA,2,NA,1,NA,1,NA,TRUE,NA,TRUE,FALSE,clasificaciones_discrepantes
1230,isco88_damian,3211,3116,5,1512,1340,TRUE,0.09308052203890667,FALSE,1,TRUE,2,3,0.058823529411764705,0.12122911293035775,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
1161,isco88_damian,2442,2442,2,754,723,TRUE,0.09917137971853215,FALSE,1,TRUE,1,1,0.0391156462585034,0.15116564417177913,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,muestra_insuficiente
5130,isco88_damian,1312,7124,4,5771,5361,TRUE,0.7801811545221036,TRUE,1,TRUE,2,2,0.7590051457975986,0.799179276737625,1,1,TRUE,TRUE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
8124,isco88_damian,9162,7222,1,137,131,TRUE,5.103884540445491e-4,FALSE,1,TRUE,NA,1,NA,0.0010090148479849164,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
4109,isco88_damian,6114,6113,1,92,93,TRUE,0.010105448154657293,FALSE,1,TRUE,1,NA,0.021425244527247322,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
6100,isco88_damian,1319,2121,4,1766,1752,TRUE,0.07739843099443397,FALSE,1,TRUE,1,3,0.010914760914760915,0.125861938319315,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
5245,isco88_damian,7231,5169,2,233,223,TRUE,0.00210758640651995,FALSE,1,TRUE,NA,2,NA,0.0040307931839806245,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
6202,isco88_damian,4113,4131,4,1264,1326,TRUE,0.024626414947298694,FALSE,1,TRUE,3,1,0.034550766983199414,0.013279325176431286,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
5470,isco88_damian,9322,9313,1,89,95,TRUE,0.006993556498506993,FALSE,1,TRUE,1,NA,0.014568669176624652,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
2121,isco88_damian,1232,4141,2,142,142,TRUE,0.0027748466017899717,FALSE,1,TRUE,2,NA,0.006968641114982578,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
1105,isco88_damian,2143,1232,3,245,238,TRUE,0.004682990232620372,FALSE,1,TRUE,1,2,0.005250951735001969,0.004242465381482487,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
6211,isco88_damian,4212,4223,2,201,206,TRUE,0.023325983520946964,FALSE,1,TRUE,1,1,0.04666666666666667,0.01179122594069707,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
6211,isco88_damian,4212,5123,1,68,70,TRUE,0.007891377509574098,FALSE,1,TRUE,NA,1,NA,0.01179122594069707,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
2128,isco88_damian,1221,6130,1,89,92,TRUE,0.11209068010075567,FALSE,1,TRUE,1,NA,0.14858096828046743,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
1205,isco88_damian,3114,1312,1,72,74,TRUE,7.478499314470896e-4,FALSE,1,TRUE,1,NA,0.0019485264268896648,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
6150,isco88_damian,1319,2411,1,68,69,TRUE,0.005068197063426995,FALSE,1,TRUE,1,NA,0.01339109885781804,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
5233,isco88_damian,7345,9322,4,783,776,TRUE,0.1552955176517255,FALSE,1,TRUE,NA,4,NA,0.2601328903654485,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
1340,isco88_damian,2332,2359,3,982,1028,TRUE,0.013454819483455505,FALSE,1,TRUE,1,2,0.02085617112179217,0.00641573994867408,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
1150,isco88_damian,2213,3211,1,60,63,TRUE,0.013966480446927373,FALSE,1,TRUE,1,NA,0.020491803278688523,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
1102,isco88_damian,2147,7111,3,170,170,TRUE,0.065284178187404,FALSE,1,TRUE,NA,3,NA,0.20214030915576695,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
6200,isco88_damian,4115,3131,2,188,190,TRUE,7.411875559340343e-4,FALSE,1,TRUE,1,1,7.79967826327164e-4,7.046298778386244e-4,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
5267,isco88_damian,7136,9162,2,320,320,TRUE,0.0077756718666472276,FALSE,1,TRUE,2,NA,0.01486160133754412,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
5441,isco88_damian,9322,7233,1,66,67,TRUE,0.003711201079622132,FALSE,1,TRUE,1,NA,0.007322756019083546,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
6111,isco88_damian,1232,3231,1,113,115,TRUE,0.0011272382662476932,FALSE,1,TRUE,NA,1,NA,0.002853895693900745,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
8303,isco88_damian,5169,4215,1,78,81,TRUE,4.89983604394776e-4,FALSE,1,TRUE,NA,1,NA,9.128679267364972e-4,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
5241,isco88_damian,7212,7233,1,63,64,TRUE,0.002425595811034536,FALSE,1,TRUE,NA,1,NA,0.004819461444308446,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
6170,isco88_damian,1311,2421,1,71,74,TRUE,0.013775708187815289,FALSE,1,TRUE,1,NA,0.022582697201017812,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
1423,isco88_damian,3471,9151,1,66,84,TRUE,0.0023380211838889085,FALSE,1,TRUE,NA,1,NA,0.00531614981876762,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
6230,isco88_damian,4222,9113,3,745,763,TRUE,0.010361757465333315,FALSE,1,TRUE,1,2,0.009720132410472464,0.010913134552225296,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
8124,isco88_damian,9162,8332,1,76,77,TRUE,2.831352007838374e-4,FALSE,1,TRUE,1,NA,5.729492562967877e-4,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
1401,isco88_damian,2451,1316,1,61,62,TRUE,0.006342274901226866,FALSE,1,TRUE,1,NA,0.01195141065830721,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
6270,isco88_damian,4190,3444,5,968,970,TRUE,0.0033197866831284188,FALSE,1,TRUE,3,2,0.003344734795565129,0.003295005537249969,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
1363,isco88_damian,2359,2351,7,808,812,TRUE,0.04241692477295396,FALSE,1,TRUE,3,4,0.031525134904856575,0.055974546311572004,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
5246,isco88_damian,7233,7136,2,537,527,TRUE,0.009070486292924345,FALSE,1,TRUE,1,1,0.002469908856884436,0.015300259382079653,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
7130,isco88_damian,3415,4223,4,315,341,TRUE,0.005574234648734737,FALSE,1,TRUE,2,2,0.004468615768324789,0.006728890818319948,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
5330,isco88_damian,8290,6153,1,47,48,TRUE,0.010676965015901863,FALSE,1,TRUE,NA,1,NA,0.0162292817679558,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
8124,isco88_damian,9162,4115,5,670,662,TRUE,0.0024960603226996197,FALSE,1,TRUE,4,1,0.004410201512284485,6.260311100636342e-4,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
8140,isco88_damian,3413,5220,3,1209,1287,TRUE,0.13793496862521393,FALSE,1,TRUE,3,NA,0.24897034596375617,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
5241,isco88_damian,7212,8232,1,91,93,TRUE,0.003503638393716552,FALSE,1,TRUE,1,NA,0.00705371676614216,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
6251,isco88_damian,9151,8322,3,297,297,TRUE,0.014438502673796792,FALSE,1,TRUE,1,2,0.01150803164708703,0.016437684003925417,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
5252,isco88_damian,7322,5220,4,583,595,TRUE,0.20250086835706843,FALSE,1,TRUE,4,NA,0.24332220367278798,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
5450,isco88_damian,9322,9322,24,5463,5503,TRUE,0.5867883995703544,TRUE,1,TRUE,11,13,0.37405694816256996,0.7548548356085368,1,1,FALSE,TRUE,TRUE,TRUE,FALSE,sin_mayoria_reciproca_estable
1131,isco88_damian,3231,2221,1,73,74,TRUE,0.001281421148715068,FALSE,1,TRUE,1,NA,0.0026039808803595636,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
5330,isco88_damian,8290,8240,2,135,137,TRUE,0.030667878237164926,FALSE,1,TRUE,1,1,0.043824701195219126,0.02382596685082873,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
1202,isco88_damian,3117,3117,3,262,287,TRUE,0.43812709030100333,FALSE,1,TRUE,1,2,0.7131782945736435,0.3624733475479744,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,muestra_insuficiente
5260,isco88_damian,7122,7137,7,1050,1071,TRUE,0.006377667231545764,FALSE,1,TRUE,4,3,0.0076640810070137955,0.00496682416168923,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
6200,isco88_damian,4115,2352,2,440,445,TRUE,0.0017346942798456121,FALSE,1,TRUE,1,1,0.0030223753270177604,5.208133879676789e-4,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
6250,isco88_damian,4142,2411,2,340,283,TRUE,0.03978003978003978,FALSE,1,TRUE,NA,2,NA,0.045146726862302484,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
7210,isco88_damian,9111,3413,1,71,72,TRUE,3.166476380762095e-4,FALSE,1,TRUE,NA,1,NA,6.16287346145166e-4,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
5267,isco88_damian,7136,7122,5,2369,2026,TRUE,0.05756427078777276,FALSE,1,TRUE,2,3,0.021224224410180195,0.09744164713077158,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
6160,isco88_damian,1314,4223,1,62,63,TRUE,0.0012215304594530695,FALSE,1,TRUE,1,NA,0.0027119237162103052,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
1223,isco88_damian,3223,4121,1,70,71,TRUE,0.03721424774056353,FALSE,1,TRUE,NA,1,NA,0.050143266475644696,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
7201,isco88_damian,3415,3413,1,67,68,TRUE,2.3175211517042428e-4,FALSE,1,TRUE,1,NA,4.585303759264709e-4,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
1101,isco88_damian,2142,4190,2,268,272,TRUE,0.026991640648605097,FALSE,1,TRUE,1,1,0.036757593344941,0.01638655462184874,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
7100,isco88_damian,5220,3413,10,3168,3134,TRUE,0.006289682776037262,FALSE,1,TRUE,7,3,0.00821530200479092,0.004409952997120191,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
6232,isco88_damian,4190,4113,1,110,112,TRUE,0.011558264158873595,FALSE,1,TRUE,NA,1,NA,0.029435375970029435,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
1232,isco88_damian,3211,3211,2,138,140,TRUE,1,TRUE,1,TRUE,NA,2,NA,1,NA,1,NA,TRUE,NA,TRUE,FALSE,muestra_insuficiente
6102,isco88_damian,1319,1313,1,72,74,TRUE,0.0035567850615027415,FALSE,1,TRUE,1,NA,0.006784771956275914,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
5430,isco88_damian,9322,8290,1,67,68,TRUE,0.0036013760481616855,FALSE,1,TRUE,1,NA,0.009544159544159544,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
4112,isco88_damian,6122,9211,6,2427,2315,TRUE,0.1750198312540564,FALSE,1,TRUE,3,3,0.25372937293729375,0.08026064844246662,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
1200,isco88_damian,3112,4190,2,207,186,TRUE,0.020345979948889325,FALSE,1,TRUE,1,1,0.012144344205412909,0.03106575963718821,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
6251,isco88_damian,9151,4212,1,98,83,TRUE,0.004764219737481769,FALSE,1,TRUE,1,NA,0.011747782306401342,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
6111,isco88_damian,1232,2310,3,668,734,TRUE,0.006663673998703178,FALSE,1,TRUE,NA,3,NA,0.016870817022351308,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
6133,isco88_damian,1319,2359,1,76,79,TRUE,0.01520608243297319,FALSE,1,TRUE,NA,1,NA,0.027075169219807623,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
5244,isco88_damian,7222,3114,1,103,84,TRUE,0.01471638805543649,FALSE,1,TRUE,1,NA,0.022231815238506366,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
6210,isco88_damian,4212,8332,1,62,63,TRUE,5.023171403571313e-4,FALSE,1,TRUE,NA,1,NA,0.0010689286576324954,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
8202,isco88_damian,8322,9131,4,369,369,TRUE,0.03600351253780857,FALSE,1,TRUE,NA,4,NA,0.06551846590909091,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
5371,isco88_damian,8163,8333,1,65,66,TRUE,0.010603588907014683,FALSE,1,TRUE,1,NA,0.05736981465136805,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
6111,isco88_damian,1232,1142,1,49,52,TRUE,4.888024340366104e-4,FALSE,1,TRUE,1,NA,8.07914262159934e-4,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
5430,isco88_damian,9322,9162,1,73,74,TRUE,0.003923887336056762,FALSE,1,TRUE,NA,1,NA,0.006301795580110498,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
6270,isco88_damian,4190,2332,1,58,60,TRUE,1.989128384519094e-4,FALSE,1,TRUE,1,NA,3.991658809522171e-4,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
5383,isco88_damian,8232,7241,1,58,60,TRUE,0.0012518345851679185,FALSE,1,TRUE,1,NA,0.002109474449899982,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
1363,isco88_damian,2359,4115,2,458,466,TRUE,0.024043256863877368,FALSE,1,TRUE,1,1,0.03512259774685222,0.010252180061277398,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
8150,isco88_damian,5113,3475,1,61,62,TRUE,0.004225839972289574,FALSE,1,TRUE,NA,1,NA,0.006922378574670904,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
5441,isco88_damian,9322,1312,1,81,84,TRUE,0.004554655870445344,FALSE,1,TRUE,NA,1,NA,0.009234978907764223,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
6120,isco88_damian,1316,4115,1,45,46,TRUE,0.019754170324846356,FALSE,1,TRUE,NA,1,NA,0.03112033195020747,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
5521,isco88_damian,8324,7233,1,70,73,TRUE,4.6135797424304336e-4,FALSE,1,TRUE,NA,1,NA,9.957892340958234e-4,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
1401,isco88_damian,2451,4222,1,67,68,TRUE,0.006966105219380328,FALSE,1,TRUE,NA,1,NA,0.01484271156402304,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
8124,isco88_damian,9162,5113,1,67,68,TRUE,2.4960603226996197e-4,FALSE,1,TRUE,NA,1,NA,4.934598161678058e-4,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
5501,isco88_damian,8332,8278,3,436,434,TRUE,0.025138376383763837,FALSE,1,TRUE,1,2,0.02310597644967785,0.027331575161831694,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
5502,isco88_damian,8333,8282,1,64,65,TRUE,0.0019213449414590214,FALSE,1,TRUE,NA,1,NA,0.003228898642853539,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
5502,isco88_damian,8333,9152,1,64,65,TRUE,0.0019213449414590214,FALSE,1,TRUE,NA,1,NA,0.003228898642853539,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
5344,isco88_damian,8284,9333,1,95,96,TRUE,0.0016132045033877295,FALSE,1,TRUE,1,NA,0.0032671871238435877,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
8302,isco88_damian,3450,3450,3,298,328,TRUE,0.40710382513661203,FALSE,1,TRUE,NA,3,NA,1,NA,1,NA,TRUE,NA,TRUE,FALSE,muestra_insuficiente
5520,isco88_damian,8322,7137,1,81,83,TRUE,2.0814488940054272e-4,FALSE,1,TRUE,NA,1,NA,4.0067075251903184e-4,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
5101,isco88_damian,7416,1232,1,109,89,TRUE,0.007992960328518003,FALSE,1,TRUE,1,NA,0.011029039765253466,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
8101,isco88_damian,5123,5220,2,455,451,TRUE,0.005106851037083595,FALSE,1,TRUE,2,NA,0.009176347208777025,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
5383,isco88_damian,8232,7212,1,82,84,TRUE,0.0017698351031684365,FALSE,1,TRUE,NA,1,NA,0.004353134787917397,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
6110,isco88_damian,1319,4212,9,2422,2705,TRUE,0.06391007203736443,FALSE,1,TRUE,4,5,0.035273252758801894,0.08313853482115291,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
5261,isco88_damian,7141,7241,1,62,63,TRUE,0.001868032539921663,FALSE,1,TRUE,1,NA,0.0036972985866777983,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
5330,isco88_damian,8290,7124,3,730,662,TRUE,0.16583371194911403,FALSE,1,TRUE,2,1,0.3758300132802125,0.05662983425414365,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
8110,isco88_damian,9133,1318,6,1553,1465,TRUE,0.10065461144597836,FALSE,1,TRUE,3,3,0.09184166063239199,0.11087778244435112,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
6210,isco88_damian,4212,9331,5,495,532,TRUE,0.004010435233496451,FALSE,1,TRUE,1,4,0.0011463332620059304,0.00724112961622013,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
5440,isco88_damian,9322,6121,1,105,114,TRUE,0.0010393569844789356,FALSE,1,TRUE,NA,1,NA,0.002427857935627081,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
6230,isco88_damian,4222,1110,1,76,81,TRUE,0.0010570383454568213,FALSE,1,TRUE,NA,1,NA,0.0019653986397372572,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
1252,isco88_damian,4121,2432,6,643,634,TRUE,0.061484031363549435,FALSE,1,TRUE,1,5,0.024793388429752067,0.08645347902940703,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
5261,isco88_damian,7141,8332,2,300,288,TRUE,0.009038867128653209,FALSE,1,TRUE,1,1,0.008587274136800048,0.009500030448815542,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
6120,isco88_damian,1316,4190,1,131,144,TRUE,0.05750658472344162,FALSE,1,TRUE,1,NA,0.15745192307692307,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
8303,isco88_damian,5169,9162,5,775,714,TRUE,0.0048684268385378385,FALSE,1,TRUE,NA,5,NA,0.00907016209257417,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
6101,isco88_damian,1319,4222,2,153,157,TRUE,0.003312046758307176,FALSE,1,TRUE,1,1,0.004557885141294439,0.0023819426065257664,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
8124,isco88_damian,9162,9131,3,1249,1223,TRUE,0.004653103497092276,FALSE,1,TRUE,3,NA,0.009415968698877472,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
5410,isco88_damian,9311,9311,6,731,747,TRUE,0.2567615033368458,FALSE,1,TRUE,2,4,0.23819978046103182,0.265495867768595,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,muestra_insuficiente
5241,isco88_damian,7212,9322,6,2592,2659,TRUE,0.09979594193970662,FALSE,1,TRUE,4,2,0.18045112781954886,0.020195838433292534,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
5400,isco88_damian,9322,7416,2,155,165,TRUE,0.0016283565155271673,FALSE,1,TRUE,2,NA,0.003065118946390081,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
5140,isco88_damian,1312,4190,2,701,710,TRUE,0.04065417850722032,FALSE,1,TRUE,NA,2,NA,0.0691594317284925,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
5353,isco88_damian,8131,8232,1,552,556,TRUE,0.0756475263807044,FALSE,1,TRUE,NA,1,NA,0.11283728536385937,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
1104,isco88_damian,2146,3471,2,684,688,TRUE,0.025840574234983,FALSE,1,TRUE,1,1,0.010549872122762148,0.039547213067774756,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
5440,isco88_damian,9322,5169,2,724,688,TRUE,0.007166613873930947,FALSE,1,TRUE,1,1,0.003980891719745223,0.011422493525712172,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,clasificaciones_discrepantes
6100,isco88_damian,1319,3227,1,494,497,TRUE,0.02165052373230486,FALSE,1,TRUE,NA,1,NA,0.0374327498673941,NA,1,NA,FALSE,NA,TRUE,FALSE,clasificaciones_discrepantes
8140,isco88_damian,3413,2359,1,684,521,TRUE,0.0780376497432972,FALSE,1,TRUE,1,NA,0.14085667215815487,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
5229,isco88_damian,7332,9322,1,725,730,TRUE,0.7544224765868887,TRUE,1,TRUE,1,NA,0.8756038647342995,NA,1,NA,TRUE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
5111,isco88_damian,7111,8324,1,636,388,TRUE,0.16741247696762307,FALSE,1,TRUE,1,NA,0.21486486486486486,NA,1,NA,FALSE,NA,TRUE,NA,FALSE,clasificaciones_discrepantes
