p3coe,pos_ocu,emple7c,p4a,sinco_original,egp_original,egp_oficial,revision,registros,poblacion,cmo_label,destinos,etiquetas_destinos
1230,1,6,6131,2612,2,NA,requiere_revision_semantica,1,1018,Técnicos laboratoristas químicos y biólogos,2612|2813|2827,"2612 Auxiliares y técnicos en ciencias biológicas, químicas y del medio ambiente || 2813 Técnicos de laboratorios médicos || 2827 Fumigadores y controladores de plagas"
5190,1,6,6131,NA,NA,NA,original_tampoco_resuelve,1,1017,NA,NA,NA
6150,1,7,6112,1721,2,2,original_coincide_con_consenso_oficial,1,1009,"Jefes de departamento, coordinadores y supervisores en servicios culturales y de esparcimiento",1721|1722,"1721 Coordinadores y jefes de área en actividades artísticas, de cine, teatro y afines || 1722 Coordinadores y jefes de área en museos, cines, deportivos y servicios culturales"
2121,2,3,2381,1211,2,NA,requiere_revision_semantica,1,1008,"Directores, gerentes y administradores de área o establecimientos de finanzas, contabilidad, recursos humanos, administración e impartición de justicia",1211|1212|1224|1321,"1211 Directores y gerentes en administración, recursos humanos y mercadotecnia || 1212 Directores y gerentes en servicios contables, financieros, banca y seguros || 1224 Jueces de juzgado, directores y gerentes en servicios legales y procuración de justicia || 1321 Directores y gerentes en informática"
6110,1,6,4310,1512,1,NA,requiere_revision_semantica,4,1007,"Jefes de departamento, coordinadores y supervisores en contabilidad y finanzas",1512|3101,"1512 Coordinadores y jefes de área en servicios contables, financieros, banca y seguros || 3101 Supervisores de secretarias, capturistas, cajeros y trabajadores de control de archivo y transporte"
6110,1,5,5210,1512,1,NA,requiere_revision_semantica,1,1006,"Jefes de departamento, coordinadores y supervisores en contabilidad y finanzas",1512|3101,"1512 Coordinadores y jefes de área en servicios contables, financieros, banca y seguros || 3101 Supervisores de secretarias, capturistas, cajeros y trabajadores de control de archivo y transporte"
5111,1,6,2132,7101,7,7,original_coincide_con_consenso_oficial,12,1003,"Supervisores, inspectores y similares en la extracción en minas, canteras y pozos",7101|8101,"7101 Supervisores de trabajadores en la extracción, albañiles y en acabados de la construcción || 8101 Supervisores de operadores de maquinaria industrial"
5190,1,6,9312,NA,NA,NA,original_tampoco_resuelve,2,1002,NA,NA,NA
2123,1,5,5150,1322,1,1,original_coincide_con_consenso_oficial,3,1001,"Directores, gerentes y administradores de área o establecimientos en comunicaciones y transportes",1322|1323,1322 Directores y gerentes en comunicación y telecomunicaciones || 1323 Directores y gerentes en servicios de transporte
8150,3,1,5322,3222,6,NA,requiere_revision_semantica,3,1000,"Trabajadores de apoyo para la realización de espectáculos, turismo y deporte",3222|4233|5251|5254|9713,"3222 Guías de turismo en museos, casinos, parques, cines y otros centros recreativos || 4233 Modelos de moda, arte y publicidad || 5251 Astrólogos, adivinadores y afines || 5254 Entrenadores de animales y ocupaciones relacionadas con el cuidado de mascotas || 9713 Trabajadores de apoyo a la realización de espectáculos, deportes y en parques de diversiones"
5100,1,5,5411,1614,1,NA,requiere_revision_semantica,1,993,"Jefes, coordinadores y similares en la fabricación de alimentos, bebidas y productos de tabaco",1614|5101,"1614 Coordinadores y jefes de área en producción manufacturera || 5101 Supervisores en la preparación y servicio de alimentos y bebidas, así como en servicios de esparcimiento y de hotelería"
4120,1,3,1110,6131,13,NA,requiere_revision_semantica,5,988,Trabajadores que combinan actividades agrícolas con ganaderas,6131|9113,6131 Trabajadores que combinan actividades agrícolas con ganaderas || 9113 Trabajadores de apoyo que realizan actividades agrícolas y ganaderas
6180,1,5,7210,1723,1,NA,requiere_revision_semantica,3,986,"Otros jefes de departamento, coordinadores y supervisores en actividades no clasificadas anteriormente",1723|5201|9601,"1723 Coordinadores y jefes de área en servicios funerarios y otros servicios || 5201 Supervisores y encargados de trabajadores en cuidados personales y del hogar || 9601 Supervisores en limpieza, amas de llaves, mayordomos y en estacionamientos"
7121,1,2,4681,8344,9,NA,requiere_revision_semantica,5,986,Repartidores,8344|9723,8344 Conductores de motocicleta || 9723 Repartidores de mercancías (a pie y en bicicleta)
7201,3,1,4681,4224,3,NA,requiere_revision_semantica,4,979,Vendedores ambulantes de artículos diversos,4224|9512|9661|9663,4224 Vendedores por catálogo || 9512 Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos) || 9661 Recolectores de basura y material reciclable || 9663 Recolectores de otros materiales
5190,1,6,5611,NA,NA,NA,original_tampoco_resuelve,4,979,NA,NA,NA
7201,3,1,4651,4224,3,NA,requiere_revision_semantica,4,976,Vendedores ambulantes de artículos diversos,4224|9512|9661|9663,4224 Vendedores por catálogo || 9512 Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos) || 9661 Recolectores de basura y material reciclable || 9663 Recolectores de otros materiales
2123,1,3,4840,1322,2,2,original_coincide_con_consenso_oficial,2,975,"Directores, gerentes y administradores de área o establecimientos en comunicaciones y transportes",1322|1323,1322 Directores y gerentes en comunicación y telecomunicaciones || 1323 Directores y gerentes en servicios de transporte
2124,1,6,9314,1312,1,1,original_coincide_con_consenso_oficial,3,972,"Directores, gerentes y administradores de área o establecimientos en actividades de producción en industrias manufactureras, en la construcción y los servicios de reparación y mantenimiento",1312|1313|1314|1315,"1312 Directores y gerentes en producción minera, petrolera y gas || 1313 Directores y gerentes en generación y provisión de energía eléctrica y agua || 1314 Directores y gerentes en producción manufacturera || 1315 Directores y gerentes en construcción, reparación y mantenimiento"
1429,1,6,9312,NA,NA,NA,original_tampoco_resuelve,6,972,NA,NA,NA
5380,1,6,3380,8131,8,NA,requiere_revision_semantica,5,971,Operadores de máquinas para el tratamiento de sustancias químicas y agua,8131|8134,8131 Operadores de máquinas para la elaboración de productos químicos || 8134 Operadores de máquinas para el tratamiento de agua
6160,1,7,9800,1711,2,2,original_coincide_con_consenso_oficial,1,967,"Jefes de departamento, coordinadores y supervisores en servicios de restaurante, hospedaje y comercio",1711|1712,"1711 Coordinadores y jefes de área de ventas, comercialización y alquiler || 1712 Coordinadores y jefes de área de restaurantes y hoteles"
6160,1,6,5150,1711,1,1,original_coincide_con_consenso_oficial,2,965,"Jefes de departamento, coordinadores y supervisores en servicios de restaurante, hospedaje y comercio",1711|1712,"1711 Coordinadores y jefes de área de ventas, comercialización y alquiler || 1712 Coordinadores y jefes de área de restaurantes y hoteles"
1204,1,6,7131,2621,2,NA,requiere_revision_semantica,2,960,"Técnicos en ingeniería química, industrial y mecánica",2621|2631|2633|2635|2637|2645,"2621 Auxiliares y técnicos industriales y químicos || 2631 Técnicos en mantenimiento y reparación de vehículos de motor || 2633 Técnicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2635 Técnicos en mantenimiento y reparación de instrumentos de precisión y musicales || 2637 Técnicos en la instalación, reparación y mantenimiento de equipos de refrigeración, climas y aire acondicionado || 2645 Técnicos en reparación de equipos electromecánicos"
2121,2,3,6111,1211,2,NA,requiere_revision_semantica,1,959,"Directores, gerentes y administradores de área o establecimientos de finanzas, contabilidad, recursos humanos, administración e impartición de justicia",1211|1212|1224|1321,"1211 Directores y gerentes en administración, recursos humanos y mercadotecnia || 1212 Directores y gerentes en servicios contables, financieros, banca y seguros || 1224 Jueces de juzgado, directores y gerentes en servicios legales y procuración de justicia || 1321 Directores y gerentes en informática"
6101,1,6,6111,1523,1,NA,requiere_revision_semantica,6,959,"Jefes de departamento, coordinadores y supervisores en servicios de educación",1523|2311,1523 Coordinadores y jefes de área en centros de enseñanza y capacitación || 2311 Supervisores e inspectores educativos
6260,1,6,3260,3141,3,3,original_coincide_con_consenso_oficial,1,957,"Despachadores, checadores y similares en la operación del transporte",3141|3142,3141 Despachadores de transporte || 3142 Checadores y revisores de transporte
6160,1,6,3330,1711,1,1,original_coincide_con_consenso_oficial,1,954,"Jefes de departamento, coordinadores y supervisores en servicios de restaurante, hospedaje y comercio",1711|1712,"1711 Coordinadores y jefes de área de ventas, comercialización y alquiler || 1712 Coordinadores y jefes de área de restaurantes y hoteles"
2121,1,4,5221,1211,2,NA,requiere_revision_semantica,8,952,"Directores, gerentes y administradores de área o establecimientos de finanzas, contabilidad, recursos humanos, administración e impartición de justicia",1211|1212|1224|1321,"1211 Directores y gerentes en administración, recursos humanos y mercadotecnia || 1212 Directores y gerentes en servicios contables, financieros, banca y seguros || 1224 Jueces de juzgado, directores y gerentes en servicios legales y procuración de justicia || 1321 Directores y gerentes en informática"
6150,1,6,5120,1721,1,1,original_coincide_con_consenso_oficial,2,950,"Jefes de departamento, coordinadores y supervisores en servicios culturales y de esparcimiento",1721|1722,"1721 Coordinadores y jefes de área en actividades artísticas, de cine, teatro y afines || 1722 Coordinadores y jefes de área en museos, cines, deportivos y servicios culturales"
1250,4,6,9313,2531,3,NA,requiere_revision_semantica,7,949,Técnicos en ciencias sociales,2531|2532|2711,2531 Auxiliares en ciencias sociales y humanistas || 2532 Auxiliares en servicios jurídicos || 2711 Auxiliares y técnicos en pedagogía y en educación
8100,1,4,8130,5112,4,4,original_coincide_con_consenso_oficial,1,946,Fonderos (preparan y sirven alimentos) en establecimientos,5112|5114,"5112 Fonderos, vendedores y comerciantes de comida || 5114 Taqueros y preparadores de comida rápida, antojitos, pizzas, hot dogs, jugos, café, etcétera"
6180,1,6,5310,1723,1,NA,requiere_revision_semantica,1,945,"Otros jefes de departamento, coordinadores y supervisores en actividades no clasificadas anteriormente",1723|5201|9601,"1723 Coordinadores y jefes de área en servicios funerarios y otros servicios || 5201 Supervisores y encargados de trabajadores en cuidados personales y del hogar || 9601 Supervisores en limpieza, amas de llaves, mayordomos y en estacionamientos"
7201,2,2,4690,4224,3,NA,requiere_revision_semantica,5,943,Vendedores ambulantes de artículos diversos,4224|9512|9661|9663,4224 Vendedores por catálogo || 9512 Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos) || 9661 Recolectores de basura y material reciclable || 9663 Recolectores de otros materiales
7201,1,6,4690,4224,3,NA,requiere_revision_semantica,3,940,Vendedores ambulantes de artículos diversos,4224|9512|9661|9663,4224 Vendedores por catálogo || 9512 Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos) || 9661 Recolectores de basura y material reciclable || 9663 Recolectores de otros materiales
6110,1,6,5611,1512,1,NA,requiere_revision_semantica,5,937,"Jefes de departamento, coordinadores y supervisores en contabilidad y finanzas",1512|3101,"1512 Coordinadores y jefes de área en servicios contables, financieros, banca y seguros || 3101 Supervisores de secretarias, capturistas, cajeros y trabajadores de control de archivo y transporte"
5246,1,7,2122,2634,9,9,original_coincide_con_consenso_oficial,4,936,"Mecánicos, ajustadores, instaladores y trabajadores de mantenimiento y reparación de maquinaria, instrumentos industriales y equipos de refrigeración",2634|2638,"2634 Mecánicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2638 Mecánicos en instalación, mantenimiento y reparación de equipos de refrigeración, climas y aire acondicionado."
6110,1,2,5411,1512,2,2,original_coincide_con_consenso_oficial,1,936,"Jefes de departamento, coordinadores y supervisores en contabilidad y finanzas",1512|3101,"1512 Coordinadores y jefes de área en servicios contables, financieros, banca y seguros || 3101 Supervisores de secretarias, capturistas, cajeros y trabajadores de control de archivo y transporte"
5246,1,7,3310,2634,9,9,original_coincide_con_consenso_oficial,3,926,"Mecánicos, ajustadores, instaladores y trabajadores de mantenimiento y reparación de maquinaria, instrumentos industriales y equipos de refrigeración",2634|2638,"2634 Mecánicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2638 Mecánicos en instalación, mantenimiento y reparación de equipos de refrigeración, climas y aire acondicionado."
2124,1,3,3320,1312,2,2,original_coincide_con_consenso_oficial,3,924,"Directores, gerentes y administradores de área o establecimientos en actividades de producción en industrias manufactureras, en la construcción y los servicios de reparación y mantenimiento",1312|1313|1314|1315,"1312 Directores y gerentes en producción minera, petrolera y gas || 1313 Directores y gerentes en generación y provisión de energía eléctrica y agua || 1314 Directores y gerentes en producción manufacturera || 1315 Directores y gerentes en construcción, reparación y mantenimiento"
7201,1,2,4612,4224,3,NA,requiere_revision_semantica,6,923,Vendedores ambulantes de artículos diversos,4224|9512|9661|9663,4224 Vendedores por catálogo || 9512 Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos) || 9661 Recolectores de basura y material reciclable || 9663 Recolectores de otros materiales
5100,1,7,7221,1614,2,NA,requiere_revision_semantica,6,923,"Jefes, coordinadores y similares en la fabricación de alimentos, bebidas y productos de tabaco",1614|5101,"1614 Coordinadores y jefes de área en producción manufacturera || 5101 Supervisores en la preparación y servicio de alimentos y bebidas, así como en servicios de esparcimiento y de hotelería"
2124,1,6,3140,1312,1,1,original_coincide_con_consenso_oficial,1,919,"Directores, gerentes y administradores de área o establecimientos en actividades de producción en industrias manufactureras, en la construcción y los servicios de reparación y mantenimiento",1312|1313|1314|1315,"1312 Directores y gerentes en producción minera, petrolera y gas || 1313 Directores y gerentes en generación y provisión de energía eléctrica y agua || 1314 Directores y gerentes en producción manufacturera || 1315 Directores y gerentes en construcción, reparación y mantenimiento"
5400,1,5,7210,9236,10,10,original_coincide_con_consenso_oficial,7,917,"Ayudantes, peones y similares en la fabricación de alimentos, bebidas y productos de tabaco",9236|9411,"9236 Trabajadores de apoyo en la industria de alimentos, bebidas y productos de tabaco || 9411 Ayudantes en la preparación de alimentos"
