p3coe,pos_ocu,emple7c,p4a,sinco_original,egp_original,egp_oficial,revision,registros,poblacion,cmo_label,destinos,etiquetas_destinos
4119,1,3,1150,6129,13,NA,requiere_revision_semantica,1,127,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,6129|9112,"6129 Otros trabajadores en actividades ganaderas y en la cría de animales, no clasificados anteriormente || 9112 Trabajadores de apoyo en actividades ganaderas"
1250,4,6,9314,2531,3,NA,requiere_revision_semantica,1,127,Técnicos en ciencias sociales,2531|2532|2711,2531 Auxiliares en ciencias sociales y humanistas || 2532 Auxiliares en servicios jurídicos || 2711 Auxiliares y técnicos en pedagogía y en educación
2121,1,7,6211,1211,2,NA,requiere_revision_semantica,1,127,"Directores, gerentes y administradores de área o establecimientos de finanzas, contabilidad, recursos humanos, administración e impartición de justicia",1211|1212|1224|1321,"1211 Directores y gerentes en administración, recursos humanos y mercadotecnia || 1212 Directores y gerentes en servicios contables, financieros, banca y seguros || 1224 Jueces de juzgado, directores y gerentes en servicios legales y procuración de justicia || 1321 Directores y gerentes en informática"
8100,1,7,6141,5112,4,4,original_coincide_con_consenso_oficial,1,127,Fonderos (preparan y sirven alimentos) en establecimientos,5112|5114,"5112 Fonderos, vendedores y comerciantes de comida || 5114 Taqueros y preparadores de comida rápida, antojitos, pizzas, hot dogs, jugos, café, etcétera"
2121,2,2,4681,1211,2,NA,requiere_revision_semantica,1,127,"Directores, gerentes y administradores de área o establecimientos de finanzas, contabilidad, recursos humanos, administración e impartición de justicia",1211|1212|1224|1321,"1211 Directores y gerentes en administración, recursos humanos y mercadotecnia || 1212 Directores y gerentes en servicios contables, financieros, banca y seguros || 1224 Jueces de juzgado, directores y gerentes en servicios legales y procuración de justicia || 1321 Directores y gerentes en informática"
5100,1,7,3120,1614,2,NA,requiere_revision_semantica,1,126,"Jefes, coordinadores y similares en la fabricación de alimentos, bebidas y productos de tabaco",1614|5101,"1614 Coordinadores y jefes de área en producción manufacturera || 5101 Supervisores en la preparación y servicio de alimentos y bebidas, así como en servicios de esparcimiento y de hotelería"
1204,1,6,4661,2621,2,NA,requiere_revision_semantica,1,126,"Técnicos en ingeniería química, industrial y mecánica",2621|2631|2633|2635|2637|2645,"2621 Auxiliares y técnicos industriales y químicos || 2631 Técnicos en mantenimiento y reparación de vehículos de motor || 2633 Técnicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2635 Técnicos en mantenimiento y reparación de instrumentos de precisión y musicales || 2637 Técnicos en la instalación, reparación y mantenimiento de equipos de refrigeración, climas y aire acondicionado || 2645 Técnicos en reparación de equipos electromecánicos"
6160,2,3,7210,1711,2,2,original_coincide_con_consenso_oficial,1,126,"Jefes de departamento, coordinadores y supervisores en servicios de restaurante, hospedaje y comercio",1711|1712,"1711 Coordinadores y jefes de área de ventas, comercialización y alquiler || 1712 Coordinadores y jefes de área de restaurantes y hoteles"
6130,1,4,5411,1621,2,2,original_coincide_con_consenso_oficial,1,126,"Jefes de departamento, coordinadores y supervisores en servicios estadísticos e informáticos",1621|3201,1621 Coordinadores y jefes de área en informática || 3201 Supervisores de trabajadores que brindan y manejan información
5190,1,2,2361,NA,NA,NA,original_tampoco_resuelve,1,126,NA,NA,NA
2124,1,7,3230,1312,2,2,original_coincide_con_consenso_oficial,1,125,"Directores, gerentes y administradores de área o establecimientos en actividades de producción en industrias manufactureras, en la construcción y los servicios de reparación y mantenimiento",1312|1313|1314|1315,"1312 Directores y gerentes en producción minera, petrolera y gas || 1313 Directores y gerentes en generación y provisión de energía eléctrica y agua || 1314 Directores y gerentes en producción manufacturera || 1315 Directores y gerentes en construcción, reparación y mantenimiento"
1230,1,6,3270,2612,2,NA,requiere_revision_semantica,2,125,Técnicos laboratoristas químicos y biólogos,2612|2813|2827,"2612 Auxiliares y técnicos en ciencias biológicas, químicas y del medio ambiente || 2813 Técnicos de laboratorios médicos || 2827 Fumigadores y controladores de plagas"
4109,1,6,9800,6119,13,NA,requiere_revision_semantica,1,125,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,6119|9111,"6119 Otros trabajadores en actividades agrícolas, no clasificados anteriormente || 9111 Trabajadores de apoyo en actividades agrícolas"
5246,1,5,2370,2634,8,8,original_coincide_con_consenso_oficial,2,125,"Mecánicos, ajustadores, instaladores y trabajadores de mantenimiento y reparación de maquinaria, instrumentos industriales y equipos de refrigeración",2634|2638,"2634 Mecánicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2638 Mecánicos en instalación, mantenimiento y reparación de equipos de refrigeración, climas y aire acondicionado."
5380,1,6,3270,8131,8,NA,requiere_revision_semantica,1,125,Operadores de máquinas para el tratamiento de sustancias químicas y agua,8131|8134,8131 Operadores de máquinas para la elaboración de productos químicos || 8134 Operadores de máquinas para el tratamiento de agua
1204,1,5,3270,2621,2,NA,requiere_revision_semantica,1,125,"Técnicos en ingeniería química, industrial y mecánica",2621|2631|2633|2635|2637|2645,"2621 Auxiliares y técnicos industriales y químicos || 2631 Técnicos en mantenimiento y reparación de vehículos de motor || 2633 Técnicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2635 Técnicos en mantenimiento y reparación de instrumentos de precisión y musicales || 2637 Técnicos en la instalación, reparación y mantenimiento de equipos de refrigeración, climas y aire acondicionado || 2645 Técnicos en reparación de equipos electromecánicos"
2121,1,3,5310,1211,2,NA,requiere_revision_semantica,1,125,"Directores, gerentes y administradores de área o establecimientos de finanzas, contabilidad, recursos humanos, administración e impartición de justicia",1211|1212|1224|1321,"1211 Directores y gerentes en administración, recursos humanos y mercadotecnia || 1212 Directores y gerentes en servicios contables, financieros, banca y seguros || 1224 Jueces de juzgado, directores y gerentes en servicios legales y procuración de justicia || 1321 Directores y gerentes en informática"
4109,3,2,1130,6119,12,NA,requiere_revision_semantica,1,125,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,6119|9111,"6119 Otros trabajadores en actividades agrícolas, no clasificados anteriormente || 9111 Trabajadores de apoyo en actividades agrícolas"
4109,4,2,1130,6119,13,NA,requiere_revision_semantica,1,125,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,6119|9111,"6119 Otros trabajadores en actividades agrícolas, no clasificados anteriormente || 9111 Trabajadores de apoyo en actividades agrícolas"
6121,1,7,4810,1623,2,2,original_coincide_con_consenso_oficial,1,125,"Jefes de departamento, coordinadores y supervisores en la coordinación del transporte",1623|2661|2662|8301,"1623 Coordinadores y jefes de área en servicios de transporte || 2661 Controladores de tráfico aéreo || 2662 Controladores de tráfico de otros transportes (terrestre, ferroviario y marítimo) || 8301 Supervisores de conductores de transporte y de maquinaria móvil"
2124,2,3,3380,1312,2,2,original_coincide_con_consenso_oficial,1,125,"Directores, gerentes y administradores de área o establecimientos en actividades de producción en industrias manufactureras, en la construcción y los servicios de reparación y mantenimiento",1312|1313|1314|1315,"1312 Directores y gerentes en producción minera, petrolera y gas || 1313 Directores y gerentes en generación y provisión de energía eléctrica y agua || 1314 Directores y gerentes en producción manufacturera || 1315 Directores y gerentes en construcción, reparación y mantenimiento"
1423,2,3,3380,2541,5,5,original_coincide_con_consenso_oficial,1,125,Decoradores y diseñadores,2541|2542|2543|2544,"2541 Diseñadores de moda y vestuario || 2542 Diseñadores industriales || 2543 Diseñadores gráficos || 2544 Decoradores de interiores, jardines y diversos materiales (tazas, llaveros, etcétera)"
4151,1,2,1122,6212,13,NA,requiere_revision_semantica,3,124,Trabajadores en actividades de acuacultura,6212|9122,6212 Trabajadores en actividades de acuacultura || 9122 Trabajadores de apoyo en actividades de acuicultura y pesca
2124,1,2,8111,1312,2,2,original_coincide_con_consenso_oficial,1,124,"Directores, gerentes y administradores de área o establecimientos en actividades de producción en industrias manufactureras, en la construcción y los servicios de reparación y mantenimiento",1312|1313|1314|1315,"1312 Directores y gerentes en producción minera, petrolera y gas || 1313 Directores y gerentes en generación y provisión de energía eléctrica y agua || 1314 Directores y gerentes en producción manufacturera || 1315 Directores y gerentes en construcción, reparación y mantenimiento"
7121,1,3,5322,8344,9,NA,requiere_revision_semantica,1,124,Repartidores,8344|9723,8344 Conductores de motocicleta || 9723 Repartidores de mercancías (a pie y en bicicleta)
2121,1,2,4620,1211,2,NA,requiere_revision_semantica,1,124,"Directores, gerentes y administradores de área o establecimientos de finanzas, contabilidad, recursos humanos, administración e impartición de justicia",1211|1212|1224|1321,"1211 Directores y gerentes en administración, recursos humanos y mercadotecnia || 1212 Directores y gerentes en servicios contables, financieros, banca y seguros || 1224 Jueces de juzgado, directores y gerentes en servicios legales y procuración de justicia || 1321 Directores y gerentes en informática"
7201,1,4,4652,4224,3,NA,requiere_revision_semantica,1,124,Vendedores ambulantes de artículos diversos,4224|9512|9661|9663,4224 Vendedores por catálogo || 9512 Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos) || 9661 Recolectores de basura y material reciclable || 9663 Recolectores de otros materiales
1250,4,5,6112,2531,3,NA,requiere_revision_semantica,1,124,Técnicos en ciencias sociales,2531|2532|2711,2531 Auxiliares en ciencias sociales y humanistas || 2532 Auxiliares en servicios jurídicos || 2711 Auxiliares y técnicos en pedagogía y en educación
6260,1,6,3230,3141,3,3,original_coincide_con_consenso_oficial,1,124,"Despachadores, checadores y similares en la operación del transporte",3141|3142,3141 Despachadores de transporte || 3142 Checadores y revisores de transporte
2121,1,2,5411,1211,2,NA,requiere_revision_semantica,1,124,"Directores, gerentes y administradores de área o establecimientos de finanzas, contabilidad, recursos humanos, administración e impartición de justicia",1211|1212|1224|1321,"1211 Directores y gerentes en administración, recursos humanos y mercadotecnia || 1212 Directores y gerentes en servicios contables, financieros, banca y seguros || 1224 Jueces de juzgado, directores y gerentes en servicios legales y procuración de justicia || 1321 Directores y gerentes en informática"
5190,1,4,2381,NA,NA,NA,original_tampoco_resuelve,1,124,NA,NA,NA
8150,1,7,5615,3222,4,NA,requiere_revision_semantica,1,124,"Trabajadores de apoyo para la realización de espectáculos, turismo y deporte",3222|4233|5251|5254|9713,"3222 Guías de turismo en museos, casinos, parques, cines y otros centros recreativos || 4233 Modelos de moda, arte y publicidad || 5251 Astrólogos, adivinadores y afines || 5254 Entrenadores de animales y ocupaciones relacionadas con el cuidado de mascotas || 9713 Trabajadores de apoyo a la realización de espectáculos, deportes y en parques de diversiones"
6121,1,6,3330,1623,1,NA,requiere_revision_semantica,1,124,"Jefes de departamento, coordinadores y supervisores en la coordinación del transporte",1623|2661|2662|8301,"1623 Coordinadores y jefes de área en servicios de transporte || 2661 Controladores de tráfico aéreo || 2662 Controladores de tráfico de otros transportes (terrestre, ferroviario y marítimo) || 8301 Supervisores de conductores de transporte y de maquinaria móvil"
6260,1,3,3110,3141,3,3,original_coincide_con_consenso_oficial,1,124,"Despachadores, checadores y similares en la operación del transporte",3141|3142,3141 Despachadores de transporte || 3142 Checadores y revisores de transporte
6180,1,6,4620,1723,1,NA,requiere_revision_semantica,1,124,"Otros jefes de departamento, coordinadores y supervisores en actividades no clasificadas anteriormente",1723|5201|9601,"1723 Coordinadores y jefes de área en servicios funerarios y otros servicios || 5201 Supervisores y encargados de trabajadores en cuidados personales y del hogar || 9601 Supervisores en limpieza, amas de llaves, mayordomos y en estacionamientos"
1230,1,6,3240,2612,2,NA,requiere_revision_semantica,2,124,Técnicos laboratoristas químicos y biólogos,2612|2813|2827,"2612 Auxiliares y técnicos en ciencias biológicas, químicas y del medio ambiente || 2813 Técnicos de laboratorios médicos || 2827 Fumigadores y controladores de plagas"
5400,1,5,6241,9236,10,10,original_coincide_con_consenso_oficial,1,124,"Ayudantes, peones y similares en la fabricación de alimentos, bebidas y productos de tabaco",9236|9411,"9236 Trabajadores de apoyo en la industria de alimentos, bebidas y productos de tabaco || 9411 Ayudantes en la preparación de alimentos"
6110,1,5,5310,1512,1,NA,requiere_revision_semantica,1,124,"Jefes de departamento, coordinadores y supervisores en contabilidad y finanzas",1512|3101,"1512 Coordinadores y jefes de área en servicios contables, financieros, banca y seguros || 3101 Supervisores de secretarias, capturistas, cajeros y trabajadores de control de archivo y transporte"
7201,2,2,4612,4224,3,NA,requiere_revision_semantica,3,123,Vendedores ambulantes de artículos diversos,4224|9512|9661|9663,4224 Vendedores por catálogo || 9512 Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos) || 9661 Recolectores de basura y material reciclable || 9663 Recolectores de otros materiales
6150,1,5,5611,1721,1,1,original_coincide_con_consenso_oficial,1,123,"Jefes de departamento, coordinadores y supervisores en servicios culturales y de esparcimiento",1721|1722,"1721 Coordinadores y jefes de área en actividades artísticas, de cine, teatro y afines || 1722 Coordinadores y jefes de área en museos, cines, deportivos y servicios culturales"
5190,1,6,6132,NA,NA,NA,original_tampoco_resuelve,1,123,NA,NA,NA
6180,1,3,7131,1723,2,NA,requiere_revision_semantica,1,123,"Otros jefes de departamento, coordinadores y supervisores en actividades no clasificadas anteriormente",1723|5201|9601,"1723 Coordinadores y jefes de área en servicios funerarios y otros servicios || 5201 Supervisores y encargados de trabajadores en cuidados personales y del hogar || 9601 Supervisores en limpieza, amas de llaves, mayordomos y en estacionamientos"
2124,1,4,8111,1312,2,2,original_coincide_con_consenso_oficial,1,123,"Directores, gerentes y administradores de área o establecimientos en actividades de producción en industrias manufactureras, en la construcción y los servicios de reparación y mantenimiento",1312|1313|1314|1315,"1312 Directores y gerentes en producción minera, petrolera y gas || 1313 Directores y gerentes en generación y provisión de energía eléctrica y agua || 1314 Directores y gerentes en producción manufacturera || 1315 Directores y gerentes en construcción, reparación y mantenimiento"
6100,1,7,6212,1521,2,2,original_coincide_con_consenso_oficial,2,122,"Jefes de departamento, coordinadores y supervisores en servicios de salud y asistencia social",1521|2524,"1521 Coordinadores y jefes de área en servicios de salud, protección civil y medio ambiente || 2524 Inspectores en seguridad social, de precios y otros inspectores públicos"
2121,1,3,5230,1211,2,NA,requiere_revision_semantica,1,122,"Directores, gerentes y administradores de área o establecimientos de finanzas, contabilidad, recursos humanos, administración e impartición de justicia",1211|1212|1224|1321,"1211 Directores y gerentes en administración, recursos humanos y mercadotecnia || 1212 Directores y gerentes en servicios contables, financieros, banca y seguros || 1224 Jueces de juzgado, directores y gerentes en servicios legales y procuración de justicia || 1321 Directores y gerentes en informática"
6160,1,3,8122,1711,2,2,original_coincide_con_consenso_oficial,1,122,"Jefes de departamento, coordinadores y supervisores en servicios de restaurante, hospedaje y comercio",1711|1712,"1711 Coordinadores y jefes de área de ventas, comercialización y alquiler || 1712 Coordinadores y jefes de área de restaurantes y hoteles"
6160,1,5,4320,1711,1,1,original_coincide_con_consenso_oficial,1,122,"Jefes de departamento, coordinadores y supervisores en servicios de restaurante, hospedaje y comercio",1711|1712,"1711 Coordinadores y jefes de área de ventas, comercialización y alquiler || 1712 Coordinadores y jefes de área de restaurantes y hoteles"
1204,1,2,4310,2621,2,NA,requiere_revision_semantica,1,122,"Técnicos en ingeniería química, industrial y mecánica",2621|2631|2633|2635|2637|2645,"2621 Auxiliares y técnicos industriales y químicos || 2631 Técnicos en mantenimiento y reparación de vehículos de motor || 2633 Técnicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2635 Técnicos en mantenimiento y reparación de instrumentos de precisión y musicales || 2637 Técnicos en la instalación, reparación y mantenimiento de equipos de refrigeración, climas y aire acondicionado || 2645 Técnicos en reparación de equipos electromecánicos"
2124,2,7,3150,1312,2,2,original_coincide_con_consenso_oficial,1,122,"Directores, gerentes y administradores de área o establecimientos en actividades de producción en industrias manufactureras, en la construcción y los servicios de reparación y mantenimiento",1312|1313|1314|1315,"1312 Directores y gerentes en producción minera, petrolera y gas || 1313 Directores y gerentes en generación y provisión de energía eléctrica y agua || 1314 Directores y gerentes en producción manufacturera || 1315 Directores y gerentes en construcción, reparación y mantenimiento"
7121,1,7,4330,8344,9,NA,requiere_revision_semantica,1,121,Repartidores,8344|9723,8344 Conductores de motocicleta || 9723 Repartidores de mercancías (a pie y en bicicleta)
5141,1,4,2122,2630,2,NA,requiere_revision_semantica,1,121,"Supervisores, inspectores y similares en la fabricación metalúrgica y en la fabricación de productos eléctricos y electrónicos, la reparación y mantenimiento de maquinaria y productos metálicos y de precisión",2630|7201|8201,"2630 Supervisores de mecánicos y técnicos en mantenimiento y reparación de equipos mecánicos, vehículos de motor, instrumentos industriales y equipo de refrigeración || 7201 Supervisores de artesanos y trabajadores en el tratamiento y elaboración de productos de metal || 8201 Supervisores en procesos de ensamblado y montaje de maquinaria, herramientas y productos metálicos y electrónicos"
6260,1,6,2122,3141,3,3,original_coincide_con_consenso_oficial,1,121,"Despachadores, checadores y similares en la operación del transporte",3141|3142,3141 Despachadores de transporte || 3142 Checadores y revisores de transporte
2121,1,7,7221,1211,2,NA,requiere_revision_semantica,1,121,"Directores, gerentes y administradores de área o establecimientos de finanzas, contabilidad, recursos humanos, administración e impartición de justicia",1211|1212|1224|1321,"1211 Directores y gerentes en administración, recursos humanos y mercadotecnia || 1212 Directores y gerentes en servicios contables, financieros, banca y seguros || 1224 Jueces de juzgado, directores y gerentes en servicios legales y procuración de justicia || 1321 Directores y gerentes en informática"
2121,2,2,3320,1211,2,NA,requiere_revision_semantica,1,121,"Directores, gerentes y administradores de área o establecimientos de finanzas, contabilidad, recursos humanos, administración e impartición de justicia",1211|1212|1224|1321,"1211 Directores y gerentes en administración, recursos humanos y mercadotecnia || 1212 Directores y gerentes en servicios contables, financieros, banca y seguros || 1224 Jueces de juzgado, directores y gerentes en servicios legales y procuración de justicia || 1321 Directores y gerentes en informática"
2121,1,7,5321,1211,2,NA,requiere_revision_semantica,1,121,"Directores, gerentes y administradores de área o establecimientos de finanzas, contabilidad, recursos humanos, administración e impartición de justicia",1211|1212|1224|1321,"1211 Directores y gerentes en administración, recursos humanos y mercadotecnia || 1212 Directores y gerentes en servicios contables, financieros, banca y seguros || 1224 Jueces de juzgado, directores y gerentes en servicios legales y procuración de justicia || 1321 Directores y gerentes en informática"
6121,1,5,3160,1623,1,NA,requiere_revision_semantica,1,121,"Jefes de departamento, coordinadores y supervisores en la coordinación del transporte",1623|2661|2662|8301,"1623 Coordinadores y jefes de área en servicios de transporte || 2661 Controladores de tráfico aéreo || 2662 Controladores de tráfico de otros transportes (terrestre, ferroviario y marítimo) || 8301 Supervisores de conductores de transporte y de maquinaria móvil"
1204,1,2,9800,2621,2,NA,requiere_revision_semantica,1,121,"Técnicos en ingeniería química, industrial y mecánica",2621|2631|2633|2635|2637|2645,"2621 Auxiliares y técnicos industriales y químicos || 2631 Técnicos en mantenimiento y reparación de vehículos de motor || 2633 Técnicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2635 Técnicos en mantenimiento y reparación de instrumentos de precisión y musicales || 2637 Técnicos en la instalación, reparación y mantenimiento de equipos de refrigeración, climas y aire acondicionado || 2645 Técnicos en reparación de equipos electromecánicos"
6110,1,6,5170,1512,1,NA,requiere_revision_semantica,2,121,"Jefes de departamento, coordinadores y supervisores en contabilidad y finanzas",1512|3101,"1512 Coordinadores y jefes de área en servicios contables, financieros, banca y seguros || 3101 Supervisores de secretarias, capturistas, cajeros y trabajadores de control de archivo y transporte"
5246,1,5,3120,2634,8,8,original_coincide_con_consenso_oficial,2,120,"Mecánicos, ajustadores, instaladores y trabajadores de mantenimiento y reparación de maquinaria, instrumentos industriales y equipos de refrigeración",2634|2638,"2634 Mecánicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2638 Mecánicos en instalación, mantenimiento y reparación de equipos de refrigeración, climas y aire acondicionado."
1204,1,6,5110,2621,2,NA,requiere_revision_semantica,1,120,"Técnicos en ingeniería química, industrial y mecánica",2621|2631|2633|2635|2637|2645,"2621 Auxiliares y técnicos industriales y químicos || 2631 Técnicos en mantenimiento y reparación de vehículos de motor || 2633 Técnicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2635 Técnicos en mantenimiento y reparación de instrumentos de precisión y musicales || 2637 Técnicos en la instalación, reparación y mantenimiento de equipos de refrigeración, climas y aire acondicionado || 2645 Técnicos en reparación de equipos electromecánicos"
5380,1,2,3250,8131,9,NA,requiere_revision_semantica,1,120,Operadores de máquinas para el tratamiento de sustancias químicas y agua,8131|8134,8131 Operadores de máquinas para la elaboración de productos químicos || 8134 Operadores de máquinas para el tratamiento de agua
8150,1,7,7210,3222,4,NA,requiere_revision_semantica,1,120,"Trabajadores de apoyo para la realización de espectáculos, turismo y deporte",3222|4233|5251|5254|9713,"3222 Guías de turismo en museos, casinos, parques, cines y otros centros recreativos || 4233 Modelos de moda, arte y publicidad || 5251 Astrólogos, adivinadores y afines || 5254 Entrenadores de animales y ocupaciones relacionadas con el cuidado de mascotas || 9713 Trabajadores de apoyo a la realización de espectáculos, deportes y en parques de diversiones"
8100,4,2,7222,5112,4,4,original_coincide_con_consenso_oficial,1,120,Fonderos (preparan y sirven alimentos) en establecimientos,5112|5114,"5112 Fonderos, vendedores y comerciantes de comida || 5114 Taqueros y preparadores de comida rápida, antojitos, pizzas, hot dogs, jugos, café, etcétera"
6110,1,5,4310,1512,1,NA,requiere_revision_semantica,1,120,"Jefes de departamento, coordinadores y supervisores en contabilidad y finanzas",1512|3101,"1512 Coordinadores y jefes de área en servicios contables, financieros, banca y seguros || 3101 Supervisores de secretarias, capturistas, cajeros y trabajadores de control de archivo y transporte"
8150,4,3,8130,3222,4,NA,requiere_revision_semantica,1,120,"Trabajadores de apoyo para la realización de espectáculos, turismo y deporte",3222|4233|5251|5254|9713,"3222 Guías de turismo en museos, casinos, parques, cines y otros centros recreativos || 4233 Modelos de moda, arte y publicidad || 5251 Astrólogos, adivinadores y afines || 5254 Entrenadores de animales y ocupaciones relacionadas con el cuidado de mascotas || 9713 Trabajadores de apoyo a la realización de espectáculos, deportes y en parques de diversiones"
6150,1,7,5615,1721,2,2,original_coincide_con_consenso_oficial,1,120,"Jefes de departamento, coordinadores y supervisores en servicios culturales y de esparcimiento",1721|1722,"1721 Coordinadores y jefes de área en actividades artísticas, de cine, teatro y afines || 1722 Coordinadores y jefes de área en museos, cines, deportivos y servicios culturales"
6110,1,6,4631,1512,1,NA,requiere_revision_semantica,1,120,"Jefes de departamento, coordinadores y supervisores en contabilidad y finanzas",1512|3101,"1512 Coordinadores y jefes de área en servicios contables, financieros, banca y seguros || 3101 Supervisores de secretarias, capturistas, cajeros y trabajadores de control de archivo y transporte"
5141,1,5,2370,2630,2,NA,requiere_revision_semantica,1,120,"Supervisores, inspectores y similares en la fabricación metalúrgica y en la fabricación de productos eléctricos y electrónicos, la reparación y mantenimiento de maquinaria y productos metálicos y de precisión",2630|7201|8201,"2630 Supervisores de mecánicos y técnicos en mantenimiento y reparación de equipos mecánicos, vehículos de motor, instrumentos industriales y equipo de refrigeración || 7201 Supervisores de artesanos y trabajadores en el tratamiento y elaboración de productos de metal || 8201 Supervisores en procesos de ensamblado y montaje de maquinaria, herramientas y productos metálicos y electrónicos"
1204,1,5,5411,2621,2,NA,requiere_revision_semantica,1,120,"Técnicos en ingeniería química, industrial y mecánica",2621|2631|2633|2635|2637|2645,"2621 Auxiliares y técnicos industriales y químicos || 2631 Técnicos en mantenimiento y reparación de vehículos de motor || 2633 Técnicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2635 Técnicos en mantenimiento y reparación de instrumentos de precisión y musicales || 2637 Técnicos en la instalación, reparación y mantenimiento de equipos de refrigeración, climas y aire acondicionado || 2645 Técnicos en reparación de equipos electromecánicos"
2121,1,3,4320,1211,2,NA,requiere_revision_semantica,1,119,"Directores, gerentes y administradores de área o establecimientos de finanzas, contabilidad, recursos humanos, administración e impartición de justicia",1211|1212|1224|1321,"1211 Directores y gerentes en administración, recursos humanos y mercadotecnia || 1212 Directores y gerentes en servicios contables, financieros, banca y seguros || 1224 Jueces de juzgado, directores y gerentes en servicios legales y procuración de justicia || 1321 Directores y gerentes en informática"
6160,2,2,4350,1711,2,2,original_coincide_con_consenso_oficial,1,119,"Jefes de departamento, coordinadores y supervisores en servicios de restaurante, hospedaje y comercio",1711|1712,"1711 Coordinadores y jefes de área de ventas, comercialización y alquiler || 1712 Coordinadores y jefes de área de restaurantes y hoteles"
5246,1,5,4611,2634,8,8,original_coincide_con_consenso_oficial,1,119,"Mecánicos, ajustadores, instaladores y trabajadores de mantenimiento y reparación de maquinaria, instrumentos industriales y equipos de refrigeración",2634|2638,"2634 Mecánicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2638 Mecánicos en instalación, mantenimiento y reparación de equipos de refrigeración, climas y aire acondicionado."
6160,1,6,3270,1711,1,1,original_coincide_con_consenso_oficial,1,119,"Jefes de departamento, coordinadores y supervisores en servicios de restaurante, hospedaje y comercio",1711|1712,"1711 Coordinadores y jefes de área de ventas, comercialización y alquiler || 1712 Coordinadores y jefes de área de restaurantes y hoteles"
1204,1,7,5322,2621,2,NA,requiere_revision_semantica,1,118,"Técnicos en ingeniería química, industrial y mecánica",2621|2631|2633|2635|2637|2645,"2621 Auxiliares y técnicos industriales y químicos || 2631 Técnicos en mantenimiento y reparación de vehículos de motor || 2633 Técnicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2635 Técnicos en mantenimiento y reparación de instrumentos de precisión y musicales || 2637 Técnicos en la instalación, reparación y mantenimiento de equipos de refrigeración, climas y aire acondicionado || 2645 Técnicos en reparación de equipos electromecánicos"
8150,1,7,8121,3222,4,NA,requiere_revision_semantica,1,118,"Trabajadores de apoyo para la realización de espectáculos, turismo y deporte",3222|4233|5251|5254|9713,"3222 Guías de turismo en museos, casinos, parques, cines y otros centros recreativos || 4233 Modelos de moda, arte y publicidad || 5251 Astrólogos, adivinadores y afines || 5254 Entrenadores de animales y ocupaciones relacionadas con el cuidado de mascotas || 9713 Trabajadores de apoyo a la realización de espectáculos, deportes y en parques de diversiones"
1204,1,5,4671,2621,2,NA,requiere_revision_semantica,1,118,"Técnicos en ingeniería química, industrial y mecánica",2621|2631|2633|2635|2637|2645,"2621 Auxiliares y técnicos industriales y químicos || 2631 Técnicos en mantenimiento y reparación de vehículos de motor || 2633 Técnicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2635 Técnicos en mantenimiento y reparación de instrumentos de precisión y musicales || 2637 Técnicos en la instalación, reparación y mantenimiento de equipos de refrigeración, climas y aire acondicionado || 2645 Técnicos en reparación de equipos electromecánicos"
6121,1,4,4870,1623,2,2,original_coincide_con_consenso_oficial,1,118,"Jefes de departamento, coordinadores y supervisores en la coordinación del transporte",1623|2661|2662|8301,"1623 Coordinadores y jefes de área en servicios de transporte || 2661 Controladores de tráfico aéreo || 2662 Controladores de tráfico de otros transportes (terrestre, ferroviario y marítimo) || 8301 Supervisores de conductores de transporte y de maquinaria móvil"
6160,1,6,5310,1711,1,1,original_coincide_con_consenso_oficial,1,118,"Jefes de departamento, coordinadores y supervisores en servicios de restaurante, hospedaje y comercio",1711|1712,"1711 Coordinadores y jefes de área de ventas, comercialización y alquiler || 1712 Coordinadores y jefes de área de restaurantes y hoteles"
1250,1,3,6121,2531,3,NA,requiere_revision_semantica,1,118,Técnicos en ciencias sociales,2531|2532|2711,2531 Auxiliares en ciencias sociales y humanistas || 2532 Auxiliares en servicios jurídicos || 2711 Auxiliares y técnicos en pedagogía y en educación
5246,1,5,2123,2634,8,8,original_coincide_con_consenso_oficial,1,118,"Mecánicos, ajustadores, instaladores y trabajadores de mantenimiento y reparación de maquinaria, instrumentos industriales y equipos de refrigeración",2634|2638,"2634 Mecánicos en mantenimiento y reparación de maquinaria e instrumentos industriales || 2638 Mecánicos en instalación, mantenimiento y reparación de equipos de refrigeración, climas y aire acondicionado."
