cmo,classification,method,rule_id,records,population
1390,alta_damian,consenso_destinos_oficiales,OFICIAL_1390,152,30543
7201,alta_damian,consenso_destinos_oficiales,OFICIAL_7201,1520,404223
6100,alta_damian,consenso_destinos_oficiales,OFICIAL_6100,220,44470
1204,alta_damian,consenso_destinos_oficiales,OFICIAL_1204,39,6536
4170,alta_damian,consenso_destinos_oficiales,OFICIAL_4170,114,32389
6180,alta_damian,consenso_destinos_oficiales,OFICIAL_6180,8,2302
6121,alta_damian,consenso_destinos_oficiales,OFICIAL_6121,194,63894
5111,alta_damian,consenso_destinos_oficiales,OFICIAL_5111,52,10227
4120,alta_damian,consenso_destinos_oficiales,OFICIAL_4120,642,154239
4109,alta_damian,consenso_destinos_oficiales,OFICIAL_4109,187,43443
5380,alta_damian,consenso_destinos_oficiales,OFICIAL_5380,126,48291
2133,alta_damian,consenso_destinos_oficiales,OFICIAL_2133,18,3798
5410,alta_damian,consenso_destinos_oficiales,OFICIAL_5410,48,7842
1205,alta_damian,consenso_destinos_oficiales,OFICIAL_1205,11,2045
5249,alta_damian,consenso_destinos_oficiales,OFICIAL_5249,17,5042
4134,alta_damian,consenso_destinos_oficiales,OFICIAL_4134,73,20232
1230,alta_damian,consenso_destinos_oficiales,OFICIAL_1230,4,1902
4119,alta_damian,consenso_destinos_oficiales,OFICIAL_4119,65,18905
4151,alta_damian,consenso_destinos_oficiales,OFICIAL_4151,28,10453
5170,alta_damian,consenso_destinos_oficiales,OFICIAL_5170,7,3000
4160,alta_damian,consenso_destinos_oficiales,OFICIAL_4160,50,8027
5159,alta_damian,consenso_destinos_oficiales,OFICIAL_5159,1,37
8310,alta_damian,consenso_destinos_oficiales,OFICIAL_8310,3,292
5141,alta_damian,consenso_destinos_oficiales,OFICIAL_5141,3,543
4139,alta_damian,consenso_destinos_oficiales,OFICIAL_4139,1,403
