cmo,sinco4d,destino,pos_ocu,emple7c,isco88_damian,clase_egp13_damian
7201,9512,Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos),1,2,9112,11
7201,9512,Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos),1,3,9112,11
7201,9512,Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos),1,4,9112,11
7201,9512,Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos),1,5,9112,10
7201,9512,Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos),1,6,9112,10
7201,9512,Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos),1,7,9112,11
7201,9512,Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos),2,1,9112,5
7201,9512,Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos),2,2,9112,5
7201,9512,Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos),2,3,9112,5
7201,9512,Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos),2,4,9112,5
7201,9512,Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos),2,5,9112,1
7201,9512,Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos),2,6,9112,1
7201,9512,Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos),2,7,9112,NA
7201,9512,Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos),3,1,9112,11
7201,9512,Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos),3,2,9112,11
7201,9512,Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos),3,3,9112,11
7201,9512,Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos),3,4,9112,11
7201,9512,Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos),3,5,9112,NA
7201,9512,Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos),3,6,9112,NA
7201,9512,Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos),3,7,9112,NA
7201,9512,Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos),4,1,9112,11
7201,9512,Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos),4,2,9112,11
7201,9512,Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos),4,3,9112,11
7201,9512,Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos),4,4,9112,11
7201,9512,Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos),4,5,9112,10
7201,9512,Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos),4,6,9112,10
7201,9512,Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos),4,7,9112,11
7201,9661,Recolectores de basura y material reciclable,1,1,9161,11
7201,9661,Recolectores de basura y material reciclable,1,2,9161,11
7201,9661,Recolectores de basura y material reciclable,1,3,9161,11
7201,9661,Recolectores de basura y material reciclable,1,4,9161,11
7201,9661,Recolectores de basura y material reciclable,1,5,9161,10
7201,9661,Recolectores de basura y material reciclable,1,6,9161,10
7201,9661,Recolectores de basura y material reciclable,1,7,9161,11
7201,9661,Recolectores de basura y material reciclable,2,1,9161,5
7201,9661,Recolectores de basura y material reciclable,2,2,9161,5
7201,9661,Recolectores de basura y material reciclable,2,3,9161,5
7201,9661,Recolectores de basura y material reciclable,2,4,9161,5
7201,9661,Recolectores de basura y material reciclable,2,5,9161,1
7201,9661,Recolectores de basura y material reciclable,2,6,9161,1
7201,9661,Recolectores de basura y material reciclable,2,7,9161,NA
7201,9661,Recolectores de basura y material reciclable,3,1,9161,11
7201,9661,Recolectores de basura y material reciclable,3,2,9161,11
7201,9661,Recolectores de basura y material reciclable,3,3,9161,11
7201,9661,Recolectores de basura y material reciclable,3,4,9161,11
7201,9661,Recolectores de basura y material reciclable,3,5,9161,NA
7201,9661,Recolectores de basura y material reciclable,3,6,9161,NA
7201,9661,Recolectores de basura y material reciclable,3,7,9161,NA
7201,9661,Recolectores de basura y material reciclable,4,1,9161,11
7201,9661,Recolectores de basura y material reciclable,4,2,9161,11
7201,9661,Recolectores de basura y material reciclable,4,3,9161,11
7201,9661,Recolectores de basura y material reciclable,4,4,9161,11
7201,9661,Recolectores de basura y material reciclable,4,5,9161,10
7201,9661,Recolectores de basura y material reciclable,4,6,9161,10
7201,9661,Recolectores de basura y material reciclable,4,7,9161,11
7201,9663,Recolectores de otros materiales,1,1,9213,11
7201,9663,Recolectores de otros materiales,1,2,9213,11
7201,9663,Recolectores de otros materiales,1,3,9213,11
7201,9663,Recolectores de otros materiales,1,4,9213,11
7201,9663,Recolectores de otros materiales,1,5,9213,10
7201,9663,Recolectores de otros materiales,1,6,9213,10
7201,9663,Recolectores de otros materiales,1,7,9213,11
7201,9663,Recolectores de otros materiales,2,1,9213,5
7201,9663,Recolectores de otros materiales,2,2,9213,5
7201,9663,Recolectores de otros materiales,2,3,9213,5
7201,9663,Recolectores de otros materiales,2,4,9213,5
7201,9663,Recolectores de otros materiales,2,5,9213,1
7201,9663,Recolectores de otros materiales,2,6,9213,1
7201,9663,Recolectores de otros materiales,2,7,9213,NA
7201,9663,Recolectores de otros materiales,3,1,9213,11
7201,9663,Recolectores de otros materiales,3,2,9213,11
7201,9663,Recolectores de otros materiales,3,3,9213,11
7201,9663,Recolectores de otros materiales,3,4,9213,11
7201,9663,Recolectores de otros materiales,3,5,9213,NA
7201,9663,Recolectores de otros materiales,3,6,9213,NA
7201,9663,Recolectores de otros materiales,3,7,9213,NA
7201,9663,Recolectores de otros materiales,4,1,9213,11
7201,9663,Recolectores de otros materiales,4,2,9213,11
7201,9663,Recolectores de otros materiales,4,3,9213,11
7201,9663,Recolectores de otros materiales,4,4,9213,11
7201,9663,Recolectores de otros materiales,4,5,9213,10
7201,9663,Recolectores de otros materiales,4,6,9213,10
7201,9663,Recolectores de otros materiales,4,7,9213,11
