cmo,aux,old_value,new_value,n,w1,w2,old_official,forward,unique_forward,reverse,unique_reverse,train_n,validation_n,train_forward,validation_forward,train_reverse,validation_reverse,train_unique_forward,validation_unique_forward,train_unique_reverse,validation_unique_reverse,feature,passes,rescata_original,motivo
1230,5411,2,3,1,102,103,TRUE,0.08063241106719368,FALSE,1,TRUE,NA,1,NA,0.09156193895870736,NA,1,NA,FALSE,NA,TRUE,p4a,FALSE,FALSE,muestra_insuficiente
1230,5411,2,2,3,1163,988,TRUE,0.9193675889328063,TRUE,1,TRUE,1,2,1,0.9084380610412927,1,1,TRUE,TRUE,TRUE,TRUE,p4a,FALSE,TRUE,muestra_insuficiente
6101,6142,1,1,2,279,361,TRUE,1,TRUE,1,TRUE,2,NA,1,NA,1,NA,TRUE,NA,TRUE,NA,p4a,FALSE,TRUE,muestra_insuficiente
1204,3360,2,2,16,3239,3248,TRUE,0.3859628217349857,FALSE,1,TRUE,7,9,0.3136231884057971,0.5023313646254274,1,1,FALSE,TRUE,TRUE,TRUE,p4a,FALSE,TRUE,sin_mayoria_reciproca_estable
7201,4632,3,6,34,10980,10442,TRUE,0.245533218542454,FALSE,1,TRUE,19,15,0.2779234174223215,0.2103962703962704,1,1,FALSE,FALSE,TRUE,TRUE,p4a,FALSE,FALSE,sin_mayoria_reciproca_estable
6101,9313,1,2,53,12726,14171,TRUE,0.5949230984993689,TRUE,1,TRUE,25,28,0.4804728731264513,0.6859108836116472,1,1,TRUE,TRUE,TRUE,TRUE,p4a,FALSE,FALSE,sin_mayoria_reciproca_estable
1230,6132,2,2,3,491,519,TRUE,1,TRUE,1,TRUE,2,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,p4a,FALSE,TRUE,muestra_insuficiente
7201,4612,3,11,22,5911,5601,TRUE,0.7412841735640833,TRUE,1,TRUE,13,9,0.7649122807017544,0.5987654320987654,1,1,TRUE,TRUE,TRUE,TRUE,p4a,TRUE,FALSE,candidato_estadistico_no_aprobado_semanticamente
5100,7221,1,1,1,197,199,TRUE,0.25353925353925355,FALSE,1,TRUE,1,NA,0.25353925353925355,NA,1,NA,FALSE,NA,TRUE,NA,p4a,FALSE,TRUE,muestra_insuficiente
2125,6251,2,1,2,209,213,TRUE,1,TRUE,1,TRUE,NA,2,NA,1,NA,1,NA,TRUE,NA,TRUE,p4a,FALSE,FALSE,muestra_insuficiente
