sinco2019,sinco2011,n_destinos_2011,calidad_puente,pagina_pdf,fuente_url
5413,5413,1,Directa,376,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
5419,,0,Sin equivalencia,376,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
6101,6101,1,Directa,376,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
6111,6111,1,Directa,376,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
6112,6112,1,Directa,376,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
6113,6113,1,Directa,376,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
6114,6114,1,Directa,376,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
6115,6115,1,Directa,376,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
6116,6116,1,Directa,376,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
6117,6117,1,Directa,376,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
6119,6119,1,Directa,376,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
6121,6121,1,Directa,377,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
6122,6122,1,Directa,377,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
6123,6123,1,Directa,377,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
6124,6124,1,Directa,377,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
6125,6125,1,Directa,377,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
6126,6126,1,Directa,377,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
6127,6127,1,Directa,377,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
6128,6128,1,Directa,377,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
6129,6129,1,Directa,377,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
6131,6131,1,Directa,377,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
6201,6201,1,Directa,377,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
6211,6211,1,Directa,377,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
6212,6212,1,Directa,377,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
6213,6213,1,Directa,377,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
6221,6221,1,Directa,378,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
6222,6222,1,Directa,378,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
6223,6223,1,Directa,378,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
6224,6224,1,Directa,378,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
6225,6225,1,Directa,378,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
6226,6226,1,Directa,378,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
6227,6227,1,Directa,378,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
6231,6231,1,Directa,378,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
6311,6311,1,Directa,378,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
6999,6999,1,Directa,378,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7101,7101,1,Directa,378,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7111,7111,1,Directa,379,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7112,7112,1,Directa,379,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7113,7113,1,Directa,379,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7121,7121,1,Directa,379,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7122,7122,1,Directa,379,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7123,7123,1,Directa,379,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7131,7131,1,Directa,379,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7132,7132,1,Directa,379,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7133,7133,1,Directa,379,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7134,7134,1,Directa,379,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7135,7135,1,Directa,379,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7199,,0,Sin equivalencia,379,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7201,7201,1,Directa,379,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7211,7211,1,Directa,380,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7212,7212,1,Directa,380,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7213,7213,1,Directa,380,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7214,7214,1,Directa,380,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7221,7221,1,Directa,380,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7222,7222,1,Directa,380,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7223,7223,1,Directa,380,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7299,,0,Sin equivalencia,380,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7301,7301,1,Directa,380,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7311,7311,1,Directa,380,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7312,7312,1,Directa,380,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7313,7313,1,Directa,380,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7321,7321,1,Directa,381,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7322,7322,1,Directa,381,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7323,7323,1,Directa,381,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7331,7331,1,Directa,381,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7332,7332,1,Directa,381,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7341,7341,2,Múltiple,381,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7341,7352,2,Múltiple,381,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7342,7342,2,Múltiple,381,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7342,7352,2,Múltiple,381,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7343,7343,1,Directa,381,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7344,7344,1,Directa,381,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7351,7351,1,Directa,381,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7352,7352,1,Directa,381,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7353,7353,1,Directa,381,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7399,,0,Sin equivalencia,382,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7401,7401,1,Directa,382,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7411,7411,1,Directa,382,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7412,7412,1,Directa,382,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7501,7501,1,Directa,382,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7511,7511,1,Directa,382,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7512,7512,1,Directa,382,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7513,7513,1,Directa,382,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7514,7514,1,Directa,382,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7515,7515,1,Directa,383,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7516,7516,1,Directa,383,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7517,7517,1,Directa,383,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7518,7515,1,Directa,383,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7599,,0,Sin equivalencia,383,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7601,7601,1,Directa,383,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7611,7611,1,Directa,383,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7612,7612,1,Directa,383,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7613,7613,1,Directa,383,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7614,7614,1,Directa,383,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
7999,7999,1,Directa,384,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8101,8101,1,Directa,384,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8111,8111,1,Directa,384,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8112,8112,1,Directa,384,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8113,8113,1,Directa,384,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8114,8114,1,Directa,384,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8121,8121,1,Directa,384,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8122,8122,1,Directa,384,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8123,8123,1,Directa,384,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8131,8131,1,Directa,384,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8132,8132,1,Directa,384,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8133,8133,1,Directa,384,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8134,8134,1,Directa,385,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8135,8135,1,Directa,385,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8141,8141,1,Directa,385,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8142,8142,1,Directa,385,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8143,8143,1,Directa,385,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8144,8144,1,Directa,385,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8145,8145,1,Directa,385,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8151,8151,1,Directa,385,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8152,8152,1,Directa,385,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8153,8153,1,Directa,385,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8154,8154,2,Múltiple,385,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8154,8155,2,Múltiple,385,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8155,8155,1,Directa,385,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8161,8161,1,Directa,386,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8162,8162,1,Directa,386,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8163,8163,1,Directa,386,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8171,8171,1,Directa,386,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8172,8172,1,Directa,386,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8173,8173,1,Directa,386,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8181,8181,1,Directa,386,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8199,8199,1,Directa,386,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8201,8201,1,Directa,386,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8211,8211,1,Directa,386,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8212,8212,1,Directa,386,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8301,8301,1,Directa,387,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8311,8311,1,Directa,387,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8321,8321,1,Directa,387,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8322,8322,1,Directa,387,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8323,8323,1,Directa,387,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8324,8324,1,Directa,387,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8331,8331,1,Directa,387,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8341,8341,1,Directa,387,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8342,8342,1,Directa,387,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8343,8343,1,Directa,387,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8344,8344,1,Directa,387,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8349,8349,1,Directa,387,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8351,8351,1,Directa,388,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8352,8352,1,Directa,388,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
8999,8999,1,Directa,388,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9111,9111,1,Directa,388,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9112,9112,1,Directa,388,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9113,9113,1,Directa,388,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9121,9121,1,Directa,388,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9122,9122,1,Directa,388,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9123,9123,1,Directa,388,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9124,9124,1,Directa,388,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9211,9211,1,Directa,388,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9212,9212,1,Directa,389,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9213,,0,Sin equivalencia,389,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9221,9221,1,Directa,389,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9222,9222,1,Directa,389,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9231,9231,1,Directa,389,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9232,9232,1,Directa,389,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9233,9233,1,Directa,389,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9234,9234,1,Directa,389,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9235,9235,1,Directa,389,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9236,9236,1,Directa,389,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9237,9237,1,Directa,389,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9239,9239,1,Directa,389,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9311,9311,1,Directa,389,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9312,9312,1,Directa,389,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9321,9321,1,Directa,390,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9322,9322,1,Directa,390,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9331,9331,1,Directa,390,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9332,9332,1,Directa,390,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9411,9411,1,Directa,390,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9511,9511,1,Directa,390,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9512,9512,1,Directa,390,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9521,9521,1,Directa,390,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9599,,0,Sin equivalencia,390,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9601,9601,1,Directa,390,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9611,9611,1,Directa,390,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9621,9621,1,Directa,391,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9622,9622,1,Directa,391,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9623,9623,1,Directa,391,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9624,9624,1,Directa,391,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9631,9631,1,Directa,391,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9632,9632,1,Directa,391,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9633,9633,1,Directa,391,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9634,9634,1,Directa,391,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9641,9641,1,Directa,391,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9642,9642,1,Directa,391,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9643,9643,1,Directa,391,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9651,9651,1,Directa,391,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9661,9661,1,Directa,391,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9662,9662,1,Directa,391,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9663,9663,1,Directa,391,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9664,9663,1,Directa,392,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9711,9711,1,Directa,392,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9712,9712,1,Directa,392,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9713,9713,1,Directa,392,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9721,9721,1,Directa,392,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9722,9722,1,Directa,392,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9723,9723,1,Directa,392,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9731,9731,1,Directa,392,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9732,9732,1,Directa,392,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9733,9733,1,Directa,392,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9899,9899,1,Directa,392,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
9999,9999,1,Directa,392,https://www.inegi.org.mx/app/biblioteca/ficha.html?upc=702825198411
