campo_arm8,campo_arm8_desc,sinco3d,sinco3d_desc,tipo_relacion,ajuste_estricto,ajuste_amplio,fuente_base,regla_adaptacion,justificacion,estado_revision,version
8,Servicios,835,Conductores de maquinaria móvil,transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
8,Servicios,899,"Otros operadores de maquinaria industrial, ensambladores y conductores de transporte no clasiﬁcados",transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
8,Servicios,941,Ayudantes en la preparación de alimentos,directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
8,Servicios,951,Vendedores ambulantes (excluyendo los de venta de alimentos),transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
8,Servicios,952,Vendedores ambulantes de alimentos,transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
8,Servicios,960,"Supervisores en limpieza, amas de llaves, mayordomos y en estacionamientos",directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
8,Servicios,961,Trabajadores domésticos,directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
8,Servicios,962,"Trabajadores de limpieza, recamaristas, mozos de limpieza y limpiadores de calzado",directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
8,Servicios,963,Lavadores y cuidadores de vehículos,directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
8,Servicios,964,Lavanderos y planchadores,directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
8,Servicios,965,Ayudantes de jardineros,directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
8,Servicios,966,"Recolectores de desechos, material reciclable y otros materiales",directa,1,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
8,Servicios,971,"Trabajadores de paquetería, empacado y de apoyo para espectáculos",transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
8,Servicios,972,Trabajadores repartidores de mensajería y mercancías (a pie y en bicicleta),transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
8,Servicios,973,"Lecturistas de medidores, recolectores de dinero y elevadoristas",transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
8,Servicios,989,"Otros trabajadores en actividades elementales y de apoyo, no clasiﬁcados anteriormente",transversal,0,1,"Montt (2015), Anexo 2; adaptación conceptual a SINCO 2011",Revisión por descripción y especialización ocupacional SINCO,Correspondencia preliminar por afinidad del campo de conocimiento requerido,aceptada,1.0.0
