"clasificador_carrera","codigo_fuente","carrera_cmpe2011_lookup","arm8_cmpe2011_lookup","destinos_cmpe2011_posibles","estado_correspondencia_cmpe2011","nivel_evidencia_cmpe2011","fase_correspondencia_cmpe2011","soporte_codigo_n","soporte_codigo_poblacion","proporcion_modal_codigo_registros","proporcion_modal_codigo_poblacion","paneles_soporte_codigo","nivel_cobertura_codigo","regla_correspondencia_cmpe2011","version_regla"
"Carreras 2005","3611",,,"213|411|420|422|514|521|524|714","unresolved","panel","candidate",127,36344,0.503937007874016,0.506493506493506,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","3612","514","5","514","preferred","panel","accepted",368,112132,0.953804347826087,0.958914493632505,4,"alta_80_o_mas","CAR-CMPE2011-P65-0043","2026-09-13"
"Carreras 2005","3613","521","5","521","preferred","panel","accepted",57,17777,1,1,4,"alta_80_o_mas","CAR-CMPE2011-P65-0044","2026-09-13"
"Carreras 2005","3619",,,"514|521","unresolved","panel","candidate",2,1102,0.5,0.907441016333938,1,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","3621","411","4","411","preferred","panel","accepted",391,91291,0.910485933503836,0.915084729053247,4,"alta_80_o_mas","CAR-CMPE2011-P65-0045","2026-09-13"
"Carreras 2005","3631",,,"411|514|521","unresolved","panel","candidate",120,21904,0.416666666666667,0.517804967129291,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","3711","312","3","312","preferred","panel","accepted",53,21759,0.981132075471698,0.973482237235167,4,"alta_80_o_mas","CAR-CMPE2011-P65-0046","2026-09-13"
"Carreras 2005","3712","315","3","315","preferred","panel","accepted",290,59554,0.986206896551724,0.986331732545253,4,"alta_80_o_mas","CAR-CMPE2011-P65-0047","2026-09-13"
"Carreras 2005","3713","127","1","127","preferred","panel","accepted",66,15818,0.939393939393939,0.95599949424706,4,"alta_80_o_mas","CAR-CMPE2011-P65-0048","2026-09-13"
"Carreras 2005","3714",,,"312","unresolved","panel","candidate",2,375,1,1,2,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","3721","313","3","313","preferred","panel","accepted",110,43781,0.954545454545455,0.956487974235399,4,"alta_80_o_mas","CAR-CMPE2011-P65-0049","2026-09-13"
"Carreras 2005","3722","335","3","335","preferred","panel","accepted",39,6613,0.846153846153846,0.910933010736428,4,"alta_80_o_mas","CAR-CMPE2011-P65-0050","2026-09-13"
"Carreras 2005","3723","335","3","335","preferred","panel","accepted",69,17700,0.942028985507246,0.962937853107345,4,"alta_80_o_mas","CAR-CMPE2011-P65-0051","2026-09-13"
"Carreras 2005","3724","313","3","313","preferred","panel","accepted",124,56616,0.879032258064516,0.888830012717253,4,"alta_80_o_mas","CAR-CMPE2011-P65-0052","2026-09-13"
"Carreras 2005","3729",,,"332|335","unresolved","panel","candidate",2,536,0.5,0.867537313432836,1,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","3731","321","3","321","preferred","panel","accepted",858,241530,0.91025641025641,0.905299548710305,4,"alta_80_o_mas","CAR-CMPE2011-P65-0053","2026-09-13"
"Carreras 2005","3732",,,"213|321|332","unresolved","panel","candidate",27,6148,0.851851851851852,0.798308392973325,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","3741","341","3","341","preferred","panel","accepted",3320,814816,0.965361445783132,0.957348652947414,4,"alta_80_o_mas","CAR-CMPE2011-P65-0054","2026-09-13"
"Carreras 2005","3751",,,"423","unresolved","panel","candidate",27,8972,1,1,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","3799",,,"213|841","unresolved","panel","candidate",2,261,0.5,0.524904214559387,1,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","3811","211","2","211","preferred","panel","accepted",98,27725,0.744897959183674,0.681695220919748,4,"aceptada_65_a_79","CAR-CMPE2011-P65-0055","2026-09-13"
"Carreras 2005","3821","212","2","212","preferred","panel","accepted",78,24093,0.987179487179487,0.996388992653468,4,"alta_80_o_mas","CAR-CMPE2011-P65-0056","2026-09-13"
"Carreras 2005","3822",,,"212","unresolved","panel","candidate",17,5357,1,1,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","3831",,,"212","unresolved","panel","candidate",17,8029,1,1,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","3832",,,"210|212|213","unresolved","panel","candidate",5,2359,0.6,0.795676133955066,2,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","3833",,,"211","unresolved","panel","candidate",1,246,1,1,1,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","3899",,,"213","unresolved","panel","candidate",1,60,1,1,1,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","3911","314","3","314","preferred","panel","accepted",329,89501,0.993920972644377,0.996268198120691,4,"alta_80_o_mas","CAR-CMPE2011-P65-0057","2026-09-13"
"Carreras 2005","3921","335","3","335","preferred","panel","accepted",3373,845034,0.782093092202787,0.827331207975064,4,"aceptada_65_a_79","CAR-CMPE2011-P65-0058","2026-09-13"
"Carreras 2005","3922","335","3","335","preferred","panel","accepted",74,17938,0.878378378378378,0.895194559036682,4,"alta_80_o_mas","CAR-CMPE2011-P65-0059","2026-09-13"
"Carreras 2005","3923","331","3","331","preferred","panel","accepted",546,149001,0.924908424908425,0.953966751900994,4,"alta_80_o_mas","CAR-CMPE2011-P65-0060","2026-09-13"
"Carreras 2005","3924","811","8","811","preferred","panel","accepted",58,14481,0.827586206896552,0.855880118776328,4,"alta_80_o_mas","CAR-CMPE2011-P65-0061","2026-09-13"
"Carreras 2005","3929",,,"331|441","unresolved","panel","candidate",2,1479,0.5,0.933739012846518,1,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","3931","334","3","334","preferred","panel","accepted",3380,835378,0.999408284023669,0.999563072046427,4,"alta_80_o_mas","CAR-CMPE2011-P65-0062","2026-09-13"
"Carreras 2005","3932","333","3","333","preferred","panel","accepted",48,20439,0.958333333333333,0.98796418611478,4,"alta_80_o_mas","CAR-CMPE2011-P65-0063","2026-09-13"
"Carreras 2005","3941","335","3","335","preferred","panel","accepted",676,150208,0.998520710059172,0.990646303792075,4,"alta_80_o_mas","CAR-CMPE2011-P65-0064","2026-09-13"
"Carreras 2005","3951",,,"322","unresolved","panel","candidate",13,4562,1,1,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","3961","332","3","332","preferred","panel","accepted",552,151563,0.922101449275362,0.929791571821619,4,"alta_80_o_mas","CAR-CMPE2011-P65-0065","2026-09-13"
"Carreras 2005","3999",,,"225|331|811|821|841","unresolved","panel","candidate",5,486,0.2,0.292181069958848,1,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","4011","121","1","121","preferred","panel","accepted",839,197402,0.898688915375447,0.875224161862595,4,"alta_80_o_mas","CAR-CMPE2011-P65-0066","2026-09-13"
"Carreras 2005","4012","122","1","122","preferred","panel","accepted",1472,349977,0.943614130434783,0.931446923654983,4,"alta_80_o_mas","CAR-CMPE2011-P65-0067","2026-09-13"
"Carreras 2005","4021",,,"110|111|113|120|122|123|124|125|126|127|128|212|222|223|225|312|431","unresolved","panel","candidate",563,116744,0.557726465364121,0.573314260261769,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","4031","111","1","111","preferred","panel","accepted",439,174078,0.96127562642369,0.972420409241834,4,"alta_80_o_mas","CAR-CMPE2011-P65-0068","2026-09-13"
"Carreras 2005","4032",,,"110|111|120|123|125|126|127","unresolved","panel","candidate",61,12149,0.491803278688525,0.516585727220347,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","4033","110","1","110","preferred","panel","accepted",680,164510,0.905882352941176,0.929438939882074,4,"alta_80_o_mas","CAR-CMPE2011-P65-0069","2026-09-13"
"Carreras 2005","4039",,,"110","unresolved","panel","candidate",1,414,1,1,1,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","4041","128","1","128","preferred","panel","accepted",187,37169,0.994652406417112,0.996179612042293,4,"alta_80_o_mas","CAR-CMPE2011-P65-0070","2026-09-13"
"Carreras 2005","4051","126","1","126","preferred","panel","accepted",333,71020,0.96996996996997,0.959729653618699,4,"alta_80_o_mas","CAR-CMPE2011-P65-0071","2026-09-13"
"Carreras 2005","4061","126","1","126","preferred","panel","accepted",30,4364,1,1,4,"alta_80_o_mas","CAR-CMPE2011-P65-0072","2026-09-13"
"Carreras 2005","4099","120","1","120","preferred","panel","accepted",100,26653,0.96,0.945221926237197,4,"alta_80_o_mas","CAR-CMPE2011-P65-0073","2026-09-13"
"Carreras 2005","4111","532","5","532","preferred","panel","accepted",967,208136,0.980351602895553,0.967237767613484,4,"alta_80_o_mas","CAR-CMPE2011-P65-0074","2026-09-13"
"Carreras 2005","4121",,,"511|512|514|520|524","unresolved","panel","candidate",57,11001,0.543859649122807,0.622397963821471,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","4122",,,"512","unresolved","panel","candidate",6,2095,1,1,3,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","4123","524","5","524","preferred","panel","accepted",35,12894,0.828571428571429,0.879246161005119,4,"alta_80_o_mas","CAR-CMPE2011-P65-0075","2026-09-13"
"Carreras 2005","4131",,,"213|321|322|330|332|335|422|423|432|441|511|513|517","unresolved","panel","candidate",1973,529220,0.507349214394323,0.500481841200257,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","4141","512","5","512","preferred","panel","accepted",211,50384,0.95260663507109,0.873392346776754,4,"alta_80_o_mas","CAR-CMPE2011-P65-0076","2026-09-13"
"Carreras 2005","4142","512","5","512","preferred","panel","accepted",206,51065,0.985436893203884,0.971467737197689,4,"alta_80_o_mas","CAR-CMPE2011-P65-0077","2026-09-13"
"Carreras 2005","4143",,,"321|512|513|517","unresolved","panel","candidate",32,9995,0.5,0.477638819409705,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","4144","513","5","513","preferred","panel","accepted",484,129215,0.828512396694215,0.767348991990094,4,"aceptada_65_a_79","CAR-CMPE2011-P65-0078","2026-09-13"
"Carreras 2005","4151","511","5","511","preferred","panel","accepted",896,233143,0.845982142857143,0.821637364192792,4,"alta_80_o_mas","CAR-CMPE2011-P65-0079","2026-09-13"
"Carreras 2005","4152","510","5","510","preferred","panel","accepted",1299,332760,0.872209391839877,0.880415314340666,4,"alta_80_o_mas","CAR-CMPE2011-P65-0080","2026-09-13"
"Carreras 2005","4153",,,"520|523","unresolved","panel","candidate",5,1576,0.8,0.604695431472081,3,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","4154",,,"522","unresolved","panel","candidate",20,15593,1,1,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","4159",,,"335|511|520","unresolved","panel","candidate",21,6368,0.80952380952381,0.865106783919598,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","4161",,,"515|821","unresolved","panel","candidate",28,13830,0.857142857142857,0.816341287057122,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","4162",,,"515|821","unresolved","panel","candidate",21,4743,0.952380952380952,0.923044486611849,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","4163",,,"335|821","unresolved","panel","candidate",4,3103,0.75,0.968095391556558,3,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","4169",,,"821","unresolved","panel","candidate",1,46,1,1,1,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","4171","532","5","532","preferred","panel","accepted",65,12479,0.938461538461538,0.963939418222614,4,"alta_80_o_mas","CAR-CMPE2011-P65-0081","2026-09-13"
"Carreras 2005","4172",,,"423|524|532","unresolved","panel","candidate",51,8405,0.529411764705882,0.727305175490779,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","4173",,,"532","unresolved","panel","candidate",2,435,1,1,2,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","4179",,,"514","unresolved","panel","candidate",1,521,1,1,1,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","4199",,,"510|513|842","unresolved","panel","candidate",3,347,0.333333333333333,0.435158501440922,1,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","4211","431","4","431","preferred","panel","accepted",130,33983,0.976923076923077,0.964129123385222,4,"alta_80_o_mas","CAR-CMPE2011-P65-0082","2026-09-13"
"Carreras 2005","4212",,,"432","unresolved","panel","candidate",1,957,1,1,1,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","4213",,,"333|334|432","unresolved","panel","candidate",24,10778,0.916666666666667,0.982464279087029,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","4219",,,"511","unresolved","panel","candidate",1,101,1,1,1,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","4221","421","4","421","preferred","panel","accepted",58,18610,0.827586206896552,0.935464803868888,4,"alta_80_o_mas","CAR-CMPE2011-P65-0083","2026-09-13"
"Carreras 2005","4990",,,"120|211|222|331|335|341|510|813|841|842","unresolved","panel","candidate",25,5157,0.08,0.296102385107621,3,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","5110","531","5","531","preferred","panel","accepted",47,14285,0.74468085106383,0.765698284914246,4,"aceptada_65_a_79","CAR-CMPE2011-P65-0084","2026-09-13"
"Carreras 2005","5120",,,"213|214|332|511|517","unresolved","panel","candidate",15,2146,0.4,0.425442684063374,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","5210",,,"127|411|412|420|514|611","unresolved","panel","candidate",52,11461,0.634615384615385,0.631271267777681,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","5220",,,"312|412|423|516","unresolved","panel","candidate",21,7432,0.714285714285714,0.727664155005382,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","5230",,,"412|423|614","unresolved","panel","candidate",14,2216,0.642857142857143,0.834837545126354,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","5310",,,"331|423|610|611|612","unresolved","panel","candidate",23,6053,0.652173913043478,0.685940855773996,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","5320",,,"411|611|621|711","unresolved","panel","candidate",17,3855,0.529411764705882,0.570168612191958,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","5330",,,"613","unresolved","panel","candidate",2,693,1,1,2,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","5390",,,"611","unresolved","panel","candidate",1,130,1,1,1,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","5410","711","7","711","preferred","panel","accepted",279,61456,0.899641577060932,0.941209971361624,4,"alta_80_o_mas","CAR-CMPE2011-P65-0085","2026-09-13"
"Carreras 2005","5420","713","7","713","preferred","panel","accepted",33,7618,0.939393939393939,0.978209503806773,4,"alta_80_o_mas","CAR-CMPE2011-P65-0086","2026-09-13"
"Carreras 2005","5430",,,"712","unresolved","panel","candidate",12,1888,1,1,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","5440",,,"517|521|715","unresolved","panel","candidate",7,677,0.714285714285714,0.589364844903988,2,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","5450",,,"411|711","unresolved","panel","candidate",9,2192,0.444444444444444,0.527828467153285,3,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","5460",,,"311|335|420|511|710|711|717","unresolved","panel","candidate",37,8376,0.648648648648649,0.579393505253104,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","5490",,,"342|711|715","unresolved","panel","candidate",3,418,0.333333333333333,0.545454545454545,1,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","5510",,,"112|220|225|313|335","unresolved","panel","candidate",23,5953,0.130434782608696,0.461951956996472,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","5520",,,"211|224","unresolved","panel","candidate",15,1542,0.933333333333333,0.856679636835279,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","5530",,,"312","unresolved","panel","candidate",10,1850,1,1,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","5540",,,"222|223|715","unresolved","panel","candidate",26,6268,0.653846153846154,0.75877472878111,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","5550","311","3","311","preferred","panel","accepted",113,36633,0.867256637168142,0.931373351895832,4,"alta_80_o_mas","CAR-CMPE2011-P65-0087","2026-09-13"
"Carreras 2005","5560",,,"221","unresolved","panel","candidate",2,156,1,1,2,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","5590",,,"220","unresolved","panel","candidate",1,143,1,1,1,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","5610",,,"411|420|422|510|511|512|514|521|523|621|714|716","unresolved","panel","candidate",56,17396,0.267857142857143,0.405725454127386,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","5710",,,"224|310|312|315|335","unresolved","panel","candidate",32,9042,0.5625,0.568458305684583,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","5720",,,"313|330|332|335|341|412","unresolved","panel","candidate",53,11471,0.490566037735849,0.478162322378171,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","5730",,,"114|213|223|321|332|441|517","unresolved","panel","candidate",25,7041,0.6,0.502201391847749,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","5740","341","3","341","preferred","panel","accepted",195,42725,0.917948717948718,0.879204212990053,4,"alta_80_o_mas","CAR-CMPE2011-P65-0088","2026-09-13"
"Carreras 2005","5750",,,"423","unresolved","panel","candidate",4,2559,1,1,2,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","5790",,,"420","unresolved","panel","candidate",1,742,1,1,1,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","5810",,,"126|210|211|212|321|811","unresolved","panel","candidate",18,4453,0.277777777777778,0.384010779249944,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","5910",,,"312|313|314|330|331|335|341|412","unresolved","panel","candidate",47,14015,0.48936170212766,0.565822333214413,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","5920",,,"120|313|330|331|332|333|334|335|341|520|532","unresolved","panel","candidate",362,91783,0.519337016574586,0.447370428074916,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","5930",,,"331|333|334|335","unresolved","panel","candidate",93,29520,0.505376344086022,0.565481029810298,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","5940",,,"127|335","unresolved","panel","candidate",2,145,0.5,0.682758620689655,1,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","5950",,,"322","unresolved","panel","candidate",1,895,1,1,1,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","5960",,,"330|331|332|335","unresolved","panel","candidate",41,10909,0.390243902439024,0.526079383994867,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","5990",,,"311|335","unresolved","panel","candidate",2,78,0.5,0.512820512820513,1,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","6010",,,"110|111|112|113|114|120|121|122|123|124|125|126|127|128|222|223|311|312|313|330|335|341|412|431|511|811","unresolved","panel","candidate",596,125009,0.476510067114094,0.429465078514347,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","6110",,,"110|314|330|331|335|512|531|532|821","unresolved","panel","candidate",31,8474,0.645161290322581,0.591102194949257,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","6120",,,"511|512|514|524","unresolved","panel","candidate",12,1613,0.5,0.51828890266584,3,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","6130",,,"312|335|441|512|514|517|531","unresolved","panel","candidate",64,16567,0.515625,0.564495684191465,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","6140",,,"214|441|510|511|512|513|515|517","unresolved","panel","candidate",33,6360,0.484848484848485,0.474685534591195,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","6150",,,"314|330|331|335|510|511|515|520|521|522","unresolved","panel","candidate",48,13814,0.208333333333333,0.384030693499348,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","6160",,,"532","unresolved","panel","candidate",3,239,1,1,2,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","6170",,,"224|420|423|511|611","unresolved","panel","candidate",16,4809,0.4375,0.600956539821169,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","6190",,,"331|421","unresolved","panel","candidate",2,372,0.5,0.626344086021505,1,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","6210",,,"333|420|421|431|432","unresolved","panel","candidate",26,7944,0.769230769230769,0.44889224572004,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","6220",,,"334|412|421|422|516|532","unresolved","panel","candidate",20,4948,0.55,0.784357316087308,4,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","6990",,,"111|123|335|420|510|520|711","unresolved","panel","candidate",13,3431,0.0769230769230769,0.350918099679394,3,"sin_regla_aceptada",,"2026-09-13"
"Carreras 2005","7110",,,"120|121|122|123|126","unresolved","panel","candidate",1253,291062,0.520351157222666,0.562120785262247,4,"sin_regla_aceptada",,"2026-09-13"
