sinco3d,sinco4d,cmo_4d,label_cmo,propuesta,sinco4dproxy,sinco3dproxy,sinco_4d1,sinco_4d2,sinco_4d3,sinco3d1,sinco3d2,sinco3d3
151,1511,6111," Jefes de departamento, coordinadores y supervisores en administración, recursos humanos, materiales, archivo y similares",auto,,,,,,,,
162,1622,6120," Jefes de departamento, coordinadores y supervisores en comunicaciones",auto,,,,,,,,
152,1522,6132," Jefes de departamento, coordinadores y supervisores en investigaciones sociales (historia, sociología, sicología, trabajo social, etcétera)",auto,,,,,,,,
162,1629,6133," Jefes de departamento, coordinadores y supervisores en otros servicios Especializados",auto,,,,,,,,
252,2523,6140," Jefes de departamento, coordinadores y supervisores en servicios de infraestructura (agua, luz, caminos, etcétera)",auto,,,,,,,,
161,1611,6170," Jefes de departamento, coordinadores y supervisores en servicios agropecuarios, pesqueros y forestales",auto,,,,,,,,
162,1624,6190,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,auto,,,,,,,,
311,3111,6200, Secretarias,auto,,,,,,,,
311,3112,6201," Mecanógrafos, taquígrafos, estenógrafos y escribanos",auto,,,,,,,,
311,3113,6202, Capturistas de datos,auto,,,,,,,,
311,3114,6203," Operadores de máquinas de oficina (copiadora, mimeógrafo, telex, etcétera)",auto,,,,,,,,
399,3999,6209,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,auto,,,,,,,,
312,3121,6211, Taquilleros y empleados de ventanilla,auto,,,,,,,,
399,3999,6219,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,auto,,,,,,,,
313,3131,6220, Trabajadores en archivo y correspondencia,auto,,,,,,,,
313,3132,6221, Trabajadores en control de almacenes y bodegas,auto,,,,,,,,
399,3999,6229,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,auto,,,,,,,,
322,3221,6231, Trabajadores en agencias de viajes,auto,,,,,,,,
399,3999,6239,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,auto,,,,,,,,
321,3213,6240, Telefonistas,auto,,,,,,,,
321,3213,6241, Telegrafistas,auto,,,,,,,,
399,3999,6249,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,auto,,,,,,,,
972,9721,6250, Carteros,auto,,,,,,,,
972,9722,6251, Trabajadores en servicios de mensajería en general,auto,,,,,,,,
399,3999,6259,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,auto,,,,,,,,
411,4111,7100, Comerciantes en establecimientos,auto,,,,,,,,
420,4201,7110, Encargados y responsables de comercio,auto,,,,,,,,
423,4231,7120, Demostradores,auto,,,,,,,,
422,4221,7130," Agentes, representantes, distribuidores y proveedores de ventas",auto,,,,,,,,
251,2513,7132," Agentes de acciones, bonos y valores",auto,,,,,,,,
422,4222,7133,Agente de seguros,auto,,,,,,,,
251,2514,7134,Valuadores,auto,,,,,,,,
251,2514,7135,Subastadores y rematadores,auto,,,,,,,,
499,4999,7139,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,auto,,,,,,,,
499,4999,7190,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,auto,,,,,,,,
951,9511,7200, Vendedores ambulantes de periódicos y lotería,auto,,,,,,,,
951,9512,7209,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,auto,,,,,,,,
952,9521,7210, Vendedores y preparadores de alimentos en la vía pública,auto,,,,,,,,
962,9624,7211, Limpiadores de calzado,auto,,,,,,,,
255,2553,7213," Payasos, malabaristas y similares que se presentan en la vía pública",auto,,,,,,,,
933,9332,7219, Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,auto,,,,,,,,
989,9899,7290,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,auto,,,,,,,,
523,5231,8102, Azafatas y sobrecargos,auto,,,,,,,,
599,5999,8109,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,auto,,,,,,,,
964,9641,8110, Lavanderos,auto,,,,,,,,
964,9642,8111, Tintoreros y planchadores,auto,,,,,,,,
599,5999,8119,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,auto,,,,,,,,
531,5313,8120, Porteros y conserjes en establecimiento,auto,,,,,,,,
973,9733,8121,Ascensoristas y elevadoristas,auto,,,,,,,,
933,9331,8126, Cargadores y descargadores de mercancías,auto,,,,,,,,
599,5999,8129,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,auto,,,,,,,,
521,5211,8130," Peluqueros, barberos, estilistas y peinadores",auto,,,,,,,,
521,5212,8131," Maquillistas, manicuristas y pedicuristas",auto,,,,,,,,
521,5213,8132, Bañeros y masajistas,auto,,,,,,,,
599,5999,8139,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,auto,,,,,,,,
431,4312,8140," Trabajadores en servicios de alquiler de bienes muebles (autos, vajillas, maquinaria, etcétera",auto,,,,,,,,
522,5221,8151, Trabajadores en cuidados personales y asistenciales (no se incluye a las enfermeras),auto,,,,,,,,
525,5252,8152, Trabajadores dedicados a la prostitución,auto,,,,,,,,
599,5999,8159,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,auto,,,,,,,,
525,5253,8160, Trabajadores en servicios funerarios y en panteones,auto,,,,,,,,
599,5999,8190,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,auto,,,,,,,,
522,5222,8201," Personas dedicadas al cuidado de ancianos, enfermos y niños en casas particulares, excepto enfermeras",auto,,,,,,,,
834,8343,8202, Choferes en casas particulares,auto,,,,,,,,
524,5242,8203, Jardineros en casas particulares,auto,,,,,,,,
531,5314,8204, Vigilantes y porteros en casas particulares,auto,,,,,,,,
961,9611,8209,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,auto,,,,,,,,
531,5311,8300, Bomberos (contra incendio),auto,,,,,,,,
252,2521,8302, Detectives,auto,,,,,,,,
252,2522,8304, Personal de aduanas y migración,auto,,,,,,,,
599,5999,8309,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,auto,,,,,,,,
599,5999,8319,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,auto,,,,,,,,
599,5999,8390,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,auto,,,,,,,,
999,9999,9999,Ocupaciones no especificadas,auto,,,,,,,,
225,225,1104," Ingenieros químicos, industriales y mecánicos",3dmix,,225,,,,,,
242,242,1130, Médicos generales y especialistas,3dmix,,242,,,,,,
,,1161, Sociólogos y demógrafos,manual,1161,,,,,,,
,,1172, Contadores públicos,manual,2121,,,,,,,
262,262,1204,"Técnicos en ingeniería química, industrial y mecánica",3dmix,,262,,,,,,
264,264,1205," Técnicos en ingeniería eléctrica, electrónica, informática y en telecomunicaciones",3dmix,,264,,,,,,
265,265,1206," Técnicos en la operación de equipos de televisión, filmación, proyección y grabación de imagen y sonido y fotógrafos",3dmix,,265,,,,,,
,,1221, Técnicos en odontología y mecánica dental,manual,1221,,,,,,,
,,1230,Técnicos laboratoristas químicos y biólogos,manual,2612,,,,,,,
,,1250, Técnicos en ciencias sociales,manual,2531,,,,,,,
,,1390, Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este grupo,manual,2391,,,,,,,
,,1401, Periodistas y redactores,manual,2152,,,,,,,
,,1420, Pintores y dibujantes artísticos,manual,2161,,,,,,,
254,254,1423, Decoradores y diseñadores,3dmix,,254,,,,,,
111,111,2100, Altas autoridades gubernamentales y legislativas,3dmix,,111,,,,,,
122,122,2121,"Directores, gerentes y administradores de área o establecimientos de finanzas, contabilidad, recursos humanos, administración e impartición de justicia",3dmix,,122,,,,,,
132,132,2123,"Directores, gerentes y administradores de área o establecimientos en comunicaciones y transportes",3dmix,,132,,,,,,
131,131,2124,"Directores, gerentes y administradores de área o establecimientos en actividades de producción en industrias manufactureras, en la construcción y los servicios de reparación y mantenimiento ",3dmix,,131,,,,,,
122,122,2125,Directores gerentes y administradores de área o establecimientos de enseñanza e investigación,3dmix,,122,,,,,,
122,122,2126," Directores, gerentes y administradores de área o establecimientos en servicios asistenciales y de readaptación social",3dmix,,122,,,,,,
142,142,2127,"Directores, gerentes y administradores de área o establecimientos en servicios culturales, de esparcimiento, recreativos, restaurante, hospedaje y otros servicios personales",3dmix,,142,,,,,,
113,113,2133,"Directivos de organizaciones humanitarias, religiosas, asociaciones civiles y ejidales",3dmix,,113,,,,,,
161,161,5169,Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,3dmix,,161,,,,,,
731,731,5230," Carpinteros, ebanistas, barnizadores, cepilladores y similares, en la elaboración de productos de madera",3dmix,,731,,,,,,
263,263,5246," Mecánicos, ajustadores, instaladores y trabajadores de mantenimiento y reparación de maquinaria, instrumentos industriales y equipos de refrigeración",3dmix,,263,,,,,,
263,263,5249, Otros trabajadores que desempeñan una ocupación afín a las comprendidas en este subgrupo,3dmix,,263,,,,,,
813,813,5380, Operadores de máquinas para el tratamiento de sustancias químicas y agua,3dmix,,813,,,,,,
,,5400," Ayudantes, peones y similares en la fabricación de alimentos, bebidas y productos de tabaco",manual,9236,,,,,,,
921,921,5410," Ayudantes, peones y similares en la extracción en minas, canteras y pozos",3dmix,,921,,,,,,
,,6110,"Jefes de departamento, coordinadores y supervisores en contabilidad y finanzas",manual,1512,,,,,,,
,,6121," Jefes de departamento, coordinadores y supervisores en la coordinación del transporte",manual,2662,,,,,,,
172,172,6150," Jefes de departamento, coordinadores y supervisores en servicios culturales y de esparcimiento",3dmix,,172,,,,,,
171,171,6160," Jefes de departamento, coordinadores y supervisores en servicios de restaurante, hospedaje y comercio",3dmix,,171,,,,,,
312,312,6210," Cajeros, pagadores y cobradores",3dmix,,312,,,,,,
321,321,6230, Recepcionistas y otros trabajadores que brindan información,3dmix,,321,,,,,,
323,323,6232," Encuestadores, codificadores, verificadores y similares",3dmix,,323,,,,,,
314,314,6260," Despachadores, checadores y similares en la operación del transporte",3dmix,,314,,,,,,
,,6270,Otros trabajadores en servicios administrativos no clasificados anteriormente,manual,3142,,,,,,,
421,421,7111, Despachadores y dependientes de comercio,3dmix,,421,,,,,,
,,7201, Vendedores ambulantes de artículos diversos,manual,9512,,,,,,,
963,963,7212, Lavadores y cuidadores de coches sin establecimiento,3dmix,,963,,,,,,
511,511,8100, Fonderos (preparan y sirven alimentos) en establecimientos,3dmix,,511,,,,,,
511,511,8101," Cantineros, meseros y camareros",3dmix,,511,,,,,,
971,971,8122," Maleteros, equipajeros y empleados de paquetería y guardarropa",3dmix,,971,,,,,,
962,962,8123," Mozos de hotel, botones y similares",3dmix,,962,,,,,,
966,966,8124," Trabajadores de aseo en oficinas, escuelas, hospitales y otros establecimientos",3dmix,,966,,,,,,
,,8150," Trabajadores de apoyo para la realización de espectáculos, turismo y deporte",manual,9713,,,,,,,
,,8303, Vigilantes y guardias,manual,5313,,,,,,,
,,8310, Trabajadores de la fuerza armada aérea,manual,5411,,,,,,,
,,8311, Trabajadores de la fuerza armada marítima,manual,5412,,,,,,,
,,8312, Trabajadores de la fuerza armada terrestre,manual,5413,,,,,,,
,,4109,,por definir,,,6119,9111,,,,
,,4119,,por definir,,,6129,9112,,,,
,,4120,,por definir,,,6131,9113,,,,
,,4134,,por definir,,,6225,9124,,,,
,,4139,,por definir,,,6999,9121,,,,
,,4140,,por definir,,,6231,9123,,,,
,,4150,,por definir,,,6211,9122,,,,
,,4151,,por definir,,,6212,9122,,,,
,,4160,,por definir,,,6117,6128,,,,
,,4170,,por definir,,,6101,6201,,,,
,,5100,,por definir,,,1614,5101,,,,
,,5111,,por definir,,,7101,8101,,,,
,,5141,,por definir,,,2630,7201,8201,,,
,,5170,,por definir,,,1613,8101,,,,
,,6100,,por definir,,,1521,2524,,,,
,,6101,,por definir,,,1523,2311,,,,
,,6130,,por definir,,,1621,3201,,,,
,,6180,,por definir,,,1723,5201,9601,,,
,,7121,,por definir,,,8344,9723,,,,
,,7131,,por definir,,,4223,4311,,,,
,,8125,,por definir,,,5241,9651,,,,
,,8200,,por definir,,,5113,9611,9643,,,
,,8301,,por definir,,,1526,5301,5312,,,
,,1105,,auto,,,,,,224,227,228
,,1220,,auto,,,,,,281,282,
